,Product,Ratings,Reviews
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,"These are quite nice. The tips are very soft in the ear and fit comfortably. The hooks are a bit large for my ears, but they stay snugly on my head when I'm moving around. It was very easy to pair and the controls are pretty straightforward. Volume levels were good; they can get surprisingly loud if you want them to. The case is quite nice and feels very sturdy. Definitely a good thing to have when traveling. Plus it comes with a 1 year warranty which is really nice.

As for the sound, they have a strong bass emphasis similar to Beats headphones. I prefer a flatter EQ personally, but I was able to tweak the EQ in spotify and other apps to get a flatter response. If you like Beats then you'll definitely like these. Kick drums and bass are very forward in the mix and if you're listening to podcasts then the voices will be a bit more boomy than you may be used to. Again, adjust the EQ if you have that option and want a flatter sound."
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"This is a great set of headphones! I am really happy that I got them. They are very comfortable, and fit over my ears great. It also included extra buds, but these were great. They connected to my android phone really easy, and they came pretty well charged. They seem well made, and I foresee them lasting a long time!"
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,This si awesome. Sound quality is really good. I love bass and one of the factors for me when I buy a pair of headphone is if you can hear the bass or feel it. You can definitely hear and feel the bass a little. I literally got these therefore I'll do an updated review later when I test battery life etc. I work midnights and with the movements etc. of what I do when I work. I am confident that these will last a long time. So far a definently buy if your looking for headphones. I'll update this review tomorrow. If anything crazy happens with the headphones you'll know.
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",1.0 out of 5 stars,"I have had these for 6 weeks and they just stopped working. Of course, they broke 20 days after they couldn't be returned. They are an absolute rip off. Do not waste your money. Now I have to find a new set."
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"This is so easy to use. Just turn on the earbud and the Bluetooth on your phone and connect. Sound quality is great, does not slip off the ears. The box also comes with three replicable earbuds, a charger, and a manual. Thumbs up!"
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars," First of all, I have to commend the seller for extremely fast delivery. I am pleased with this aspect. The package came in perfect condition, and the set up for these earphones are so simple. I would say it took me no less than 3 mins to actually connect the bluetooth to my phone and use it immediately. They come in the cutest little carrying case, with a keychain hook that you can connect to your belt or keys or hydroflask for when you're at the gym. I listened to the quality and they are crisp and clear, and the bass filled my ears perfectly. There's also a mic on the earphones, so this is a way better deal than spending $200 on iPhone wireless earpods. It fits my ears well, and if my boyfriend wants to use it, he can switch out the ear padding to fit his ear size and vice versa. It's comfortable, so that's a huge reason I got these. Definitely recommend to those college students trying to save money on wireless earphones!"
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Sleek and modern headphones fit snugly around my ears, and I can mold the plastic slightly in order to make them fit my ear better - which is nice. I really like the red color and feel that they stand out while I'm taking a walk or run.

The sound quality of these earbuds are nice, and I love that I can hook it up to my phone and use it around the house, or while I'm out. The cord is a really good material and feels soft and sleek to the touch. Charging these earbuds is pretty painless as well, and doesn't take a lot of time! They also come in a cool zipper container that protects them in my bag!I highly recommend these!"
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,"I am a late adopter when it comes to the wireless/blue tooth game. This is due mainly to the reports on battery life, and loss of signal while listening to music/podcasts etc., from personal sources and forums. The sound of this product is sufficient for most genres of music. This product seems to have an issue with really intricate metal, however it still sounds better than most in ear headphones. Your more mainstream genres such as Classical, Jazz, POP, Electro, Rock, Country, R&B, Hip Hop, et cetera sound great. I purchased these during a flash sale for 16.00 USD. Definitely worth your money. I will update when the battery life starts to dissipate so that future consumers will be made aware of the average product life."
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Bought this as an ""Employee of the Month"" gift for my company. When I got it, I had to test it out, and I gotta say, it works very well. Charges fast, easy to install onto your device (I used my iPhone) and the sound quality is pretty good. It's no Bose or Sennheiser level of quality, but it'll hold it's own against a pair of Skullcandy earbuds. You're also not paying Bose level prices either - hence the gift idea. I figure 25 bucks a month is worth it if my productivity increases.

But now I'm considering keeping them and getting something else for a gift. We'll see."
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Very good Bluetooth headphones with one exception that almost made me return them. The bass, arghhh the base is way out of proportion. Please stop with the over emphasis on this one component of music, what is it with everyone jumping on the over use of bass in their music. Bass is one of many components that make music beautiful and it plays an important part yes but it is not the holy grail. At first I could barely make out the vocals and other instruments due to the extreme bass incorporated into this product. I was about to return them hoping to find a more balanced set of headphones. BUT then I remembered oh ya they make equalizers just for this very purpose. To fine tune the listening experience to your satisfaction. Since these will only ever be used (in my case) with a smartphone or iPAD this was a simple fix. Now my music is almost just how I want it. I’ll be tweaking the sound for a little longer until I get it just right. Don’t be afraid of equalizers if you have never used one. Don’t panic take a screenshot of the initial settings for reference and then just dive in and play with all the sliders, you will know when you have come close to your preferred setting, problem solved.

OK NOW THE GOOD! These feel really good on my earlobes and in my ears, just really comfortable. Even without music on these block what I think is a good amount of distracting noise. There are many Bluetooth headphones that are very similar to these but these had a slight style advantage over most that I came across. The price was reasonable and the construction feels very solid. The buttons are all in the right place and easy to identify. I like the silicone cord tightening piece, I don’t like things dangling near around my head very distracting and I inevitably get the cord caught on something and yank my headphones right out of my ears...aggravating. These are also very loud when set to the upper settings, I don’t advise it, seriously a bad idea and the music gets very distorted at the uppermost range. But I have to admit I do like the freedom to destroy my ears if I want too. Too much product nannying going on these days, I cry FREEDOM! Ok that’s a bit extreme but the point is made.

For the price I think these are hard to beat, I did a lot of researching because I am insane enough to drive myself loony comparing devices, options available, reviews and style within a price range that doesn’t send me into and obsessive compulsive spiral to keep them perfect.... believe me you don’t ever wanna know what that’s like.

To sum it up these are a very good choice in my opinion, only time will tell. You should certainly pay the $20 admission fee to try them out. Download a high rated free equalizer app that doesn’t demand permissions the app has absolutely no reasonable explanation for needing. Happy Listening 👂!"
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I do need a headphone while working out. This one is.small and easy to carry. Quality of the sounds is good. Love wireless, it make our life easier."
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Had no trouble pairing these to my iPhone and they work great! Sound is amazing, totally able to drown out my annoying coworkers and their terrible gossip. I even recommended them to my mother -in-law for her books on audio, and she too loves them."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"These are EXCELLENT. I have them and use them for my laptops, phone, etc. Not only are they for listening, but they are also to use on the cell phone as well to talk to , etc, which I did not know. A big bonus. They charge fast and the charge last a long time as well. EXCELLENT price for the product!"
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Love these amazing headphones! The package is very nice and comes with a super convenient zipper case to keep the headphones when you travel. The headphones are very light and fit perfectly on my ears. The sound quality is very good as bluetooth headphones. And it is very easy to pair up with my cell phone.
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Greatest headphones for the price. Way better than expected and sounds great for price and better than some more expensive ones i’ved Own.
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"This earphone is easy to operate, and in any noisy place, the sound quality is good, easy to carry, running or walking, any time, is worth having"
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,"These are awesome so far. The sound quality is very nice and the Bluetooth capability has been great. Only had them a couple weeks now but no issues so far. I walked about 15 feet away from my iPod at the gym and had no issue keeping connected. And the flexibility of the rubber ear grips make them easy to fit around my ears. My old, stiff headphones used to fall out of my ear but these don't move at all."
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",2.0 out of 5 stars,Sound quality has distortion and subtle disruptions when playing music. I still don't understand why people have reviewed this product as 4/5 stars? I believe they are fake reviews. I do not encourage anyone to buy it!!!
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"A very convenient and easy to use Bluetooth headset, the sound quality is very clear, and it will not be uncomfortable to wear."
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I bought this to replace my old Bose sport earbud because the cable was broken, so I decided to tried the wireless one this times. I tried it last nite when I went to the gym, no problem falling down when I was running and the noise cancelling to good too."
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"These headphones actually performed beyond my expectations. After a 4 hour workout they were still charged. I continued to use them at least 2 additional hours after l got home from my workout and they were still going strong. The battery lasts along time ,very comfortable. these are a great set of wireless headphones with very good sound quality."
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Very comfortable to wear and the sound is great too! It fit my ear so well, and even when I’m running, it doesn’t bother me at all."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",1.0 out of 5 stars,"I bought these to pair with my Note8. Sound quality was not good. I returned them. Also, the part that goes over the ears was too big and not adjustable."
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,"I only have them a week, and so far so good. Crisp sound and loud enough when walking , but when it's very windy, I can hear the wind too much. I will update the review at a later date.
10/31/2017."
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,I bought this one for my daughter. She loves it.
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Incredible!!

I have so many headsets... Well, here it is. the BEST EVER
Bass BIG
Allover sound Awesome.

HIGHLY Recomend"
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,it’s very good price for this kind of good quality sound product. easily connects to my phone without the wire. hands free. I don’t need to pick up my phone to answer the incoming call anymore.
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,So far so good. Got these after the original ones were defective so I upgraded to these from the $4 cheaper ones. Use them everyday for my workout. Good sound. Hopefully they continue working well.
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Work well. I can use it during jogging. Good
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I brought this for my husband. He use it when he goes to the gym. He likes it so much. It's light weight with good sounds quality. He said it also isolates the outside noice completely, so he can enjoy the music without turning on a high volume. Strongly recommend!"
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I love the bluetooth headphones. It's very comfortable and very convenient. Before I have it, I am always bothered by the ear plug dropped down from my ears. Now I don't need to worry about that at all. In addition, the sound qualify is very good, too. I enjoy to listen to music with my bluetooth headphones."
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I looked at a lot of different sets of bluetooth ear buds and landed on these. I can't speak to the longevity of this set since I've only used them a couple of times however I would be surprised if the more expensive models like Beats sounded better enough to warrant the near $150 extra. Phone calls could be a bit clearer but they perform as advertised. Easy to use controls, music is clear, links easy and stays linked."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,nice quailty！ like it so much! Wireless is so convenient! And it works well with my Bluetooth! I like the color! Red and black! So cool!
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,super loud headphones i love that. the bass is crazy on these but the trade off seems to be that the highs are muffled but still totally worth it
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",2.0 out of 5 stars,I would save my money and purchase a little better brand. I thought this would serve my purpose but they do not last longer than an hour. I use them once and then turn them off. Next time expecting at least two uses before needing to be charged and they are dead....and at the gym...that really sucks when you aren't expecting it. The sound is decent though so that's why two stars.
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"This product has exceeded my expectations by far. They are light, but well-built, and audio quality is good. Bought 2 pairs thinking they would break easily die to wear, but have withstood the constant usage and rough handling. Excellent product."
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,Like the quality of head phone. The instruction is clear so I set up easily to enjoy my music. Another thing is the case is great for storage!
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"This is a gift which I bought for my daughter. My daughter likes to have sports in the gym, and she also likes listening to music. With this headsets, she can enjoy the movement while listening to music at the same time. The headphones are simple to operate. The sound quality is very good. And this transport time of goods is soon, it only takes two days for me to get it."
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",2.0 out of 5 stars,"I got these to wear while running, but they kept falling out of my ears. The ear wraps are worthless and serve no purpose. They look like they will grip around the ear, but they do nothing because the loops are way too large. I am returning these for something that wraps over the ear and snug around the back of the head."
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,Great sound quality. Stay in place and they're comfortable. Quick to connect. The loop part is a little big. I wish it was adjustable.
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Quick to charge and holds charge for several hours. Sound is awesome and they are extremely comfortable. Comes with convenient carrying case and extra ear bud covers. Great price for quality product! Will certainly purchase again.
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"These are awesome, battery lasts a very long time, and the sound quality is as good or even better than Apple's earphones."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Works well, it’s been over a two weeks and they still work. Nothing is broken and the sound is clear."
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",2.0 out of 5 stars,"cheap, but they feel that way too. I can hear a noise when running like something rattling inside"
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Probably the best, cheap Bluetooth headphones out there. Wife likes them. Battery lasts for a while."
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I am an avid reader who enjoys listening to audiobooks to distract me from the daily drudgery of housework. Toting around devices with corded headphones/earbuds is a pain. Plus, not everyone wants to hear what I am listening to, so wireless is the way to go"
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I bought this for my uncle,and he is a Uber driver, so he can use this pick up phone call or listen to the GPS which is keep quite inside the car. He loves it"
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I'm a little bit of an audiophile and a gym junkie in the works. I do a lot of different workouts that include running/springs/HIIT/etc. These do an amazing job of staying in place and I have had zero issues with sound skipping. I actually was running lines today at the gym so I took my phone out of my pocket and put it on the ground and my signal never cut out, I was running between 5 - 35 feet away from my phone and it was crystal clear the whole time! The sound quality is also up there with some mid-level headphones I have owned. Not quite the quality of a Shure IEM, but much better than anything you can get at this price range and better than some I've had in the $30-$50 range. I've had them for around a month now and will update if anything changes, but these have been nothing short of awesome since day one. I also got four solid 1 - 1.5 hour workouts without needing to charge and actually never got a low battery signal even prior to charging."
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,These are better quality than I was expecting with them being pretty inexpensive. Mine came with a zippy case that wasn't mentioned in the description which is nice for storing them when not using.
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Sound quality is good, comfortable earhook will not let you lose it in strenuous exercise,"
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",3.0 out of 5 stars,"I bought this bluetooth because I do need to listen to podcasts and need answering calls hand free throughout the day. (Not for workout) I have to agree that it is indeed a good headset, the quality is great. But it is not perfect. While your not listening to music or talking on the phone, it keeps playing a message saying your bluetooth is connected. Also, while I'm in a phone call it does disconnect at LEAST once and I have to turn it on again. The range is pretty great while listening to music. Unfortunately as I had read previously in other reviews it is a bit of a weird fit in your ears. I dont know why, I guess its common to have different ear sizes and etc, it just doesn't fit right and feels weird.. wish it had a better fit but still, it works great for the price. Would I purchase it again? Probably not, I would try a different one, maybe even stay with this brand but a different model would probably fit better."
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"The Wireless headphones has a powefull earplugs. It was very loud and clear and easy to use,also can be a gift for others."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Good headphone， very easy to use and very good for sporting. I will buy again!
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",1.0 out of 5 stars,Tried different songs and different genres of music just to make sure I’m getting this right but These do not sound good at all. The bass sounds like you’re listening to a blown out speaker will return
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,These headphones fit really well and have really good sound quality. I feel like I'm listening to the performer live. I highly recommend them.
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"This is the 3rd pair I've bought because I love these, for me, for my man, everyone. They are great and you can't beat the price"
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"The range is awesome. They're just the headphones I was looking for. great battery and they sound good. Till now I've bought 3 headphone, this one is the best."
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Excellent quality and the wireless is exactly what we were looking for!
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Good for my weekly cycling I like the noise canceling function
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,This product is excellent! I have small ears and most headphones continuously falls out and it is frustrating. I have used while working out and they fit very well. The sound quality is very clear. I highly recommend this product!
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"It’s good. Nice quality and sound, easily connected the phone. Recommend it"
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"It is convenient when I doing sport, like running. The tone quality is good. It is easy to connect to the phone. Easy to bring."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,It does not make uncomfortable to ears like normal earphones. I like it.
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,This is very light. I think it is better for workouts or other in-door activities. Sound quality is fine.
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"They are very good headphones, I use them to run and they are the seconds that I buy to give to my girlfriend. Excellent price and quality of services. Thank you"
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Very soft and comfortable, works great and comes with a beautiful case :-)"
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",1.0 out of 5 stars,Very muffled sound and destorts when playing music
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Great product for the price! Instructions are easy to use and it paired quickly with my Android and my iPhone. Sound quality was good and I had no problem using them. I would purchase again.
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"useful, good for my everyday running. That's all I want for a headphones. very good price!!!"
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Easy set up. Good sound. Great for the price.
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",3.0 out of 5 stars,"I am returning this item bc it is not comfortable in my ear. My ear is very small and it will not sit tight in the car, but the sound is great and it is very easy to connect and control."
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Good sound, stay charged forever."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,I bought these so I wasn't having to carry my cell phone around the gym while I worked out. I was wanting something that would allow me the freedom of not having a cord dangling and getting wrapped up around the equipment.
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,So far so good. Convenient and status nicely on my ears while working
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"love this set of bluetooth headphones. I have had a few Bluetooth headphone before, but this is the greatest quality one with lower price. The connection is excellent and the sound quality is perfect for me. recommend this to family and friends for sure."
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,great sound quality but i have a bit difficulty getting them to stay in my ear canal. wish the ear wires could flex tighter around the ear. otherwise good product.
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Pleasantly surprised by the amount of bass these had. The sound is really good and they stay in my ears. Can't beat the price for these wireless headphones. Definitely recommend.
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,The earphone is ear-mounted. It is very convenient when running. It will not fall down. The sound quality can also be
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,Sound fairly good for the $$$
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,LOVE these fits in my small ears
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Great product. I love it.
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",2.0 out of 5 stars,"These sound great, when they stay in, which is only for about 30 seconds. My ears are fairly small and even with the smallest ear pieces I cannot get them to stay in."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Great sound and long Bluetooth range
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,It's comfortable to wearing in the gym. Satisfy with price & product.
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,good company great product
5,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",3.0 out of 5 stars,"These do not stay in my ears very well and I don’t find them very comfortable. Sound is good and battery life is great, however."
6,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",2.0 out of 5 stars,"Good Volume, poor audio quality, on my first run(20 min) the right earpiece stopped working.

Dont buy cheap bluetooth earbuds, this is my second brand I try and they dont last a month"
7,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"Headphones received after feeling very good! I did not think so cheap headset quality is so good,accessories are complete,put on the ear feel very comfortable,recommended to buy,i hope to help!"
8,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,Very good headset. The battery last very long and the volume and bass on this is amazing for the price of the item.
9,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"I am a person who likes music and likes to relax and exercise. It was always inconvenient to listen to music in the past. Now that I have this great, Bluetooth headset is very convenient."
0,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,"Just received so havent used them for running yet! Only 2 small ear buds! Hopefully they can be replaced he other 4 are to large.
Great price..."
1,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",5.0 out of 5 stars,"A nice wireless headphone. Easy to use, I used it when I was running and it's deep-set in my ears. Always use it to listen to music and watch a movie. Nice sound comes out from this headphone. Best Bluetooth headphone to use."
2,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,I got these for my bf in replace of his beats he had broken. He uses them everyday and enjoys them a lot. Although it is not the best in sound quality they are really good for the price and you can’t beat that.
3,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",4.0 out of 5 stars,good quality. Battery doesn't last very long
4,"Otium Wireless Headphones, Bluetooth Headphones, Otium Best Sports...",2.0 out of 5 stars,"I wasn’t expecting much for the price. Sound quality is marginal, which is fine for running and working out. But the real problem is they kept falling out during just a warm up run pace."
