,Product,Ratings,Reviews
10,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Stopped charging less than 2 weeks after I received them.
11,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"I I purchased the speaker many guys in the office had the one hanging from the ear which I was not particularly liking so I decided to purchase these and I love them. I received them in 1 day shipping/ the packaging was perfect no problems .They connected to my blue tooth of my Samsung Galaxy S8 with No issues .
The fit Comfortable (You may also we're one Or both )
The sound Quality is great
This Is fine for the price
I would love to see these in tonal/ flesh tone colors
I Am pleasantly surprise and so happy that I purchase these
Now my daughter in husband alsso want a pr these are winners !!!"
12,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"I just went for a run with them this morning, and I absolutely love these! They stayed in my ear very securely the entire time and didn't slide out from all of my sweat (and trust me, I sweat a good bit). The quality of the sound was great and I would say even better than the Apple earbud quality.
Pairing wasn't an issue at all and was actually way easier than I expected it to be.
The only VERY minor complaint I have is that they do protrude out from your ear some, and although this doesn't bother me a lot, I would like the outside to be just a little bit smaller just for the aesthetic. They still function great and look pretty good in my ears!
Very glad I bought these and amazing what you can get for the price!"
13,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"Great item and price, purchased to watch netflix and not disturb others, fit is perfect, quick delivery and easy to operate."
14,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,"The concept of these headphones is great- true wireless, charging case, etc. However, they fall short when actually used- I have 7 sets of bluetooth headphones I use for the gym, so I have a wide experience on fit, sound quality and ease of use. These fit very well and don't fall out, but the problem is that the sound output is very low, even with my phone AND the headphones turned up to max. The left bud is even worse than the right one, as it is maybe 20% quieter. I don't have this issue with any of my other heapldphones, so I can isolate the issue to the Otium ones. I love the fact they they come with a charging case, but it is very hit or miss when it decides to charge. I ended up with no music 2 of the last 3 times I took these to the gym after sitting in the case overnight, only to learn that they didn't charge.
Two stars- marginal for the price."
15,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"These work great for listening to music although they fall out once in a while.

Where they are terrible is for taking phone calls. Every time i use them I get complaints from the other people on the conference call that I sound garbled so I have to go back to my handset. I had much better luck with other products from Ant and Plantronics."
16,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"Overall I really like these earbuds as they are truly wireless. Opening the case they came in is fairly easy and getting the earbuds out is also simple. Pairing the earbuds was much easier than expected and is a matter of pushing a button on each one. After placing them in your ear you will notice how well they block out surrounding sounds and they are comfortable to wear although it might take some getting used to. They fit nicely inside the ear and don't fall out or move too much.
The sound quality it's self is very good although for me the volume wasn't loud enough. I had to turn my ipod high while working out and all the way up when mowing the lawn. Charging these is super easy by simply plugging the cord into the back while the earbuds sit inside. Overall, I am super happy with these and recommend them to anyone listening to music."
17,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"Super easy to pair up with my phone and the sound is very good. Please note only one earbud per order... this earbud is very small but with a powerful sound. There are a couple unique features with this earphone such as being able to pair up with a second mobile phone, you can connect with both phones at the same time and answer calls from one another. You can answer calls, reject incoming calls and end calls including last number redial or hang up current call while receiving another call... You can play music and there's a pause button
This is a super compact little earbud, I can see it coming in handy when you really don't want someone to know you're using headphones... I know for me it might be handy for work purposes.
It came in a very cool little compact black and orange case and included a usb charger, 3 sizes of silicone ear tips and the earbud. The earbud is made to be worn on either the right or the left ear. So super cool little item and I can't wait to try it out more"
18,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"Best bluetooth headphones i have ever had. They are smaller than they look in the picture and stay in place while I workout. From weight lifting, treadmill, elliptical or biking they do not fall out. Battery life has lasted me a 3 hour bike ride. I love that the case is also a power bank capable of charging them about 3 more times before needing to be plugged in."
19,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,"1 - Literally garbage
2 - You can find better
3 - Solid, maybe during a sale
4 - Good purchase
5 - There is literally no better version of this

These headphones are good; great, even. I buy a lot of headphones of all varieties and these genuinely surprised me with their quality. If I could go fractional, I'd go higher than a 4, but there are a few things that keep them from being a 5 in my opinion.

Good:

*Great price
*The case they come in charges the headphones.
*The fit is excellent; both the inner-ear plug and the concha bowl flare are separately interchangeable, so these will fit any ear.
*Sound quality is very nice, even before any ""burn-in"". I wasn't expecting much from the low ranges, but they genuinely surprised me. I think the benefits of Bluetooth V4.2 shine through here.

Bad:

*The only functional button is in a bad place: right on the center. I didn't find it comfortable to push the headphones into my ear with the force it took to depress the button, so it practically removed the convenience of one-finger operation. I'd rather have seen the button on the top or bottom of the earpiece so that you could press it with a pinching action instead of a pressing. On the same subject, not much is done with the function button. I'd either like to have seen more buttons for more function, or more creative things done. I've had single-button headphones that have separate uses for a short press, a long press, a double short press, a triple short press, etc. These are just start/stop.
*With the largest earpieces attached, there are issues fitting the headphones into the case. Mine are such a tight fit, it inverts the plug every time I try to remove them, no matter how gently. The concerns this brings to mind are faster wear on the soft plug and getting it stuck in the case if I try to remove it too fast and the plug gets ripped off the headphone.

---

TL;DR: These are really nice, especially for the price. Minor issues you could easily overlook keep it from being five stars."
20,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,Came as a Christmas gift and worked perfectly.
21,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"These wireless ear buds are actually quite amazing. I was worried they would stay put but they are made just the right size and fit my ears perfectly. I wasn't too sure what the correct placement was so I just kept adjusting them until they felt comfortable for me.

I'm thankful that the instructions were so clear because I would have never thought to turn on each ear without them. I love that you can listen with one ear at a time or both.

That makes things easy for me when I want to listen to music or take calls but also need to be able to hear what's going on around me or with the kids.

The volume was great for these earbuds. I think the best part of all is that you simply place them back in t he ir case and plug the case to the charger. That makes it a lot easier than trying to plug each bud in. The case also keeps it safe and protected if you are on the go or simply don't want to lose them. These are highly recommended."
22,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Gonna return. Doesn't charge
23,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",3.0 out of 5 stars,Pretty loud. It really doesn't last a long time. Probably about 30 minutes the most
24,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,The noise cancellation on these is the best I’ve ever tried to the point where people think I’m being rude and ignoring them.
25,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,Good sound quality fair mic quality 3 hours baterry life. Good deal
26,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,"These things are awesome for the price!!! Good sound, but not great. No regrets.."
27,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"Do not waste your money. Short battery life, losses connection, does not prompt phone calls. It does stay in your ear comfortably."
28,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Awesome Sound but the answering the phone on the headset doesn't work. I don't know if its a defective headset or if they are made that way.
29,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,almost a month ago i bought this and one of the ear piece isnt working anymore
30,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,"Would give it five stars if the battery life was longer that 1 hr of playtime, but it delivers on what it says it will do."
31,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",3.0 out of 5 stars,"They're comfortable to wear, but the charge only last about 2 1/2 hours before they need recharging."
32,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",3.0 out of 5 stars,Stereo sound great. Phone volume poor even when phone turned all the way up.
33,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,Hard time syncing separately. Sent back because of this. Sound was ok and each lasted about 2 hours on a charge.
34,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"Works great. Charges in the case.
Great buy."
35,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"they sounded terrible. Had to return because the highs would rattle and crinkle, which caused physical discomfort."
36,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"I have been extremely disappointed with this item. Does not hold a charge very long. I never know when it’s charged or not. I have used them less than I planned. No consistency.
I like their compact design."
37,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,"Amazing fit. Super comfortable. Audio quality is maybe a 3 but the killer, why I won't be using these - ""You sound like you are down a well."""
38,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,These are really amazing. Great sound quality.
39,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,They refuse to stay charge.
40,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,"Man bought these on the eighteenth of September now only last not even an hr maybe 45 minutes at best, was actually pretty cool while it lasted; surprised how good the sound was. Random occurrence or daily event?"
41,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,Love these head phones. Stay put even during a run. Wish battery would last longer. Battery ran out about an hour & a half into a run.
42,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,What a ripoff. They work once or twice and then the case just doesn't charge them. Do not buy.
43,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"If you plan on using them for like longer than an hour to an hour and a half, I’d look elsewhere. Mine haven’t made it past the 90 minute mark without running out of battery. I’m sending them back this week."
44,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",3.0 out of 5 stars,Sound not loud enough for factory
45,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",3.0 out of 5 stars,Fits great in the ear. Extremely comfortable. Not very loud but the sound is good. Very bad battery.
46,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,Great buds!!
47,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,Not that impressed with the sound
48,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"Too bad the battery life of these headphones Don't last long at all, they are confortable but i have to keep charging after 2 hours of listening, had them for just 6 days and already sending them back"
49,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,I am now on my second pair of these headphones and they cannot hold a charge and last for a very short time (1 hour). They also don't connect to the bluetooth on my phone very well. Not a good product.
50,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,My prayer have been answered. I wanted a pair of true wireless headphone and I found them in these. They fit perfectly in my ear and the sound is very good. Perfect for working out!
51,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",3.0 out of 5 stars,Good earbuds. Very comfortable to wear. Only gripe is the battery life. Which last about an hour and a half. So you need to have it charging while not in use.
52,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"The sound it’s not good, the battery life doesn’t go more than 1.5 hours if not less, people can’t hear you when you are on a call.
I do not recommend this headphone.
DO NOT BUY THEM!!!!!"
53,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Both earbuds stopped working after the third use.
54,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"I ordered these with the preconceived notion that I was not going to like them. My ears are pretty weirdly shaped, or at least that's the excuse I use. Earbuds never stay in my ears or they stay in and hurt. I expected nothing less from these. However, who can pass up on the chance of going for a run and not having wires bobbing around or big clunky sweaty headphones. Who knew that wireless headphones were what I have been missing my whole life? To start, I thought I was an IT tech and could pair them without using the manual. Nope, not I. Once I actually read the instructions I was paired and ready to go in no time. Sound quality was very good. I'm sure $200+ headphones would sound .01% better, but who needs to spend that money? They fit in my ears and never slipped out, not even during my run. It comes with multiple interchangeable ear pieces to find the perfect fit. On another positive note, the headphones muffled all of the environmental sounds around me. They come in a case that when docked they are charged through it with a micro usb plug in the back. So, now my goal is to make sure they are always kept in the case and not loose them! If that is the only flaw, I'll take it."
55,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Sending back. Fully charged last for hr with volume low.
56,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,The left earbud stop working after the second use
57,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Great sound. Fit well in ear and don’t fall out. Worked great for a few weeks. The battery life is terrible. Only last for about 1 hr use. Now they don’t hold a charge at all.
58,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,lobat faster
59,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Horrible.........does not stay charged
60,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"These constantly die on me, the left one is always going out of sync, and whenever i set them to charge, they charge , stop, continue after 30 mins and then stops cold turkey"
61,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"These headphones quit the very first time I tried to use them, within about 5 minutes. I sent them back and got a refund."
62,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"Besides the bad manufacturing and no bass, it makes it difficult to connect to your phone. Your better off saving a few more dollars for a better experience."
63,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,Need to have longer charge time
64,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"I purchased this and a different set at the same time. These work as expected, no issues unlike the other company I bought."
65,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,The sound was good for the price the problem was you only have one time to charge it then the charging station doesn't work anymore
66,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,It's very good headphone. Better quality and price.
67,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"garbage, battery dies after like hour and a half or quicker, music quality is garbage too, no bass and sounds like the 90s earplugs."
68,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"Really solid product. If you're on the fence about buying these, just do it, Great price and worked as advertised!!!!"
69,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",3.0 out of 5 stars,small hard to hear
70,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"Do not buy these, connection constantly comes in and out and the battery life is horrendous."
71,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"never worked properly. only one bud at a time would work, now one of the buds stopped working altogether."
72,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,"The headset are very nice sound but Mic sucks, people can hardly hear you. I like the sound and great value."
73,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,Excellent and loving it. I mainly use it for working out.
74,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Very low. Only one ear work when talking. Battery has very little talk time. This item is terrible
75,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,"Product came without charger, but in the manual it says supposed to have charger included."
76,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,"The charge doesnt last long, i only had this for 3 months. Dont enjoy this product"
77,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,These are awesome for the price
78,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",3.0 out of 5 stars,"These are kool, but they aolso broadcast things I'd rather the neighbors not hear."
79,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"It was a gift for my boyfriend, he loves them!"
80,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,Very good product. Even better customer service
81,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,Ordered TWICE!
82,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,Comfortable fit bit the battery life is horrible.
83,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,Sound great!! Synced to my i pod touch very easy!!
84,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,Audio out of sync on videos.
85,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"They work great, I haven't had an issue, great choice"
86,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,"Best sounding in ear headphone I ever had. Reduces noise, and it's absolutely silent in the background when listening to an audio book. Music play back is literally HD. However, I took off a star because it sounds atrocious for phone conversations and the other party barely can hear me, or not at all. The charging case is perfect to carry around the ear phones safely. They sit amazingly well in my ear, don't move, and create a barrier to external noise. Highly recommend for music and audio book use, but not for phone calls."
87,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",4.0 out of 5 stars,"Good product, short battery life (2 hours)"
88,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",2.0 out of 5 stars,Stopped working in 1 ear.
89,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",1.0 out of 5 stars,It's suck
90,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,Work great
91,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,Great and good sound
92,"Bluetooth Headphones, Otium True Wireless Earbuds Stereo Dual V4.2...",5.0 out of 5 stars,"I have to say I'm really like it when I saw it at the first time. It's my first time using wireless earbuds, it turns out my decision is right. The charging case leaves a deep impression for me, and I really enjoy the great sound quality of the earbuds. What surprises me most is that I can share the earphones with my cousin. We go outside a lot and spend a lot of time taking subway. We won't be bored during that time. I'm really fortunate that I choose it."
