,Product,Ratings,Reviews
0,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"I had to experiment with different ""non-Shure"" tips. I find the Comply TX-100 and the Etymotic ER38-14F (both available at amazon) help make a good seal in my ear that isolates the sound. I still find it a little tricky to put in, ie take my glasses off, figure out which side/direction in each ear, get the stiff part of the cable around the top of my ears etc. There's not much ""margin of error"" allowed from a good sounding fit, to sounding really awful. If the seal is the tiniest bit off, your $200 headphones will sound like a transistor radio with a weak battery.

But once they're in properly they sound great, but I prefer my Etymotic HF5 for sound isolation if I'm somewhere I want to get them in and out fast. So I use the Ety's for more ""active"" use (walking, hiking, gym) and the Shure SE315's for home use when I'm going to be relaxing & listening to music for awhile (plus the Shure's are more prone to pop-out/unseal with active use). I also have Bose SIE2's which are nice, but not as sound isolating. As far as audio quality I'd say these Shure's win out of all, then the Ety HF5's, then the Bose. I should also mention these Shure's are very efficient with power - ie the volume setting required (for the same loudness in my ears) is much lower, maybe 3/10 versus 7/10 for the Ety's/Bose's. So watch your volume settings on your computer/receiver/MP3 player!"
1,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,"I have gone through at least 20 pair of headphone looking for a quality set the I could use for workouts and on frequent plane rides. For a few years I was happy with the Sony MDR-EX71. The spilt line and offset wire design was great! But the build quality and sound quality just didn't cut it. After replacing them 3 times for the same connection failure I bit the bullet and spend some extra money on the Shure headphones. I was not disappointed.

These are incredibly comfortable. I use the medium foam tips. The block out most other sound and hold in place very well. For workouts I have never had a problem with them tugging off like most headphones. I would still prefer an offset cord. The double cord under the chin is not very comfortable.

Sound quality is balanced. If you are used to lower end headphones that are biased for more bass, these will take some time to get used to. But you will recognize the clarity improvements immediately.

The most striking feature on these headphones is their build quality. The cords are thick but flexible. They have very well designed strain reliefs the input jack and Y-connection, which many other manufacturers neglect. The rod to headphone connection is strong. I love that the design allows for you to replace a worn set of cords without having to throw out the expensive drivers. Why are all headphone not made this way? Oh, right....these cost 6 times the amount my last set did. Worth it."
2,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,"Bought these after several good years with the Etymotic Research ER-4PT. Both are great buds, but I like these slightly better.

Pros:
-Unbelievably good sound, even at low volume
-GREAT sound isolation with foam tips
-Flexible over-the-ear cable takes the weight and pull of cables off the ear canal (especially good for when cable gets caught on something)
-Replaceable cable is easy to switch, means you don't have to send your phones back for repairs
-Offers custom fit tips available from Sensaphonics (I haven't tried these, they're like an additional $150)

Cons:
-The bendable over-the-ear part of the cable looses it's stiffness after 6-9 months (causing the cables to be loose over the ears, which can be uncomfortable)
-Variety of ear tips is good, but they're not as comfortable for sensitive ears as the Etymotic yellow foam tips. (I find the Shure M foam tip too small, L too large)
-Tips get uncomfortable after about 3-4 hours

I use these for studying and for subway commuting, and sometimes just for noise isolation. They really cut down on ambient noise, and allow for relatively quiet listening even in loud environments, which I love. A few cons, but they're just nitpicks. These are so good that I don't see any reason to ever look for anything better. Bought my wife a pair, and while she's not an audiophile, she loves them nearly as much as I do! VERY HIGHLY RECOMMENDED!"
3,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"I've been playing around with buying cheap earphones for awhile and the last run of purchases I got tired of having to repeatedly put them in my ears. So when I got my iTouch 4G I decided to upgrade my earphones as well. The Diddy Beats/Dr. Dre beats I didn't like the look of them and from what I heard, they also had a lot of bass in them. Which lead me to believe that they weren't balanced.

Shure SE315 got my attention because they were between the high end SE535 and SE110. $500 is a lot more than what I want to spend on a pair of earphones. So I went with the newer model.

Fit is most unusual but it works. I use earplugs a lot and is accustom to the feel. It took several tries to figure out how the SE315 works around my ear and how I like to carry my iPod. But after wearing them for a few hours I forgot they were in.

Sound. I wasn't sure if I would like the sound or if there would be any difference between the Shure SE315 vs my $5 Sony earphones. I like that the SE315 feel balanced in sound and there is some thickness in the bass especially when listening to Hip Hop music. I'm a music lover so this was important for me to find a pair of headphones that enhances the sound of my music collection

Isolating. These things ROCK!!! Cleaning the house, using the vacuum, or anything that's noisy these definitely block the sound out. But it gets better. I can actually hear the music loud and clear. The volume does not have to be turned all the way up.

Only problem I see is that I have to keep them clean. Even when I don't have them in my ear. Dust collects on them pretty fast. Also the cord gets twisted some times around and the connector comes out of my iPod due to the case that I have around it.

Price is not too bad considering that you have a thick Kevlar cord. The ear piece fits inside your ear not sticking out like most earbuds.

Overall I am happy with my purchase. I will never go back to buying cheap earbuds. I give them 4 stars only because of price."
4,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,These headphones needs a bit getting used to. I finally used the triple flange ear plugs and now the sound is spectacular. I realized that one needs to create a closed volume of air by using whatever adapter works best for you. As you position the earphones you will notice the sound quality change. You will have to find the right position for your ear. The molded wires can be made into a loop to go over the ear. I have the 5 feet wire one and the sound is fantastic
5,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,"These earphones are superb!! I was really hesitant about buying $200 in-ear phones over an over-the-ear model like Bose. But this model is definitely worth the price. I can barely hear any outside noise with these bad boys in and the expandable earbuds really lock in for a good fit. One thing I do notice is that I have to compress the expandable earbuds really thoroughly to get a good fit so that I can hear more bass from songs. But that isn't a problem, just an observation/tip."
6,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,"I have been using a friend's pair for a week and was even more impressed with the new pair I rec'd. Its clear why these are selling so well after so many years. The comfort and sound are top notch and will serve me for years. I bought them to wear on stage but I think they will get even more use than that. The sound is balanced and the bass is there but not overwhelming and I like that. There are other companies making great in ears, but these don't take a backseat to any."
7,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"I've been on something of a quest to find decent earphones, since foolishly parting with my Shure e2c's. The rundown so far: Sennheiser CX200,Klipsch IMAGE S4,Bose IE2,Etymotic HF5,Monster Turbine,Ultimate Ears TripleFi 10, and Shure SE425 have all been run through my Zune, iPod Classic, and Yamaha receiver. So, a wide range of models, on a reasonable range of devices.

Right off the bat, I have to say that I have some bias toward having the speaker wires over my ears. My old e2c's were reinforced to bend around my ear, and I totally loved that. And to date, Shure seems to be the only company around who acknowledges that as a legitimate way to wear earphones. The SE315's are no exception, molding very well around my ears, reducing the rustling sound from a moving wire.

The overall fit of the 315's is excellent. The engineering on this is worthy of a premium price in itself. The speakers themselves don't protrude from my ears, and the above-mentioned wiring is rather discrete. The tubes are a perfect depth, and the foam tips are comfortable enough to wear all day while blocking out the rest of the world. I really don't think I could ask for more on the fit, and the 315's blow away every model I've tried.

And sound quality? It's great. Highs and mids are bright and clear enough that you can pick up loads of detail, but without sounding shrill or succumbing to clipping. I'm hesitant to say they sound ""natural"", so much as ""tuned for recorded music"". (For truly ""natural"" sound, consider the SE425's) On the low end, the SE315's are a huge mixed bag. If you're expecting to listen to Jay-Z and make your head vibrate with bass, these aren't for you (check out the Monster Turbines for that). That's not to say that bass is entirely absent. It's there, and it's actually quite accurate. Listening to songs from Detroit Grand Pubahs and Shiny Toy Guns, there's a lot of detail on the low side that I just didn't notice before. Similarly, the SE315's bring just the right amount of warmth and depth if you're listening to Dave Brubeck or Scala, but on a track like Tom's Diner by Suzanne Vega, you hear the bass line -- but you don't ""feel"" it at all. It's a strange sensation.

If you're looking for something particular from your earphones (e.g. lots of bass, absolutely crystal-clear reproduction, overly-pronounced mids, etc.) the SE315's are going to be a compromise in one area or another, or just flat-out wrong for you. But overall, I'd have to say that the SE315's are the best earphones I've used in this price range. Without spending literally twice as much money, you'd be hard pressed to find earphones that are this good all-around."
8,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"If you're looking to venture into the world of IEMs, these are a great pair to start with. Though the drivers aren't nearly as good as those in higher end monitors, they're a nice place to start. My only real complaint with these is that after about a year, of weekly use (2-3 times a week in a live band setting), one of the ears would short out and because of that I've gone through at least 5 pairs of these. I would buy them through Guitar Center with a replacement plan so instead of paying full price, I was only paying about $30 for a new pair. I've since moved on to custom molded IEMs, but I still have these as a back up pair."
9,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"Pros:
1) Isolation you could potentially use to sleep through noisy environments
I travel long distances quite often and these headsets provide great noise isolation. If you're on a noisy bus or train and wear these, you can block out around 80% of the sound. Put on music at 20% volume (I use a Google Nexus 4) and you can be oblivious to your environment. Sure, that can be a bad thing (for those who are driving or running but noise isolation isn't meant for those people anyway)
Often, I don't want to listen to music but sleep in peace while travelling. I put these in and sleep without even connecting them to another device

2) Comfort
IEMs aren't perfect but these are the most comfortable I've ever worn. Long hours without a problem with the right sized bud. The shape is weird to put in the first 2-3 times but there are plenty of tutorials to see learn. Check YouTube. Once in, they are super comfortable and the earbuds are flat on the outside helping you sleep or lie down while travelling.

Cons:
1) Bass (or lack there of)
If you're a bass head, DON'T GET THIS. You like listening to vocals or pure precursion instruments, get these. With a bit of EQ, you wouldn't mind.
I think I have a good ear but I never had a problem with the eq push for bass though one of my friends did say he didn't like the eq push (not sure if it was psychological).

2) Memory wire is a bit weird at times
Not a major issue but it's kinda weird the way the memory wire around the headset behaves. You get used to it though over time

Who would you recommend this product to?
If you like listening to classical, good vocals or you don't mind the slight EQ push and want something for traveling, this could be the one you're looking for!

After using these for over 2 years, I highly recommend it :)"
0,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,Perfect
1,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,Great
2,Shure SE315-K Sound Isolating Earphones with Single High Definition...,2.0 out of 5 stars,"Have had several pairs of Shure headphones over the years. These are my least favorite. The chord is stiff and does not lay properly, nor store properly, if you use these for working out or travel. The ear buds are also cumbersome to make fit properly. Overall, very disappointed."
3,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,I use these almost every day with my iPod. Although there in the ear ear buds I will have to take them out every hour or so for 5 mins.
4,Shure SE315-K Sound Isolating Earphones with Single High Definition...,3.0 out of 5 stars,It's not what I hoped for. The last generation is away better but I do like the design especially the clear one.
5,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,"Best pair I've ever had! Great quality, and fast service from seller!"
6,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"We got them for our son as a birthday gift. He is a musician and uses them onstage & off,they have been great for him."
7,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"I have large ears, thought they would be good for long term listening, only good for short term, hoping to get better with more use. Awesome sound, main reason for purchase was user replaceable cables"
8,Shure SE315-K Sound Isolating Earphones with Single High Definition...,2.0 out of 5 stars,"Before buying know this, you will likely be replacing the connector cable on an annual basis. At $30, you're paying 15% per year to own these. Shure makes these readily available, which tells me that it's a know issue, but a revenue stream for the planned obsolescence of a poor quality cables.

The earbuds are good enough, very comfortable, and I find that the noise isolation is very good when using the correct earpiece. Based on the cost of ownership, however, I would never have bought these though. There are other, high quality options available for the price."
9,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,I have been looking for a pair of buds that I could wear while running heavy equiptment and these definately fit the bill. The bass is a little weak on low volume but the clarity and range of the drivers is amazing for how small they are. I was also very happy with the build quality.
0,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,"I'm no musician or anything of the sort, but I am definitely into the best sound quality, even if its a bit pricey sometimes. These were a great decision. I don't regret it at all. As an average teenager, really only acquanted with Bose, Skullcandy, and mainstream brands like that, these Shure earbuds anihilate every standard of sound I'm accustom to. A DEF BUY!"
1,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,One of the best I ever had.
2,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"Very good set of earphones, mids And high are phenomenal, however the bass is a bit lacking. The fit takes some getting used to but I've found them to be quite comfortable."
3,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,Exelent
4,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,Great
5,Shure SE315-K Sound Isolating Earphones with Single High Definition...,2.0 out of 5 stars,"I got these because I play drums (death metal) and I trigger my kick drum. In terms of isolation and feedback they are great. Their bass is noticeably lacking but for me that's not an issue because I play fast enough that too much bass would be impossible to discern. A great feature is their ""moldable"" wires for over the ear. Another is that they come with several different sets of earbuds so you'll definitely find one you like.

However, after roughly a year and a half of regular use with great care I experienced cable rot as other users have mentioned. As this was within the limited two year warranty I had no problem getting them fixed and they extended the warranty by a month which would be Nov 2016. Now halfway through December, the ear assembly no longer makes proper connection with the cable most likely due to their decision to incorporate a 360 degree swivel.

I cannot knowingly recommend these headphones to someone knowing that they will break within two years at this pricepoint even though they've come down 20% since I bought them.

I would probably have given them 4 to 4.5 stars had the cable never broken as poor sound was more of an inconvenience in my use case.

tldr:
--pros--
+ good isolation
+ bendable wire for ears
+ long cable

--cons--
- wire breaks
- earphone breaks
- inferior sound
- expensive"
6,Shure SE315-K Sound Isolating Earphones with Single High Definition...,4.0 out of 5 stars,"Excellent, as always with Shure products."
7,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,great product
8,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,Love them! Amazing sound quality! Best I've ever purchased!
9,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,Awesome product for live sessions!
0,Shure SE315-K Sound Isolating Earphones with Single High Definition...,5.0 out of 5 stars,Slight lack of bass. But crystal clear sound. The se535 is much better though. Very noticeble clarity diff.
