,Comments,Date,Product,Ratings,Reviews,Title
0,2 people found this helpful. Was this review helpful to you?, December 29 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Overall, this is a cheaper version of those expensive ""Beats by Dre"" headsets, and it is modeled to look like them. Speaking as a consumer, and as a father, I'd rather not pay $100+ for a brand name, and so I am glad to go with this option rather than the more expensive brand with identical performance.

Apart from the looks, the only thing wrong with these headphones is the length of the cord. A slightly longer cord, with some sort of soft plastic bracket to limit the length or draw the cord into a bunch, would really have gone a long way toward hitting the 5-star goal.

Sound quality is the same as any non-HD high quality headset. There are not really any noise-cancellation features, other than some padding along the ears, so take that as you will.

All-in-all, great headphones for the cost.",Value Beats headphone knockoffs.
1,One person found this helpful. Was this review helpful to you?, March 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"When I first read other people reviews I said to myself what? I have expensive headphones people describing this with a great sound and very comfortable. Still I was skeptic but something in the back of my head said to me it is only 20.00 dollars if they do not meet your expectation send them back or just toss them.
I got them first impression counts a lot the package was really neat. When I used them for the first time I was very surprised by the sound. To make a long story short I took it for my workout I have to say I loved the sound I am really impressed, what the heck I paid so much for other headphones that does not have nearly a bass sound, I am very picky when it comes to headphones I need to feel I listening to music in crystal clear way. These phones delivers that, my son who is a DJ could not believe it so I guess I will be buying a second set for him.",From skeptical to believer
2,2 people found this helpful. Was this review helpful to you?, March 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Nice headphones!! Feel good on my head and my ears, the fit is perfect for me and they sound great. I'm an older person and love that I can finally hear all the sounds in the music again! Beautiful highs, midtones and nice deep base! Pretty good at noise cancelling too, sometimes I don't really want that feature though. There are times when I want to be able to hear the outside world, for safety. But I'll just use another pair for those times. I also love that they fold up so it's easy to tuck them away in a pocket. Another thing I especially like is the braided cord...that was a wonderful idea!!! I took one star off because they won't go up as loud as I normally like, but that's just me. ( I put the 5th star back on because since they won't go as loud as this old hippy would like, that means I won't need another set of headphones without noise cancellation after all! ) This is obviously a good thing!",So happy with this purchase!!!
3,Was this review helpful to you?, April 17 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"I purchased these for my grandson, thinking he could use them while playing his video games on the XBox. It's entirely possible I didn't read all the information provided. Since I did read it had a microphone attached which is supposed to work with all sorts of devices, I figured it would work for an Xbox too. It does not. To be more accurate, it sort of works, but not well. My grandson says his friends can't hear him well or properly (cuts out a lot) when he tries using it with the video games, so it's very frustrating for him & the other kids trying to play. I count that as being worthless for video games.
At least it IS a good headset for listening to music on his cell phone &/or tablet. Must just be the microphone that's sub-par.

[side-note: I'm pretty sure I initially tried to purchase these as a lightening deal. Has any one else noticed Amazon's lightening deals expire far sooner than the site says they should??]","Great for listening, not good for talking"
4,One person found this helpful. Was this review helpful to you?, October 12 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,"This review needs to be split into two sections. First there is the quality of the sound and the base which is actually amazing. The ear pads cover the ears completely and do help to eliminate some exterior noise. As far as the performance with the Audio I was very pleased, however about two days after the eligible date for returning the item past. The cord broke at the microphone. Decor you slipped out of the microphone and Winston pulled and now the earphones are completely useless in complete and total waste of money","Great Sound, very poor manufacturing standards"
5,2 people found this helpful. Was this review helpful to you?, June 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"I loved these at first. They had great sound and they were comfortable to wear. But less than six months and they fall apart on me. I was careful folding them, but that didn't matter. A piece on one side fell off, the cord is hanging out, and I can no longer wear them. Which sucks because they still sound good.",I loved these at first
6,One person found this helpful. Was this review helpful to you?, September 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"I bought this for my daughter. As soon as it showed up, I tested it before giving it to my daughter. In just a few minutes of testing it, the cable came apart and the connector appeared to be broken. This one only worked for 2 minutes. Pure junk! I have many other headphones and have never seen such poor quality. It was not worth my time to send it back or to deal with getting a refund. It actually ended up in the trash can before I recycled the box that it came in.",Junk!
7,3 people found this helpful. Was this review helpful to you?, June 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Bought on January 5, 2017, They sounded great and I liked them at first but after about 5 months the sound out of the left side of the headphones comes and goes sporadically. I have used them with normal use about 3-4 days a week at work and lock them up when I off. Now I gotta find a new pair of headphones which sucks cuss I liked the sound this one had.",They sounded great and I liked them at first but after about ...
8,One person found this helpful. Was this review helpful to you?, August 15 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"My daughter needed new headphones, or rather I needed her to wear headphones so I don't have to listen to her YouTube shows. The headphones are comfortable to wear because they are cushioned which also give a noise cancelling effect. The sound quality is good. The headphones fit my adult head as well as my 3.5 year old's head.",Just what we needed
9,Was this review helpful to you?, March 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I've been using these for a few months, now, and I love them! The sound is good, the stereo is excellent: it's amazing to hear Left and Right sound, as well as moving sound, while listening to favorite music.
I admit that I am not an audiophile, so perhaps my evaluation isn't meaningful to those of you who are audiophiles, but to the rest of the population: these are excellent, the price is very affordable, and they are comfortable, easily adjusted for different sized heads, even foldable to a degree for easier storage. I highly recommend them!",and I love them! The sound is good
0,Was this review helpful to you?, January 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Best Head Phones I have Heard, use them on my Kindle Fire HDX to listen to Great MUSIC. Very Crispy Sound, Great Bass.",Best Head Phones I have Heard
1,6 people found this helpful. Was this review helpful to you?, February 16 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Worked just fine for my daughter until today when she disconnected them from her iPad and the tip of the plug pulled free from the cord and is now lodged inside her (school owned) iPad. I will stick with a name brand product going forward rather than take my chances on these again. I'll update this review if the seller is willing to replace but no money will be spent on this brand again.,Time for some iPad surgery...
2,Was this review helpful to you?, July 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I purchased this for my husband to use while he is on dialysis and he loves it! Says the quality of sound is great. Now he sits at the computer with it too.,Excellent Purchase
3,One person found this helpful. Was this review helpful to you?, August 13 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Items came broken,One Star
4,One person found this helpful. Was this review helpful to you?, December 15 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"For price, these are awesome. I bought 1 pair and ended up buying 2 more!",Headphones
5,Was this review helpful to you?, March 23 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"My experience with these are amazing. I tested these headphones with and handful of songs, and audio tests. They aren't lying when they say these are good quality headphones, with good bass. I also should mention how I got them replaced when they broke. All I had to do was email support and give them my order number, and they got it delivered. The person I talked to was also very kind. If your looking for affordable, great for their price headphones, these are it.",I highly recommend these headphones
6,Was this review helpful to you?, January 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Very impressed by these headphones. They are inexpensive, yet for the price sound really good. Great overall sound including pretty good base and excellent mids and highs. They are fairly comfortable and lightweight. I'm not sure the materials would hold up to workouts or other activity like that, but for normal everyday use it should last a long time. These are an excellent sounding choice for headphones if you don't want to spend of lot of money.",yet for the price sound really good. Great overall sound including pretty good base and ...
7,Was this review helpful to you?, January 10 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"I was really happy with these earphones until this week. All of a sudden they are causing Spotify to skip songs, prompting Siri, and disconnecting phone calls. I would understand if I had been hard on them, but I only use these at my desk.",Good for a few months
8,38 people found this helpful. Was this review helpful to you?, October 9 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I am very impressed with the quality of sound that these AILIHEN I60 headphones produce. They are comparable to the more expensive ones. They provide a clear and natural sound. The headband is adjustable, and are foldable for maximum portability. The cord is sturdy looking. They are light weight and have very comfortable ear pads for many hours of use. I like that they block external noise effectively. There is a built-in microphone for hands-free phone calling and it picks up my voice without me talking directly into it. I am really happy with the purchase of these headphones.",great sound
9,Was this review helpful to you?, September 17 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,My husband really likes these head phones but a wire broke in the first one we purchased only months after purchasing it so we ordered a second set and are hoping for better results.,... we ordered a second set and are hoping for better results.
0,Was this review helpful to you?, December 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great ear phones! I use they to talk to students over the internet that live in China! Great investment!,Five Stars
1,Was this review helpful to you?, January 25 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great Headphones! Can't beat the price.,Five Stars
2,Was this review helpful to you?, November 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I like it...these headphones are great and for a good price. I would definitely recommend this product.,Five Stars
3,Was this review helpful to you?, June 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,These headphone actually surprised me at how loud they were. They are some of the best headphones if owned at such a cheap price. I would definitely recommend these,They are some of the best headphones if owned at such a cheap price
4,Was this review helpful to you?, February 1 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Poor build quality One side has stopped working within 4 months.Sound quality is average.,One Star
5,Was this review helpful to you?, September 16 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,They sound great and are inexspensive,Five Stars
6,Was this review helpful to you?, April 16 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great sound and value. I'm pleasantly surprised with how comfortable these are and sound quality is great as well. Everything feels sturdy and well built.,Great sound and value.
7,Was this review helpful to you?, April 1 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,The sound is good but the fit is pretty uncomfortable and the sound cuts out of the right side every once in a while and to fix it you have to reposition the cord.,The sound is good but the fit is pretty uncomfortable and the sound ...
8,Was this review helpful to you?, September 10 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I love this headphones.. Sound good and for me very comfortable.,Great and comfortable
9,Was this review helpful to you?, December 10 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Product better than expected. Sound quality is as good as my Sony headphones.,Good Product
0,Was this review helpful to you?, November 28 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Seem to be in good condition. No problems or complaints.,Four Stars
1,Was this review helpful to you?, September 27 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Works great!,Came as expected!
2,Was this review helpful to you?, November 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I am very happy with the product. It is very comfortable and has great sound quality.,Five Stars
3,Was this review helpful to you?, December 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Very natural sound with a lot of dynamic range. Very comfortable to wear and solidly built.,Very happy with it
4,Was this review helpful to you?, November 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"I bought this for a Christmas gift so cannot give it a review now. This
Looks very nice. Thank you",This Looks very nice. Thank you
5,Was this review helpful to you?, November 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great headphones at a great price. Needed a new headphone and im glad i found these!,Five Stars
6,Was this review helpful to you?, June 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Work like expensive headphones! Comfortable and great sound!,Five Stars
7,Was this review helpful to you?, May 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Worked well in the beginning. I stopped being able to hear the words and I could only hear the music from a video,Worked well in the beginning.
8,Was this review helpful to you?, November 10 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Great headphones! A lil bit heavy on the low end but nice and clear. My drummer seems to like them,Amazing value for the price
9,Was this review helpful to you?, December 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Looks great but haven't used them. Yet.,Four Stars
0,Was this review helpful to you?, July 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Ordered a pair for my little sister's first headphones, best so far. She loved them and soon will like to order myself a pair soon!","Good Quality, Good Price, Worth it!"
1,Was this review helpful to you?, September 27 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,They are comfortable and sound great!,Four Stars
2,Was this review helpful to you?, March 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Within 2 weeks, one of the ear pieces broke completely off when I was floding them. I was completely happy with them until they snapped.",Easily breakable
3,Was this review helpful to you?, March 27 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Very comfy, love it",great gear for a great price.
4,Was this review helpful to you?, August 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Good sound quality. Bought two for my daughters for school.,Five Stars
5,Was this review helpful to you?, June 15 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,I think that this beautiful headphone is going be great. I don't have it but I really want it.,The Best Looking and Feeling Headphone Ever
6,Was this review helpful to you?, September 11 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Comfortable headphones and great at noise cancelling. If you listen to bass heavy music however, it's lacking. I saw a lot of people say it's great and while sitting in a relatively quiet bedroom, it is. However, if you use these while walking to class or on a commute to work/school, you'll find it harder to really feel and appreciate the bass in music.",Comfortable headphones and great at noise cancelling
7,Was this review helpful to you?, January 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Great quality for a $20 set of headphones,my only complaint would be that the cord is not removable.",Can't beat them for the price
8,Was this review helpful to you?, October 30 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,Not to the expectations,Two Stars
9,Was this review helpful to you?, April 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Stop working after a month!!,Don't Buy
0,Was this review helpful to you?, September 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"I bought these for a friend, he absolutely loved them!",Great Gift
1,Was this review helpful to you?, November 13 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Great sound, very durable",Five Stars
2,Was this review helpful to you?, August 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Really like the packaging and really happy with these headphones!,Five Stars
3,Was this review helpful to you?, December 28 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Nice headphones for the price. Product arrived promptly.,Good Buy!
4,Was this review helpful to you?, February 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Nice sound,fit and price. Color and ear padding well done.",Recommended
5,Was this review helpful to you?, May 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,The ear holes are too small and too round.,Two Stars
6,Was this review helpful to you?, March 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Love them, they're perfect!",Five Stars
7,Was this review helpful to you?, August 25 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Outstanding value,Five Stars
8,Was this review helpful to you?, July 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Perfect for my class computer,Five Stars
9,Was this review helpful to you?, May 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"They look great, very comfortable. My fiancé loves them","They look great, very comfortable"
0,Was this review helpful to you?, March 12 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,"Headphones got here in time, but started shorting out the first day we used them.",Two Stars
1,Was this review helpful to you?, August 12 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,Nice compared to iPhone buds..would like a mic on/off switch,Four Stars
2,Was this review helpful to you?, March 14 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Great sound works great with iPhone and MacBook Pro,Five Stars
3,Was this review helpful to you?, January 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Perfect for children,Five Stars
4,Was this review helpful to you?, January 16 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Just as advertise,Five Stars
5,Was this review helpful to you?, March 3 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Excellent product at this price level.,Five Stars
6,Was this review helpful to you?, March 8 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"Great sound, very comfortable. Works as advertised.",Four Stars
7,Was this review helpful to you?, July 20 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Excellent quality for the price!,Five Stars
8,Was this review helpful to you?, January 21 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,They look great and are comfortable.,Five Stars
9,Was this review helpful to you?, August 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,Love them!,Great Choice!
0,One person found this helpful. Was this review helpful to you?, March 24 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,These are very comfortable and allow me to be in my own musical haven. I use them in a very noisy workplace.,Nice Purchase
1,Was this review helpful to you?, December 3 2016,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"These headphones truly sound great for under twenty bucks the highs are high and crisp the mids are right there in the bass is fantastic.
For te money.. These sound great for sure",Great sound
2,Was this review helpful to you?, April 7 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I am a third grade elementary school teacher. One of my students needed to purchase a headset, so I helped him buy one. The choice was 100% his. He looked on the internet for two days until he finally chose his ""Gold Ailihen."" He thought it was the coolest one out there! I also explained to him that considering the quality, price, and technology he made a great choice.","Third Grader finds his Gold AILIHEN, ""The Coolest."""
3,Was this review helpful to you?, April 22 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"Robust sound for very reasonable price, good quality, fast delivery, will buy again!","good quality, fast delivery"
4,Was this review helpful to you?, March 2 2018,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,My 11 year old loves these. Only thing I can think of to make the experience better is having them be wireless. But we bought them as is! Still awesome!,Good quality for the price
5,Was this review helpful to you?, November 30 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,I just got them an they are a Christmas present for my grandson so I really don't know how they will work. but will let you know little later.. thank you,I just got them an they are a Christmas present ...
6,Was this review helpful to you?, April 18 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,For the price this is a very good set of headphones. The pair I purchased for my grandson has survived months of use and has outlasted similar other brands.,Good value headphones.
7,Was this review helpful to you?, August 13 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I've had my AILIHEN I60 headphones for almost 2 weeks now and WOW!!! I'm blown away by the performance of them, the bass is great, sound is crystal, noise cancelation stupendous. I put these to a test by playing music from YouTube, my phones music, and a game all at the same time... I could hear everything so clear it's as if I was listening to each one separately. I give a 5 star and would buy another pair if needed.",Worth the money!
8,One person found this helpful. Was this review helpful to you?, April 28 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,Wire shorted in the microphones after 6 weeks. Sad because it was a gift to my boyfriend to use while he's deployed overseas in the air force.,Barely lasted 2 months
9,Was this review helpful to you?, January 29 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,4.0 out of 5 stars,"These are fine in terms of sound quality, but they seem to be sized for people with small heads. Even extended to their full length, they barely reach to the bottom of my ears. I have had plenty of other ""overhead"" headphones in the past and not had this issue.",These are a little shorter than ideal for an average-sized adult woman's head
0,Was this review helpful to you?, December 13 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"I love these headphones, I really do. My only problem is mine broke about 3 months after I got them. Music wouldn't play correctly and it fully depended on the angle of the cord. Up until this happened they were great -which is why I ended up buying another pair because I love the sound quality and mic on them. If this pair breaks again anytime soon, I'm just done with it.","Great pair of headphones, but the wires in the cord stopped working correctly 3 months later"
1,Was this review helpful to you?, November 9 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,3.0 out of 5 stars,"The headphones serve the purpose I needed.
They are light weight, decent sound and inexpensive.",OK >> they serve their purpose for the price.
2,Was this review helpful to you?, September 19 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"smooth transaction, quick shipping, awesome headphones, they are just what I needed!","awesome headphones, they are just what I needed"
3,Was this review helpful to you?, January 31 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,5.0 out of 5 stars,"I was a bit skeptical of these headphones, but they exceeded my expectations. They're really comfortable and the sound is excellent. They're cheap for great quality headphones. It came in with the original box and was well protected when shipped. Highly recommended for anyone!","Great sound, Comfortable and Good price"
4,One person found this helpful. Was this review helpful to you?, May 2 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"Although this product is really comfortable even when you wear glasses, do not buy if you think you are going to be constantly moving/bending
the wire(walking). Wire broke within 2 months Not for active people. Im switching to wireless headphones.",Although this product is really comfortable even when you wear glasses
5,One person found this helpful. Was this review helpful to you?, August 30 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,1.0 out of 5 stars,"I was really excited to purchase these headphones (a big step up in quality from my normal headphones).

Unfortunately, the sound went out in less than a month. Going back to $15 Sony headphones.",Broke in less than a month
6,Was this review helpful to you?, June 6 2017,AILIHEN I60 On Ear Headphones with Microphone for iPhone iPad Laptop...,2.0 out of 5 stars,I have had it for such a short time and already the left earphone has stopped working. No sound will come out. Disappointing.,Not happy
