,Date,How Helpful,Review Contents,Score,Title
10,"on May 6, 2017","
      2 people found this helpful.
    ","I bought these to work in a very noisy open office and they work great.  The noise cancelling works pretty well, especially if you have some music playing.  The sound quality is excellent, especially for this price range, and there is no scratchy background noise like some bluetooth headphones have.  I'm able to use them for most of the day even with the NC on.  Since they charge off of a USB port it's easy to recharge them if needed and you can continue to use them while they're charging.  You can also connect them via a regular 3.5mm cable if the batteries are dead and they work fine for listening.  Even without the NC on, the ear cups block background noise pretty well.",5.0 out of 5 stars,Great Headphones For The Office
11,"on December 26, 2017","
      One person found this helpful.
    ",The headphones have worked well in the first week.  The active noise cancelling is decent; it blocks moderate noise from about twenty feet away.  The charge seems to last at least 8 hours with the active noise cancelling on.  I've seen comments about the headphones being heavy but they didn't seem heavy to me.  I like the way they fit over my entire ear.  There is occasional static/interference.  The headphones won't stay paired with a Vaio laptop (which may be due to an issue with my computer).  The headphones pair fine with a Pixel phone.,4.0 out of 5 stars,"So far, so good"
12,"on May 15, 2017","
      5 people found this helpful.
    ","Overall these headphones are some of the best in its class under $100. Great for a portable headset for commutes, travel, or daily use on the go.The controls on the side of the headphones are intuitive and easy to access. The seek and volume buttons are flush but are large enough to find/use without issue with the low-profile Bluetooth button in the center.The headset appears to have a mostly metal construction and create an industrial/modern/minimalist design. It feels sturdy and durable when handling and folding. The folding hinges and moving parts do not feel like they would break, even when I stress tested them with a reasonable amount of pressure there was no sign that the headset would break. These are a surprisingly durable pair of wireless headphones without being excessively heavy.The comfort of these headphones is also very well balanced on. The earcups are well-padded with pliable foam and a soft faux leather material. The stitching seams on the leather are subtle and well-placed to avoid pressure points. They also don't pinch the sides of your head while wearing them, but also don't feel loose.Overall, these headphones are a serious contender in their class. It is worth noting that these headphones are really best used with ANC activated, without ANC it seemed that audio quality was noticeably less enjoyable. Also, I would not rely on the ANC for louder environments, but they're perfect for some ambient noise when riding a bus/train, walking around the city, and comfortable indoor listening.The headset also has room for improvement with the low-end sound (bass) which is average and the ear cups could be a little larger. However, I'm really happy that iDeaUSA listened to feedback and gave the ear cups an ovular shape that better fits the ergonomics of ears. Very pleased with these headphones overall and the solid construction of these makes them perfect for portable listening.",5.0 out of 5 stars,"Slick design, durable build quality, great features & sound."
13,"on May 14, 2017","
      2 people found this helpful.
    ","This is a very high quality headset. Crystal clear sound with excellent stereo separation. The ANC works quit well also. Battery life is more than 10 hours. All around, this is an excellent stereo headset. I highly recommend it. If you buy one, you will be pleasantly surprised.Ernie",5.0 out of 5 stars,Crystal clear sound with excellent stereo separation
14,"on July 22, 2017","
      One person found this helpful.
    ","Fantastic headphones all around. The connection with remote devices are stable. I connected this headphone with my phone, tablet and mac book. I never see the disconnection. The build quality is very good and the carrying case included is a nice touch. Noise cancelling works fine and I am satisfied with the sound quality. This headphone is light weight and comfortable to wear for long periods of time.",5.0 out of 5 stars,Very good！
15,"on May 7, 2017","
      2 people found this helpful.
    ","Was looking for an alternative to spending $300 on Bose, Beat, etc. These are awesome, made of very high quality material and the noise cancelling is on par with these other headphones for sure. The only downside I would say is listening to music. The sound/bass isn't as good as the more expensive, but if you're looking for a cheaper alternative, perfect.",4.0 out of 5 stars,Amazing Value for the Price
16,"on March 13, 2017","
      5 people found this helpful.
    ","feel completely immersed in the sound experience through the efficient Noise cancelling and the distinct detail of the sounds listened to, throughout all genres of music or video.",5.0 out of 5 stars,feel completely immersed in the sound experience through the efficient ...
17,"on July 24, 2017","
      One person found this helpful.
    ",Lightweight superb quality headphones. The active noise cancelling is a welcome asset and is surprisingly effective. They are a stylish headset and you don't feel embarrassingly uncomfortable wearing them in public. These over the ear phones are a pleasure to wear with no adverse side effects to wearing them for any length of time.,5.0 out of 5 stars,Lightweight superb quality headphones. The active noise cancelling is ...
18,"on December 3, 2017",,"These are very comfortable.  I wore them all day long for four days while my house was being renovated.  They did not bother my ears, or head, at all.  The head band feels like it sits a little further back than I would like.  I have a smaller than average head but they didn't feel too big on me, they look a bit big, but that's okay.  They don't block out all noise, but they reduce the noise.  I like the controls on the headset, but wish it had a pause button.",4.0 out of 5 stars,Very comfortable!
19,"on October 7, 2017","
      One person found this helpful.
    ","These are a wonderful set of headphones. The sound quality is good and the noise cancelling feature works well.  They are a bit large for your head if you plan to jog or workout at the gym.  However, I have used them during a workout routine.  These are nice headphones.",5.0 out of 5 stars,Nice headphones
20,"on May 14, 2017","
      One person found this helpful.
    ","I bought these to use while cutting the lawn. I was pleasantly surprised how well they blocked out the lawnmower noise. Does not eliminate it, but cuts it enough to hear music or pod casts without having to turn up volume to high levels. The bluetooth does seem to cut out more that other headsets I have used. Not horrible, just miss a few words now and then.",4.0 out of 5 stars,Works well for my use case
21,"on July 12, 2017","
      One person found this helpful.
    ","Sure they work like they say they do but when I'm walking around my house with them on I can still hear my 3 kids ""mom"" ""mom"" ""mom"". I thought even if I could still hear them, maybe they would think that I couldn't and just stop talking to me but they don't.",4.0 out of 5 stars,I can still hear my children
22,"on July 21, 2017","
      One person found this helpful.
    ",I use these when mowing the lawn. I get noise cancelling and can link it to my phone to listen to talk or music.  I LOVE BOSE products but I can't afford a $400 pair of headphones atm.  recommend for budget users,5.0 out of 5 stars,Great deal!
23,"on April 6, 2018",,"Works great when you're flying back from the Philippines on a 30-hour flight with kids crying. Hold the charge pretty good, also. The noise cancelling feature works, but it could be improved. Much more affordable, though, than any Bose unit.",4.0 out of 5 stars,Excellent for the price
24,"on April 4, 2017","
      3 people found this helpful.
    ","These headphones are everything i hoped. The case is perfect for traveling, the bluetooth and noise cancelling is amazing. I did wish the jack cable was a little bit longer.",5.0 out of 5 stars,The case is perfect for traveling
25,"on July 17, 2017","
      One person found this helpful.
    ","These are very good, especially for the price. Connect well. Excellent sound. Responsive controls. Not too heavy. Comfortable for workouts. Not for running.",4.0 out of 5 stars,"These are very good, especially for the price"
26,"on July 9, 2017","
      2 people found this helpful.
    ",I really like these headsets the only reason I give him three out of five is because I only had them for about 2 weeks they feel sturdy they feel strong and great sound great everything but everytime I look down they start sliding off my head they didn't stay tight,3.0 out of 5 stars,Only thing i found bad about it
27,"on May 6, 2017","
      One person found this helpful.
    ","I was looking for a wireless headphones that were comfortable and came upon this one with great reviews. when I got the headsets I didn't expect it to be how heavy it was but that's actually a good thing, the weight didn't really make a difference once I put them on they were extremely comfortable, had all the necessary controls, and best of all ability to switch on/off the noise cancelling feature.",5.0 out of 5 stars,comfortable and has everything you need
28,"on February 23, 2018",,"This headphone is comparable to several expensive brand on the market. The sound quality is very good to the ears. Very good on rock music, love songs and pop music. The noise canceling is what I need and that is very good.. I highly recommend this product...",5.0 out of 5 stars,The sound quality is very good to the ears
29,"on July 7, 2017","
      2 people found this helpful.
    ","Bluetooth died after a week on the first pair.  Got a replacement and it died after a month and a half.  Does not power on at all.  Wired connection still works, so now I have an expensive wired set of headphones.",1.0 out of 5 stars,2 pairs died in the same manner in a short period of time.
30,"on July 24, 2017","
      One person found this helpful.
    ",These work fine with newer devices but older laptops get static to the point that they're unusable as a wireless set.,3.0 out of 5 stars,These work fine with newer devices but older laptops get static to ...
31,"on July 24, 2017","
      One person found this helpful.
    ",These are great headphones.  The sound quality is great and the general quality of the headphones is excellent.  In addition they have long battery life.  I would see no reason to buy more expensive headphones.,5.0 out of 5 stars,These are great headphones. The sound quality is great and the ...
32,"on July 6, 2017","
      One person found this helpful.
    ",Audio and noise cancelling quality is amazing. Works well on the underground. Battery lasts a long time.,5.0 out of 5 stars,perfect
33,"on October 2, 2017","
      One person found this helpful.
    ",Just them connected to my phone and it sounds great!,5.0 out of 5 stars,Noise canceling headphones
34,"on April 19, 2017","
      10 people found this helpful.
    ","2:290:00This video is not intended for all audiences. What date were you born?JanuaryFebruaryMarchAprilMayJuneJulyAugustSeptemberOctoberNovemberDecember1234567891011121314151617181920212223242526272829303120182017201620152014201320122011201020092008200720062005200420032002200120001999199819971996199519941993199219911990198919881987198619851984198319821981198019791978197719761975197419731972197119701969196819671966196519641963196219611960195919581957195619551954195319521951195019491948194719461945194419431942194119401939193819371936193519341933193219311930192919281927192619251924192319221921192019191918191719161915191419131912191119101909190819071906190519041903190219011900SubmitAdobe Flash Player is required to watch this video.Install Flash Player This is now my favorite headphones that I have. They are extremely well made and it has excellent audio quality. The audio is extremely well balanced and it even has some bass. The headphones do weigh a little more than the cheaper headphones, although; it is diffidently because quality. The design is modern. I love listening to music and watching movies with the headphones. They are extremely comfortable after many hours of use. I have worn them for max 4-5 hours and had no issues with discomfort. Overall, the quality of the headphones, audio, and design makes this an amazing headphone.",5.0 out of 5 stars,Quality Headphones with Excellent Audio
35,"on May 20, 2017","
      2 people found this helpful.
    ",Fresh out of box great- annoying that even turning it OFF battery drains if not plugged in and charging. :(  Need to be able to retain battery work in office -overnite it drains,3.0 out of 5 stars,Fresh out of box great- annoying that even turning it OFF battery drains if not ...
36,"on June 14, 2017","
      One person found this helpful.
    ","I can't believe the good reviews, the volume on these is super low.  I can only hear the level of the voices singing, and the instruments and base is very very low.  It annoys me to listen even for a few minutes. They look like good quality and well made other than this fact, but it's the most important issue for me.  They will be going back.",2.0 out of 5 stars,"I can't believe the good reviews, the volume on these is super low"
37,"on July 26, 2017","
      One person found this helpful.
    ",unusually heavy...  not for active wear,3.0 out of 5 stars,Three Stars
38,"on January 29, 2018",,Fantastic sound quality. I used these on flights to/from the UK and the battery had no problem lasting through the whole flight. The only (minor) criticism is they are on they heavy side.,5.0 out of 5 stars,"Great sound quality, long battery life"
39,"on December 21, 2017","
      One person found this helpful.
    ","These headphones work great! Use them on all my flights. Nice case, great sound.",5.0 out of 5 stars,Excellent buy
40,"on September 28, 2017",,Very impressed. My husband bought this brand by accident for me. He thought he bought a different brand. I was pleasantly surprised at the quality and ease of use. It was an awesome present! Great value!,5.0 out of 5 stars,It was an awesome present! Great value
41,"on May 24, 2017",,"These are fabulous wireless headphones.  Noise canceling really works, operation is straightforward and easy, they come with a nice hard carrying case.  I love them!  Very fair price for the quality.",5.0 out of 5 stars,Fabulous wireless headphones
42,"on May 31, 2017","
      2 people found this helpful.
    ","Perfect for studying, essentially turns any environment into a silent study. Definitely recommend for students!",5.0 out of 5 stars,Five Stars
43,"on August 26, 2017","
      One person found this helpful.
    ","especially considering the cost, thee are great. Sound quality is excellent, only drawback is noise-cancelling not really perfect - especially for noise that isn't consistent.",4.0 out of 5 stars,thee are great. Sound quality is excellent
44,"on April 7, 2017","
      5 people found this helpful.
    ","I have lived with catalepsy for a couple of years. It has drastically changed my quality of life. I found these active noise cancelling headphones a few weeks ago and knew that my life would be forever changed once I got them. Settings of sensory overstimulation are one of many of my triggers. Being able to ""turn off"" one my most affected senses has given me so much freedom and independence. I don't know the seller or creator of these particular headphones, but I want to thank you for aiding in the improvement of my quality of life. It has been a true blessing.",5.0 out of 5 stars,Life changing.
45,"on August 3, 2017",,Very good quality sound and comfortable headphones. the only thing that's a little annoying is that it has a few bright led light so I can't wear them to bed when my partner sleeps next to me. I put some stickers over the lights to correct this problem.,5.0 out of 5 stars,Very good quality sound and comfortable headphones
46,"on March 27, 2018",,"Work great, I have bought 3 pairs since December. Noise canceling works great, they fit right and sound great.",5.0 out of 5 stars,Five Stars
47,"on January 17, 2018",,the best,5.0 out of 5 stars,Five Stars
48,"on June 12, 2017","
      One person found this helpful.
    ","Everything I was looking for.  Good sound, great active noise cancellation, great battery life. Easy to pair even amongst several devices. They are a bit heavy though.",4.0 out of 5 stars,"Good sound, great active noise cancellation"
49,"on October 20, 2017",,THE BEST EVER,5.0 out of 5 stars,Five Stars
50,"on May 17, 2017",,Sounds great. Battery charge holds up for a long time.,5.0 out of 5 stars,Five Stars
51,"on February 6, 2018",,They are great the audio is great. Love them.,5.0 out of 5 stars,Five Stars
52,"on October 23, 2017","
      One person found this helpful.
    ","Within two months of purchasing, the multifunction button (which is basically the button you'd use for just about anything) stopped working.  So now I can't turn them on or off or pair.  Very disappointing.  They still work via a wired connection, but the microphone doesn't work when wired, so I cannot use it for meetings or calls.  Again, disappointing.  I emailed the support email that came with the packaging but haven't had a response in over a week.  The reason I'm giving it two stars instead of one is b/c the sound quality is actually pretty good.UPDATE: After leaving a 2 star review, iDeaUSA reached out to me almost immediately and sent a replacement pair at no cost to me.  Upgrading review to 4 stars based on their customer service.  Will upgrade to 5 if headphones are still working after a few months.",4.0 out of 5 stars,Stopped working after two months-But were replaced for free
53,"on May 31, 2017",,Best headphones I have owned excellent for listening to music and watching films etc on my iPad. fantastic battery life.,5.0 out of 5 stars,Best headphones I have owned excellent for listening to music ...
54,"on May 25, 2017",,Great!,5.0 out of 5 stars,Five Stars
55,"on May 28, 2017",,"Great sound,use while mowing 2 acres, noise cancelling is amazing!",5.0 out of 5 stars,Great value
56,"on May 27, 2017",,Amazi g for the price.,5.0 out of 5 stars,Five Stars
57,"on July 21, 2017",,Works fantastic!  Two thumbs up!!,5.0 out of 5 stars,Five Stars
58,"on July 26, 2017",,Excellent product +++,5.0 out of 5 stars,Five Stars
59,"on July 4, 2017","
      One person found this helpful.
    ","First, I bought a pair of Paww wavesound3 - had to return them because of the sound - it was totally not good. Then I bought v200.I was very happy with sound but switching on ANC is destroying it. As well ANC not working well - I could hear very well my robot cleaner working, cars passing my house... Unfortunately I think I will have to return these headphones - I could buy something without ANC much cheaper - around 40$.UPDATE:Took two stars out - after half a year headphones stoped charging. Two short life for 100$ product...Update:Customer support is very good. Answering same day. They sent new pair of headphones. My opinion this product is not better and not worse than any other in this price range - but at least have very good support.",4.0 out of 5 stars,Good sound. ANC not working as expected. VERY SHORT LIFE
60,"on October 14, 2017",,"Not sure it is worth the 80 dollars. Mediocre sound quality at best. Mild noise cancellation and not particularly uncomfortable, nor particularly comfortable.I also bought-which IMO are much much better.1MORE Triple Driver In-Ear Headphones (Earphones/Earbuds) with Apple iOS and Android Compatible Microphone and Remote (Titanium)At least these work, and will be harder to misplace.",2.0 out of 5 stars,Mediocre sound quality at best. Mild noise cancellation and not particularly uncomfortable
61,"on July 21, 2017",,"The design of this headphones is really cool. Also, the sound is excellent whether the noise cancelling is active or not.  The noise cancellation works on mine for anything from car journeys to drowning out the TV when sat with my family but watching something else. These are the first set of bluetooth headphones I have tried. And, I am totally satisfied.",5.0 out of 5 stars,The design of this headphones is really cool. Also
62,"on July 14, 2017","
      One person found this helpful.
    ","I use it for a while before I make any comment. Believe me, this product built solidly and quality is very good :-) It has a long battery life and Active Noise Cancellation is outstanding. I’ll specially give 6-stars to After Sales Service if I can. They patiently provided thoughtful answers and suggestions to my minor questions and issues. I am happy with what I got and the way being treated. God Bless iDEALUSA and hope they doing well forever.",5.0 out of 5 stars,Made me a happy man ;-)
63,"on October 18, 2017",,"FYI: TECH SUPPORT IS EMAIL ONLY.Upgraded from IDealUSA's V201 to this V200, so I could switch btwn laptop and phone use.But V200 will only announce pairing (already paired), and will not reconnect to laptop music, skype etc.Wondering if other owners of V200 have connection issues using 2 devices like phone and laptop?",3.0 out of 5 stars,"OK so far, but pairing / connection issues, so be aware Tech Support is EMAIL ONLY."
64,"on August 22, 2017","
      One person found this helpful.
    ",The headphones are decent. But rather heavy and slightly uncomfortable. They also do not cancel 85% of sound. The sound quality is good but not loud enough for the lack of sound canceling technology. I tried to contact the seller but the customer service was horrible. Overall I'd recommend a different pair of headphones for sound canceling and comfort needs.,2.0 out of 5 stars,The sound quality is good but not loud enough for the lack of sound ...
65,"on April 21, 2017","
      2 people found this helpful.
    ",a little too bulky... but sound is excellent,3.0 out of 5 stars,Three Stars
66,"on July 24, 2017",,Sound quality is superb and the noise cancelling makes them a delight to use on transport. When flying you need to plug them in as Bluetooth should be switched off. They are so comfortable to wear for long periods.,5.0 out of 5 stars,superb
67,"on October 18, 2017",,I have had this headphone for four and one half months and has worked fine until about two weeks ago. I am having trouble making a good connection with the charge cord. When the end is plugged into the earphones it will not charge and the red light will not light. It seems that the female part in the earphone is loose.,2.0 out of 5 stars,Problem with charging earphones.
68,"on May 22, 2017",,My son loves it. The quality is good. Thank you.,5.0 out of 5 stars,The quality is good. Thank you
69,"on June 28, 2017",,Work great,5.0 out of 5 stars,Five Stars
70,"on May 16, 2017",,"the headphones are comfortable . as I am hard of hearing I am not a good judge for quality of sound, the Bluetooth is alright , for movies I use the tv headphone speaker jack and turn up the volume without blasting the sound thru out the house",4.0 out of 5 stars,the headphones are comfortable. as I am hard of hearing I am ...
