,Date,How Helpful,Review Contents,Score,Title
10,"on January 24, 2018","
      One person found this helpful.
    ","When im looking to buy something it usually takes me a while to make the purchase. it could take ""literally"" a good month before i do. i read reviews after reviews in order to make my decision. one thing i read about them was that they were a bit heavy at the time of running but i still went ahead and purchased them.  i LOVE THEM!!..  when i do rope pull downs abs they tend to slide down towards the front but i secure them back in place with my fore arms and it is all good. i could not be any happier with them. great noise reduction, i go to the gym for about 1 to 1 1/2 hours 5 times a week plus i leave them in my car (sunny south fl) all the time and the battery lasts a LOT. ive probably  have charged them maybe a good 5 times since i got them, they never disconnect me from my iphone. love love them...",5.0 out of 5 stars,GREAT Headphones.
11,"on January 3, 2018","
      One person found this helpful.
    ","I love these headphones!  I'm a headphone kinky and have just about every headphone you can imagine.  These are definitely one of my favorites.  The sound is clear, well balanced, and it does have a little extra in the bass department as well.  The blue tooth connects very easy and the range is impressive.  These are very comfortable.  They're light weight and fit nicely.  You can wear them all day and they don't hurt your ears at all.  For the price range you can't go wrong.  There are better sounding headphones but you're going to pay the price for those.  If you're looking for some fun awesome headphones that won't break the bank I highly recommend these.",5.0 out of 5 stars,I love these headphones
12,"on October 8, 2017","
      2 people found this helpful.
    ","For the price, a wonderfully entertaining and exciting pair of cans. Not analytical, and I wouldn’t monitor with them, but for enjoying rock, pop, electronic, or fast/aggressive jazz these things slay. Tight punchy bass and a strong midrange do wonders for their “rhythmic” sound.",5.0 out of 5 stars,Stunning sound
13,"on October 7, 2017","
      2 people found this helpful.
    ","No this review is going to be based off of a first day experience. I would not have a full thrown out review posted right now, because the headphones I just received. But from the first 4 hours only these headphones, I can tell you they've been amazing. The weight of the is acceptable, and they have this cushion that isolates the majority of the noise outside and keeps a rich sound with them.",5.0 out of 5 stars,... boi
14,"on November 21, 2017","
      2 people found this helpful.
    ",The headphones themselves are great but there is a delay when using BT devices with video. Fine with audio.,4.0 out of 5 stars,Four Stars
15,"on June 5, 2017","
      2 people found this helpful.
    ",I've compared these to some beats solo 3s that i have and although the beats were louder I like the overall sound quality better on the AKG's. (The volume is still great just incase you were wondering.) 100% buy these,5.0 out of 5 stars,... u have and although the beats were louder I like the overall sound quality better on the AKG's
16,"on January 30, 2018",,"I bought this bluetooth headset about a year ago. I really loved the sound quality and light weight of this unit. The battery stays longer than i expected.This, however, has cons such as unreasonable location of power button that many reviewers mentioned.Also my volume + button doesn't work when it was pressed. It has to be hold and slide to left or right to work. Perhaps I received fauty unit?This unit comes with soft carrying pouch, so it is somewhat vulnerable to damages. The joint of right ear cup popped out during my vacation while i carried it in my backpack.Overall this is decent headsets with great sound quality and disappointed built quality. I recommend this, but make sure you get a hard case as well.",3.0 out of 5 stars,I really loved the sound quality and light weight of this unit
17,"on May 4, 2017","
      3 people found this helpful.
    ","The AKG Y50BTs are amazing! Great amount of lows, mids and highs are very clear, super comfortable for long listening sessions, great battery life, quality build, aluminum side plates, folding design, carry pouch included. Highly recommend for the price! Would buy these again over Beat Solos!",5.0 out of 5 stars,The AKG Y50BTs are amazing! Great amount of lows
18,"on March 17, 2018",,"These cans are amazing. Better than my Bose by a mile, no matter if you’re connected wirelessly or with the wire. Snug fit, but not too tight. Noise canceling. Excellent sound—none of the tones get washed out. Highly recommended if you are truly serious about your music listening.",5.0 out of 5 stars,"If you need headphones, you need these."
19,"on May 14, 2017","
      8 people found this helpful.
    ","These have the best sound of any Bluetooth headphones I've tried. Battery life,range and comfort are great. The problem starts when you fold them away. The Bluetooth activation button rests directly against the other ear piece. It is the reason I've had a flat battery after only a few hours of listening.",3.0 out of 5 stars,"Great sound, but an annoying design fault."
20,"on March 31, 2018",,When I got my Samsung galaxy 8+ I got the bundle included. That's the V.R a memory card and the AKG and i tell in love with The headphone battery life is excellent one full charge would last me a day in a half or two without being charged. I just love the headphones.,5.0 out of 5 stars,R a memory card and the AKG and i tell in love with The headphone battery life is excellent one full ...
21,"on June 21, 2017","
      2 people found this helpful.
    ","All good except the power button. The headphone will turn itself on when you fold it, since the power button will be triggered 9 times out of 10. That really is a bit annoying.",5.0 out of 5 stars,All good except the power button.
22,"on January 20, 2016","
      2 people found this helpful.
    ",Had the same problem with BT noise as most of reviewers across the Internet. Noise is noticeable and irritating. Returned them and got Plantronics Backbeat Sense.,2.0 out of 5 stars,Noticeable bluetooth noise :(
23,"on June 8, 2017","
      2 people found this helpful.
    ","I love these for when I workout. Only had them for a little while, hope they last, great sound.",5.0 out of 5 stars,Five Stars
24,"on November 28, 2015","
      4 people found this helpful.
    ","Great sound, connects easily to Bluetooth and the battery last for a full day of use easily.I am only giving it 4 stars because the wired cable that comes with it to connect to your device is not the standard.  The end that connects to the headset is unique so you can't just use any 3.5mm cable you have lying around or buy any type from a shop.If you only need it for Bluetooth connection, then it will suit your purpose. But if you also wish to listen via the wired cable or if the battery is dead and you are not in a position to charge it, you need to be aware that you can't use any type of 3.5mm cable.Charging is also quick and you can also charge with a portable charger when out and about.",4.0 out of 5 stars,Good sound and fits comfortably.
25,"on June 24, 2017","
      One person found this helpful.
    ",Great battery life crystal-clear sound only problem I have is when I put them away they turned on again because of the on button  but other than that really great,4.0 out of 5 stars,Great battery life crystal-clear sound only problem I have is ...
26,"on March 3, 2018","
      One person found this helpful.
    ","These headphones are Fantastic. I have used these for 2 years. The battery life is good and the sound is phenomenal. I currently use them with a Pixel 2 XL, MacBook Pro, and iPad mini 4.",5.0 out of 5 stars,Great sound.
27,"on October 20, 2015","
      2 people found this helpful.
    ","The sound is loud but the bass is not strong enough. There's no forward or reverse button on the headphone... However, overall is good buy.",4.0 out of 5 stars,Nice headphone
28,"on February 14, 2018",,Love them.,5.0 out of 5 stars,Better than 🅱️eats
29,"on May 17, 2017","
      One person found this helpful.
    ","These headphones are so accurate and crisp when it comes to sound, and the bluetooth? Amazing, it has quite the distance without being choppy or losing sound.",5.0 out of 5 stars,Nice
30,"on November 14, 2016","
      8 people found this helpful.
    ","I highly recommend these headphones. The sound quality is rich, has good bass that's not overwhelming, and is an overall great value for its price.",4.0 out of 5 stars,Best Bluetooth headphones at this price range
31,"on November 14, 2017","
      One person found this helpful.
    ",The best bt headphone by far,5.0 out of 5 stars,Five Stars
32,"on June 24, 2015",,"Best bluetooth headphones in this price range. The price cannot be beat for this quality, the leather padding is soft and luxurious while the sounds are crisp. Love them.",5.0 out of 5 stars,Best bluetooth headphones in this price range
33,"on January 18, 2018",,I am using it well now. My head is big and it hurts a little when I use it for a long time. I like music performance very much.,5.0 out of 5 stars,I like music performance very much
34,"on October 5, 2017","
      2 people found this helpful.
    ","Who need Beats, these headphones are excellent!  Don't use them if you need to be aware or commuicate wit someone, you will not hear them, the noise cancelation is just that!  Pure sound and nothing and no one else!  Updates happy spot up for a few months and and now they are defective the cushion fell off I tried to contact the seller several times but it goes straight to voicemail these headphones are not cheap and I believe that the seller should at least answer my calls",5.0 out of 5 stars,Nice
35,"on May 19, 2017","
      One person found this helpful.
    ","I'm totally amazed at the sound quality of these headphones.  I do hear a slight hiss which I believe to be coming from the amp in the headphone when it gets a signal from the phone and activates, but the overall sound quality is clean and crisp, with clear detailed sound through out the range, can't really say that it sounds forward or heavy to any degree.  I'd call the sound neutral but dynamic, and not so much that the bass is over done, but think of it like a system where you have large woofers, and even bigger subwoofers, however, these are tuned, so the bass has impact, but it's not boomy/bloomy, it goes deep with detail/texture.  I wasn't expecting sound like this, and again it's so clean over Bluetooth, I use these with my phone, my desktop and two laptops, and all of them are in sync when watching videos, so no BT lag, or it's minimal enough to be a non-issue.  I believe that for this reason, they work really well with Gear VR (they advise that you use wired headphones).  I got these for $119 or so, and they're worth every penny.",5.0 out of 5 stars,I'm totally amazed at the sound quality of these headphones
36,"on February 1, 2018",,"Have had these for about 3 months, only using them a handful of times. The battery in the headphones stopped charging so now the Bluetooth function is useless.",1.0 out of 5 stars,Not charging after 3 months!
37,"on March 4, 2018",,GOOD!,4.0 out of 5 stars,Four Stars
38,"on March 15, 2018",,"Worked well for 5 months, but the left ear cup stopped producing noise completely one day and won't work anymore when wired in through a 3.5mm and only with BT.",2.0 out of 5 stars,"Worked well for 5 months, but the left ear ..."
39,"on September 17, 2017","
      One person found this helpful.
    ","Great headphones, the buttons can be pressed accidentally when folding.",4.0 out of 5 stars,Four Stars
40,"on March 10, 2018",,"Great sound, comfortable and I like that they can lay flat when they are around my neck.",5.0 out of 5 stars,Five Stars
41,"on May 3, 2017","
      One person found this helpful.
    ",Great sound easy to hook up,5.0 out of 5 stars,Five Stars
42,"on June 29, 2015","
      2 people found this helpful.
    ","Decent headphones, but not the loudest headphones in the world.  I have other bluetooth headphones that generate higher volumes and less overcompression...  Sound is not as rich as they could be.  After listening to everything from classical to jazz to hip hop to rock to pop to German heimat music, I find the headphones lack depth of sound.  While this is not uncommon for bluetooth headphones, due to the data compression, they are far weaker than comparable sets made by JBL (one of their sister companies) and SOL Republic....  Nobody's perfect....",3.0 out of 5 stars,"Decent headphones, nothing special."
43,"on May 29, 2017",,"Sound is fantastic and extremely clear, super comfortable to wear, and look pretty slick too.",5.0 out of 5 stars,Five Stars
44,"on March 9, 2018",,"Nice sound, but too much bass for my taste",4.0 out of 5 stars,Nice but too much bass
45,"on February 14, 2018",,Awesome!,5.0 out of 5 stars,Five Stars
46,"on July 24, 2017","
      One person found this helpful.
    ","This is my first set of bluetooth headphones and I love em. I wouldn't call myself an audiophile, but I do like clear sounding headphones that balance out the range of tones well. The bass feels hefty and the voices clear - the sound is very well balanced overall(especially for it's size and pricetag). I've owned a pair of V-Moda crossfades and while this doesn't reach that level of clarity and depth, it's half the price and doesn't make me feel like I have a pair of weights on my ears.I was hesitant at first because I've only owned over the ear headphones before and didn't know if I would like the fit of on the ear headphones. But in the end, I like these better than the V-Moda set as far as comfort and wearability goes. It's something that I can take pretty much anywhere I go and don't feel I have to watch over it like an overprotective parent.I haven't run into any troubles with the bluetooth as far as pairing goes(I've used it with my iphone, my macbook. and a surface pro no problem). The range of it is about 20-30 feet and works well between rooms. As far as the fit they're pretty snug - I haven't had them fall off accidentally once. But I haven't done any strenuous activities like jogging or bootcamp with it, but for everyday use it works just fine and I'm sure I could wear them around the gym as long as I'm not jumping around a lot. Would highly recommend",5.0 out of 5 stars,Great sounding set of Headphones.
47,"on January 18, 2016",,"Great sound, 'nough said :)",5.0 out of 5 stars,Five Stars
48,"on August 25, 2015",,primarily using the head phones with my surface pro 3.  they are easy to transport and work perfectly.,5.0 out of 5 stars,they are easy to transport and work perfectly
49,"on March 19, 2018",,Low quality product,1.0 out of 5 stars,One Star
50,"on March 16, 2018",,Good quality and sound!,5.0 out of 5 stars,Five Stars
51,"on September 26, 2017",,"Rich bass and mids, no regrets about this purchase",5.0 out of 5 stars,Better than most expensive headphones
52,"on July 17, 2015",,Love these for work!,5.0 out of 5 stars,Five Stars
53,"on September 6, 2017","
      One person found this helpful.
    ","In the past I've had a lot of issues with bluetooth/wireless headphones.  I took a gamble with these and they've exceeded expectations.  I've never had any sort of connection issue, they're easy to pair to any device I've used them with (multiple smartphones, multiple laptops).The only complain I can think of is that the power button was poorly placed and when the headphones are folded a certain way the button is pressed often.",5.0 out of 5 stars,Great
54,"on April 27, 2017",,"Even I returned these headphones I think they are great sounding . I didn't find those headphones very confi. but that is me,can't stand small headphones over my ears. Also on and off button way to sensitive to touch. Battery life is great and dual ability to connect wirelessly or via wire",5.0 out of 5 stars,AKG sounds great
55,"on March 16, 2015","
      One person found this helpful.
    ","The fit is perhaps a bit too snug. While this is good for a while, and feels secure, it eventually gets tiring on my ears. Or maybe my ears just stick out too far... A bit pricey for headphones.",4.0 out of 5 stars,"Snug fit, great sound."
56,"on January 5, 2018",,"This product worked so well for my son the first year, but unfortunately for him the headphones started acting up 2 weeks after the warranty ended.  Buyer beware!  Oh also the foam around the ear fell off immediately but I could fix that myself.",1.0 out of 5 stars,Don't buy this!
57,"on December 18, 2017",,I found this set of headphones a little on the heavy side. Also it feels quite warm after some usage. The on-off button is easy switched on (due to the location) whenever I fold the headphones. Won’t recommend if you’re particular about weight of headphones.,3.0 out of 5 stars,The on-off button is easy switched on (due to the location) whenever I fold ...
58,"on February 26, 2018",,Would not connect to my iPhone 7 Plus so I returned them.,1.0 out of 5 stars,One Star
59,"on December 29, 2015",,These are some of the best headphones I have ever bought. They are super light and sound amazing.,5.0 out of 5 stars,Some of the best Bluetooth headphones you can get.
60,"on September 16, 2017",,"These are some great headphones. They are really good quality, the battery it's excellent, it lasts me three days, and if I forget to charge it I still have the cord.The only bad thing is that when you close them up, the headphones can turn on because the button is bad placed. Overall, great headphones.",4.0 out of 5 stars,Worth the price
61,"on December 20, 2017",,five stars,5.0 out of 5 stars,Five Stars
62,"on December 12, 2017",,Work perfect. No issues. Nice sound,5.0 out of 5 stars,Five Stars
63,"on June 23, 2017",,great sound,5.0 out of 5 stars,Five Stars
64,"on August 7, 2017",,Great sound. Nice price.,5.0 out of 5 stars,Five Stars
65,"on December 5, 2017",,"Delivered fast and safe.Sound quality is great as well.It would have been better if there was a black model of the same price, but I am satisfied.Thank you",5.0 out of 5 stars,Sound quality is great as well
66,"on November 2, 2017",,It just what I expected.,5.0 out of 5 stars,Five Stars
67,"on January 13, 2018",,I'm not quite satisfied with blue-tooth settings. A sound via wire could be better for that price. But it's nice design.,4.0 out of 5 stars,I'm not quite satisfied with blue-tooth settings
68,"on March 15, 2016",,"Low quality, has a white noise when used without wire.",1.0 out of 5 stars,One Star
69,"on December 2, 2017",,Great product,5.0 out of 5 stars,Five Stars
70,"on January 25, 2018",,"It's solid , super sound and fits nice",5.0 out of 5 stars,It's sound brilliant
71,"on June 26, 2017",,Love it works great for me,5.0 out of 5 stars,Five Stars
72,"on June 2, 2017",,Excellent quality,5.0 out of 5 stars,Five Stars
73,"on October 30, 2017",,Have a good quality!,4.0 out of 5 stars,Four Stars
74,"on March 6, 2017","
      7 people found this helpful.
    ","First off let me say that I really love these headphones even though they do have a couple of catches. First as other have said they are a little on the heavy side, not so heavy that they will make your head sore but you will definitely know they are on your head when your are moving around. The second, which I'm not sure is the headphones fault or my devices, but the audio play back can be choppy sometimes. I have found a fix for this on my computers, you simply have to reset the Bluetooth module then reconnect the headphones. After doing so I don't have any of the choppy audio or hissing. You can do this on a mac by holding down option+shift and then clicking on the Bluetooth icon in the task bar, going to debug and then reset Bluetooth module. On my windows computer I don't have this issue with Bluetooth. Besides these two issues the headphones have amazing sound and the battery usually lasts around 22 to 23 hours, or four days of casual use. I would recommend them to anyone unless you plan to use them while exercising, in which case I would look for something a little lighter.",5.0 out of 5 stars,First off let me say that I really love these headphones even though they do have a couple ...
75,"on September 24, 2017",,"Good sound.  Two annoying reasons for the 2 stars:1.  When the battery is about 20% low, it will beep every minute.  It took over an hour for the battery to drain which means over 60 beeps as I'm listening to music/podcasts.2.  Switching devices, I have to manually connect the headphones to each device.I posted on Harmon's support about the first issue about a month ago.  Still no reply.  I guess you can add great support to the list above.",2.0 out of 5 stars,Good sound. Two annoying reasons for the 2 stars
76,"on September 1, 2017",,"Great sound quality, but they aren't noise cancelling. They're on ear & not over ear. Never thought having NC headphones was a big deal...It is.",3.0 out of 5 stars,Not for me...
