,Date,How Helpful,Review Contents,Score,Title
10,"on February 22, 2018",,Received a defective prodcut.Left ear cup not working. Item is not sealed. Bought from Electronics Expo. Does not look like a honest seller.,1.0 out of 5 stars,Damaged item
11,"on February 3, 2015","
      2 people found this helpful.
    ","These are a bit pricey compared to other excellent headphones, but if you want the convenience of a no-wire headphone and have money to spare this is an excellent pair of headphones.Some people say that the volume is slightly low, but I have no issues whatsoever. The fact that the charging port is a standard micro-usb means even without the AKG cable there would be no problems.",5.0 out of 5 stars,Excellent quality for wireless headphones
12,"on April 23, 2017","
      3 people found this helpful.
    ","Sound quality was fine wired but I couldn't get the bluetooth to work. Charged overnight, unplugged it and pressed the bluetooth button and no light. Tried NFC pairing and my phone found it, but it could not pair. Will exchange for a new pair and update review.Update: Replacement headphones sound great and are perfect for cosplaying Sakura Futaba from Persona 5. I used a set of replacement ear pads and spray painted them with red floral paint to change the color. Saved hundreds of dollars over the official Futaba AKG K 845s that Atlus put out.",3.0 out of 5 stars,Sound quality was fine wired but I couldn't get the bluetooth to work
13,"on June 11, 2017","
      One person found this helpful.
    ",Perfect fit and since it's wireless I don't have to worry about being tangled with the cord or it getting caught on something! Works perfectly with my phone so i can listen to my playlist.,5.0 out of 5 stars,Perfect fit and since it's wireless I don't have to ...
14,"on December 4, 2017",,Good Good Good,5.0 out of 5 stars,Good Good Good
15,"on April 20, 2015","
      2 people found this helpful.
    ","The balance was a bit off with the left being louder than the right.  No easy adjustment that I could find.  Doesn't quite fit completely around the ear.  The overall quality of the sound was good, but the bass left a lot to be desired.",3.0 out of 5 stars,"Not bad, but could be better"
16,"on April 26, 2017","
      2 people found this helpful.
    ","Quite comfortable for me, well-made and very good sound quality.  Bluetooth sound quality is HIGHLY dependent upon the BT ""sender"" - find something that supports aptX codec.  I used the Creative BT-W2 with these headphones and quality was MUCH better than stock Lenovo bluetooth. Range was also much better with the BT-W2. Paired well with my S5 phone and sound quality was excellent.  I can *just* get all my ear inside the cushion which makes them much more comfortable; my ear size is pretty ""normal"".  These are not a $300 pair of headphones as I think they originally went for, but they're decent for $180.  Not studio-quality, but no BT headphones right now will be - this is a limitation of bluetooth and not necessarily the headphones.  Corded quality IS better, IF you have a high-quality input, but still not a $300 pair of headphones. I also like how they fold relatively flat (like DJ headphones) for throwing in a laptop case. Contrary to other reviews, shutting them off is a matter of hitting the round button on them (controls power/pairing).One odd thing I ran into is I couldn't charge these with a li-ion battery pack... autosensing either in the headphones or the battery caused it to shut off.Pros: corded option (cord included) when battery dies or with a non-BT device, headband adjustment stays put, quit comfortable, very good sound isolationCons: can't charge while using BT (but can still use cord), power/pair button is easy to accidentally hit when reaching for volume controlsFailed a 5-star, because while they're very good, I just don't feel they are *excellent*.  Charging while using BT, <$150 price point, skip controls, better battery life would probably make them 5-start cans.  Still I'm very happy with my purchase and would recommend them.",4.0 out of 5 stars,Very good - just not quite *excellent*
17,"on December 20, 2017",,"It is trash.The left and right sound balance is not right at all.(Left side is always louder than Right side.)Except the balance problem, others are great.Because of this, I don't recommend.",1.0 out of 5 stars,others are great. Because of this
18,"on November 21, 2017",,"Don't let people's reviews saying the bluetooth on this device doesn't work, quite the opposite actually, it works great.Great heaphone for the price with solid battery life and colour!",5.0 out of 5 stars,it works great. Great heaphone for the price with solid battery ...
19,"on February 13, 2018",,"Sound is great for its price. Bluetooth has some problems however, with an uncommon <1 second pause while moving. Comfort isn't good, but not bad. It comes with a carrier bag, which is nice.",4.0 out of 5 stars,"Great Sound, moderate everything else"
20,"on November 12, 2015","
      2 people found this helpful.
    ",it good sound but only have volume control,4.0 out of 5 stars,Four Stars
21,"on August 2, 2015","
      2 people found this helpful.
    ","I've now received two pairs of these with the same defect. The left ear is louder than the right and if I tap/press on the right ear it will cut in and out. The seems to be a common problem reported on Amazon and elsewhere.If I press and fiddle with the right ear in a certain way I can get it to stay loud until I move again, but something is still off about it. It sounds to me like it's wired out of phase. It's too bad because they sound like they have the potential to be really good. I hope AKG can get their act together but I'm not going to be their quality control tester for a third pair.",1.0 out of 5 stars,"Two pairs, both defective"
22,"on March 5, 2018",,"Fast service, product receive  as describe.The price was cheaper than the AKG website.The headphone sound great, and very good quality built.",5.0 out of 5 stars,"The headphone sound great, and very good quality built"
23,"on March 4, 2018",,GOOD!,4.0 out of 5 stars,Four Stars
24,"on January 14, 2018",,sound - 5/3.5design - 5/4.5comfort - 5/4quality - 5/4price($99) - 5/5overall - 4.2pretty cool,4.0 out of 5 stars,2 pretty
25,"on January 3, 2018",,"in fact, i have this one. But good price make me to buy it.it work very well, thank you",5.0 out of 5 stars,But good price make me to buy it
26,"on January 18, 2018",,Serious noise occurs in Bluetooth stateI received a defective item and I repaired it with an additional payment.,1.0 out of 5 stars,Serious noise occurs in Bluetooth state I received a defective ...
27,"on January 25, 2016","
      2 people found this helpful.
    ","I absolutely love it.After my K271MKII broke I looked for a replacement over the ear headphones.I ordered the followingAKG Y45BT AKG Y45BT White Mini On-Ear Wireless Bluetooth Headphone with NFC and By-Pass Cable, WhiteAKG Q701 Quincy AKG Q 701 Quincy Jones Signature Reference-Class Premium Headphones - BlackAKG K267 Tiesto AKG K267 Tiesto DJ HeadphonesAKG K545 AKG K545 BOR Studio-Quality, Closed-Back, Over the Ear Headphones (Black/Orange)& The K845 AKG K 845BT Bluetooth Wireless On-Ear Headphones, BlackMy least favorite were the Q701 & Y45BTThe K267 Tiesto was amazing but I didn't like the fact that you had choice of sound which I didn't see a big difference between them.The K545 is essentially the K845 without bluetooth. Also slightly louder.After trying on the wire free setup, I was sold. The sound is perfectly balanced. I don't listen to it much but the battery so far lasted over 7 hours of listening at full volume. About 1 hour per day.",5.0 out of 5 stars,Pretty Amazing
28,"on December 7, 2017",,It sounds good.,5.0 out of 5 stars,Five Stars
29,"on December 28, 2015","
      One person found this helpful.
    ","Good BT headphones. I can listen them without noticing much difference to my HD650. Noise isolation is quite good. They are over the ear but not mach, so if wearing beanie these will become on-the-ear. Good buy for $200 as I got it, not sure about $300.Something that I would note:- blue led is always blinking when headphones are enabled, can be quite distracting while listening in darkness;- sound can be interrupted when listening in a place with a lot of WiFi networks. Still works fine when laptop on laps, may work not so good when laptop is on stand behind display, In non-congested places no problems. Can get up to 20ft range in these before interruptions appear.",4.0 out of 5 stars,Good BT headphones
30,"on January 9, 2014","
      44 people found this helpful.
    ",Wow. I had tried many other high end BT headphones and these blow them away. The sound quality is incredible. Easily rivaling wired headphones in this price range.They seem to be of very good build quality and are very comfortable.You will not be disappointed.UPDATE: After all I ended up returning these and instead I bought the Sony MDR-1RBT. There were 2 main reasons I like the Sony's better. 1. The Sony's have a 30 hour battery life while AKG has a comparative measly 8 hours. 2. They are much more comfortable and fit completely over my ear. I have pretty standard size ears for a man and the AKG's bottom pad rests on my earlobe. The Sony's sound great but I think AKG  is just a bit better. The sound quality difference is so not noticeable to me that I don't see it as a consideration. The Sony's also have a forward/back button which the AKG's do not have. The Sony's have better noise isolation and leak much less as well. The Sony's come with a carrying case while the AKG's do not. The price of the MDR-1RBT-s as of this review is about $270 which is the cheaper of the 2 as well.,4.0 out of 5 stars,Best high end bluetooth headphones
31,"on March 15, 2018",,Not as great sounding as I expected for the price also very heavy and a three in comfort,3.0 out of 5 stars,Three Stars
32,"on January 16, 2018",,Nice price,5.0 out of 5 stars,Five Stars
33,"on January 26, 2018",,Nice and I'm not in my phone called you a way to get rid of the exchange rate for next year,5.0 out of 5 stars,Good morning and have a nice day
34,"on November 23, 2014","
      2 people found this helpful.
    ","Best sound quality I've ever heard on a bluetooth headphone or wired headphones for that matter.  I have own many bluetooth headphones including the Jabra Revo, Plantronics BackBeat Pro, Voxoa, and Velodyne vFree in the past and the AKG K845BT sound signature is the best out of all of them.  I wanted so much to keep these, but a few drawbacks with the AKG K845BT forcing me to send it back.Drawbacks:1.  The bluetooth range is very flaky and not as stable as the Plantronics BackBeat Pro2.  There is no skipping forward/backward on song tracks3.  Not foldable making carrying case choice very limited4.  Doesn't come with a carrying case (at $300 with no carrying case?  Come on AKG, you can do better than that)5.  The cable accessories come with the package seems very cheap like the other reviewer stated earlierIf AKG fixs these issues in future version, I would be willing to give it another shot.",3.0 out of 5 stars,Sound great but too many drawbacks for me.
35,"on January 21, 2016","
      One person found this helpful.
    ",Nice akg headphone. There is no problem with right side's volume if you get used to listen it.,5.0 out of 5 stars,Five Stars
36,"on January 25, 2018",,Very good usability and sound quality.,4.0 out of 5 stars,Four Stars
37,"on January 29, 2018",,this item really sounds great,5.0 out of 5 stars,Five Stars
38,"on January 29, 2018",,good,5.0 out of 5 stars,Five Stars
39,"on January 17, 2018",,very good,5.0 out of 5 stars,Five Stars
40,"on August 4, 2017",,Amazing and without any troubles,5.0 out of 5 stars,Great!
41,"on January 18, 2018",,Good quality~ Good Price,5.0 out of 5 stars,Five Stars
42,"on March 2, 2017","
      One person found this helpful.
    ",I bought these and the Sennheiser Urbanite XL both because I could not decide between them. These WORK. No fuss no muss they just work without a lot of complexity. Real easy to use. They connect quickly and easily to any source and then reconnect to any source quickly and easily. If you are thinking of buying these or the Sennheiser and just want to listen to anything get these.If you want more complexity and/or added features then think about the Sennheiser Urbanite. If you just want to listen to something quickly with good sound buy these.,5.0 out of 5 stars,Real easy to use
43,"on February 20, 2018",,Good,5.0 out of 5 stars,Five Stars
44,"on January 17, 2014","
      4 people found this helpful.
    ","The sound quality was very good. The problem was the build quality and bluetooth connectivity. The padding on top of the headband started to come unglued from the mettle band. The bluetooth connectivity was unstable, after watching a movie via my computer I attempted to watch another one only to find that the headphones were no longer connected. I had to reconnect in order to watch something else.  This was not an isolated an incident, every single time I switched from one program to another I had to reconnect. AKG is a recognized brand and for $300 bucks these issues shouldn't be.",3.0 out of 5 stars,good sound quality
45,"on January 22, 2017",,No words discribe how good it is,5.0 out of 5 stars,Five Stars
46,"on February 2, 2014","
      5 people found this helpful.
    ","Seriously, they only way to turn these headphones off is to turn off Bluetooth on your device and let them time out. The buttons are stubby, awkward to use and lack the versatility of a Bluetooth device of this generation. My final complaint is the bass is lacking, I tested this both wired and wireless. Over all the clarity and range of the headphones is excellent if a little quiet. I'm not sure if the European Union forces AKG to limit the max volume output of these headphones but I would love to see what they can really do as it seams low for the size of the drivers. Though when I had them maxed out there was zero distortion. Anyway, it's loud enough to get the job done for commuting or flying but don't expect to DJ with them.The materials they are made out of are awesome, they are light weight, the sizing band works well and holds properly and the ear cups are comfortable and fit perfectly over my ears. There is little or no sound bleed so you can wear them wherever without disturbing those around you. The battery seems to last forever, I have used them so long on one charge that both my phone and my tablet ran out of power before they did. I'm still perplexed by the lack of a physical off switch.",4.0 out of 5 stars,"No off switch, buttons less functional than they should be."
47,"on December 7, 2014","
      One person found this helpful.
    ",Little too heavy. And bluetooth is not convenient to connect.,4.0 out of 5 stars,Four Stars
48,"on February 7, 2017",,great headphone,5.0 out of 5 stars,Five Stars
49,"on January 25, 2017","
      One person found this helpful.
    ","There is no way to forward and reverse tracks.  Misleading when the description states ""control buttons conveniently located on the ear-cups"", which many would think, first and foremost, are controls to manage the source content.  What's the point in a wireless headphone that needs the device to control audio tracks?  I may as well just buy a wired pair with inline controls on the cord.  Major fail.",2.0 out of 5 stars,Why even go wireless...
50,"on February 2, 2016","
      One person found this helpful.
    ",Very good sound,5.0 out of 5 stars,Five Stars
51,"on February 2, 2015","
      One person found this helpful.
    ",What a great BT headphone is!,5.0 out of 5 stars,The only hi-fi bluetooth headphone!
52,"on December 18, 2015","
      One person found this helpful.
    ",Good!!!!,5.0 out of 5 stars,Five Stars
53,"on January 14, 2015","
      One person found this helpful.
    ",Sound is pretty good,5.0 out of 5 stars,Five Stars
54,"on August 12, 2014",,Awesome sound quality.  I thought the build quality could have been better but overall a very good product.,4.0 out of 5 stars,Four Stars
55,"on January 30, 2014","
      3 people found this helpful.
    ",The sound quality is great and it's the fullest sound I've head on a wireless set. I had a pair of Sennheiser mm 550-x travel Bluetooth headphones and these blow them out of the water! The bass is rich and the highs are well rounded creating a great all around sound. The noise canceling isn't top of the line but it certainly works. It's a great active noise canceler allowing you to hear when you aren't listening to anything through the headset. A definite great buy!!!,5.0 out of 5 stars,Solid Headphones!!!
56,"on January 9, 2018",,Not worth more than $35.00Not worth more than $35.00I own 3 pair of older AKG headphones and they are all of exceptional quality and sound great !. These horrible ($139.00) sounding headphones should not have the AKG label on them.Shame on you Harman.,1.0 out of 5 stars,00 I own 3 pair of older AKG headphones and they are all of exceptional quality and sound great!. These horrible ($139
57,"on February 3, 2017",,"I like collect electric equipments like gaming laptops,headphones,keyboards,phones and some fantastic stuff etc.. And this is a very nice and professional headphone. AKG won’t let you down.",5.0 out of 5 stars,I like collect electric equipments like gaming laptops
58,"on February 13, 2014","
      19 people found this helpful.
    ","These headphones sound amazing (when using the cord), exactly what you would expect from an AKG with 50mm drivers. However there are three big issues with these:1. When using bluetooth and paired with a mac, there is static (hisses and pops) added to the audio. It is very distracting from the music, and makes the bluetooth almost unusable. Also, the headphones claim to be able to be used as a headset with microphone (they offer up a headset bluetooth profile), however the don't actually work as a mic.2. The paint finish wears off very easily.3. The headphones don't hold a charge well - if fully charged, they will be dead after 1-2 days even if they are off.Based on these issues, you are probably better off ditching the bluetooth functionality and using the K545 (same size) or the K550 / K551 (larger size, slightly better sound).",3.0 out of 5 stars,Bluetooth doesn't work well with Mac
59,"on August 1, 2017","
      One person found this helpful.
    ","There was a rumor that there was a lot of bad loud sounds on one side, but it was true. So I returned.",1.0 out of 5 stars,... was a rumor that there was a lot of bad loud sounds on one side
60,"on July 10, 2016","
      One person found this helpful.
    ",Bought these for my husband's birthday.  He loves them!!!,5.0 out of 5 stars,Five Stars
61,"on December 20, 2014","
      One person found this helpful.
    ",Audiophiles will not be disappointed.,5.0 out of 5 stars,Five Stars
62,"on September 15, 2014","
      One person found this helpful.
    ",I LIKE this.,5.0 out of 5 stars,Five Stars
63,"on September 15, 2016",,My son said it's good...,4.0 out of 5 stars,Four Stars
64,"on October 22, 2016",,good,4.0 out of 5 stars,Four Stars
65,"on September 4, 2016","
      27 people found this helpful.
    ",Music -  5 starsBuilt - 0 starsSee the pictures what happened after 1 year of usage,3.0 out of 5 stars,Incredible poor built - incredible great music
66,"on April 17, 2016","
      One person found this helpful.
    ","After reading up on reviews made by head-fi.org and many others I decided to go with the K845BT. Unfortunately straight out of the box I discover that the left ear cup gives away a weird noise, turn on the music and there is no sound coming from the left side either.I go back in and read some of the others ratings and soon realize Im far from the only one having this issue. I work on a cruise ship and my options on how to return the item is very limited. Im so F***ING pissed off because not a singel review ever mentioned this issue and after paying close to 300$ for a pair of headphones you expecting to have to deal with this s***.I advice anyone who considering buying a pair of those to turn back around and look for something else... save your self the trouble!",1.0 out of 5 stars,"Left ear cup doesn't work, 50/50% chance that you get a working pair."
67,"on May 19, 2014","
      26 people found this helpful.
    ","I felt compelled to write this review because there is some misinformation in other reviews. I will try to be as objective as I can when necessary and try to be clear about when I am speaking subjectively.SOUNDI'll start here because most people seem to be agreeing that the sound is great. It does indeed have good clarity for a portable headphone, and the sound does improve slightly via auxiliary cable. I don't believe ""perfect"" sound is necessary with a portable headphones that I plan to use while out and about. I expect outside noise to leak in, I expect to be distracted, I expect the environment will not be ideal. Brilliant sound is for a controlled, quiet environment where you can listed to the subtle details of music (or films) and appreciate them. With that being said, I will reiterate that these AKG's are quite nice to listen to.Some people have mentioned the headphones are not loud. At max volume, they are not ripping my ears off, but they are plenty loud to me. In fact, I never have them on max volume. The volume up/down button on the headphones are separate from your devices volume. In other words, if you change the volume on the AKG's, you will not see the volume level bar on your device change. It is independently a headphones volume. My usually listening is device on max volume, and I control the headphone volume. Hence I have it usually around mid-level at most. Low level if it's quiet environment. Very rarely I have it at high if it's a particularly noisy environment. Just for reference, I have been to way too many shows without earplugs. I know my ears are not as sparkly perfect as they once were.FUNCTIONSHere is where I think there needs some clearing up. The instructions that came with the headphones are poor. The bluetooth is version 3.0. It's not a problem as far as I know even though 4.0 is available. It can only pair with one device at a time. There is a button on the bottom of the right earcup that turns bluetooth ON and OFF. It's a very ideal position for my right thumb. As I put them on, my thumb can hit the button to turn on, as I take them off, I can hit it again to turn BT off. Simple. There is a tone that is different for on and off you will hear. Also a blue light next to the button that blinks relatively slowly when turning on (it pairs with the last device it was paired with), and it will blink rapidly about 3 times when turning off.How to change devices: hold the bluetooth button for a couple seconds and the blue light will start blinking slowly again, it is now searching, so go to your device that you want to pair and find it and pair. While bluetooth is on and paired, the blue light will blink once every 5 seconds or so. I thought this would be distracting while on my head, but it's not. I can't see it at all. The nice thing is, if I take them off, because it continues to blink once every 5 or so seconds, I know it's still on.I've paired it with iPhones, Chromebooks, Macbook Pros, and so on. No problems, hisses, pops, whatever else others say. I have no idea why that would happen. Bluetooth is proprietary technology, it's the same in every device except for the version. If there are problems with a single device, I would look into the devices bluetooth hardware/software to see if there are issues. I've also never had a problem with the pairing dropping off.There is no forward and back buttons as many have mentioned. There is a pause/unpause, volume up, volume down. I never skip songs or podcasts. I just hit play and go on about my day. If I need to change what I'm listening to, I'm usually looking for something specific anyway, so I go to my device. For people who like shuffle play and have short attention spans for music, I can see how a forward/back button would be great. In that case, these headphones are lacking.There is a microphone on the bottom/front of the right ear cup. If you are looking at the headphones from the right side, so the right ear cup is facing directly at you, the mic is around the 4 or 5 o'clock position so it is closer to your mouth. It works just like any other headset for your mobile phone. I believe the clarity when speaking is not the best because I tend to get people saying ""what?"" more often than speaking normally on my phone or using a purpose built hands-free headset. I don't know if that has to do with the quality of the mic or the position or both. It works ok though for the most part.BATTERIESMy experience with the batteries have been great. I've had these headphones for 4 months now. When I got them initially, they had charge in them, I have no idea how much, but I went ahead and charged them up to full. I have in that time only needed to charge it once. When the batteries are low, a red light will blink to warn you and you will hear a tone. I use them almost daily, sometimes a lot, sometimes not much. I try to be good about turning off BT when I'm not using them (see FUNCTIONS section above about how easy it is to do this). Sometimes I forget to turn BT off and I find them still on at the end of the day. Oh well. I've only charged them once in 4 months. I cannot say you will get this battery life if you make heavy use of BT listening on a daily basis. Maybe you will have to charge it every day or every other day. I don't know. I can only tell you my experience.COMFORTThese AKG's lack most in comfort for me. It's their biggest downfall. At this price point, I expect my headphones to be very comfortable. The cups are round as you probably noticed from the pictures. This means that if your ears are a little bigger they will not be completely inside. Ears tend to be bigger up and down, not side to side. So oval shaped ear cups will accommodate a greater variety of physiques like the Bose or Beats headphones for example. The actual driver inside the cup is not at an angle the way Bose and other headphones are. For large reference headphones with thick padding, this can be ok, but the padding on the cups of these AKG's is not super thick, so the back of my ears are pressed against the inside. If you haven't figure it out, my ears are too big for these. I wouldn't say I have huge ears (like another reviewer noted) but probably above average size.The padding, although not super thick as mentioned, would be sufficient if the shape of the cups were oval. They are portable headphones, so I am not expecting the huge padding like reference headphones. Also the padding on the top band feels nice and squishy to the touch, but is not sufficient over long periods of time. My guess is this can generally be a problem for many headphones. I've heard Beats are pretty great in comfort though. The band adjustment is great. There are numbers so you can remember where is most ideal for you if it ever is moved. The cups turn to be flat, and they also turn slightly more than perfectly sideways to mimic the angle of your ears. But this isn't an equal replacement for having the drivers at an angle inside the cup because the cup padding now doesn't sit flat against your head behind your ear.To be clear about this comfort section, I am being quite picky because of the price point. They are probably more comfortable than many other headphones generally. I don't entirely notice the discomfort now because I am used to it, but I really shouldn't at all. I will also add they seem pretty light. I don't feel like there is a brick on my head.ROUNDUPSound:Probably about a 7/10 compared to high end reference headphones if those will generally be around 9-10 range relative to all headphones.For portables I could say these are 9-10/10 given I'm never really listening in an ideal environment anyway.Function:9/10 For simplicity. Lacks forward/back and pairing with multiple devices at the same time. Microphone position or quality can be improved for telephone usage.Comfort:7/10 generally speaking4/10 for this price point.I hope this helps!",4.0 out of 5 stars,"Great sound, stylish, simple to use but with some drawbacks"
68,"on March 13, 2015","
      2 people found this helpful.
    ","So far, not happy with the product.  Tried them wired in and Bluetooth.... They do not go loud AT ALL!!!  My earbuds that cost a fraction of the price blow these away.  These will probably be sent back, very dissatisfied for $249.99.",1.0 out of 5 stars,"Not what I expected at first, maybe they need a charge..."
69,"on January 14, 2017","
      5 people found this helpful.
    ","I got to try these out, and they are great! I had NONE of the issues others are mentioning here. They have that ""wide magical"" AKG sound signature that NO other company at this point offers for BT, were pretty comfortable, look nice, and were easy to use too. BT sounded great, but of course using the wired option meant slightly more clarity & volume.Note: These are over-ear headphones, NOT on-ear.Very highly recommended!!",5.0 out of 5 stars,FANTASTIC Headphones!
70,"on July 6, 2015","
      2 people found this helpful.
    ",The AKG K 845BT have earned a spot on BoldList's Top 5 Bluetooth Headphones under $400 list!Pros:- Specially-selected 50mm drivers and a closed-back design deliver exceptional studio-quality sound- Bluetooth and NFC connectivity allows you to connect with your content in an instant- Control buttons conveniently located on the ear-cup allow you to command your sound effortlesslyCons:There are no cons. Buy these.Check out the rest of the list: http://boldlist.net/top-5-bluetooth-headphones-under-400.php,5.0 out of 5 stars,Top 5 Bluetooth Headphone Under $400 - BoldList
