,Comments,Date,Product,Ratings,Reviews,Title
2,Was this review helpful to you?, May 28 2013,Sony MDR-G45LP (Black),4.0 out of 5 stars,"This is my favorite among others, like those in-ear buds whose bass output is superb, but...I said but due to the tendencies to hurt your ear canal after a while. Most of my older headphones are made by Sony and Sennheiser. This Sony MDR-G45LP is light and comfortable to my ears and ear cannals, but Sony has something to do about it because the slit below that part of the plastic headband which hold the tiny electrical cord to the other speaker is ""biting"" the top skin of my ears due to its weight after long hours of wearing it. If you're planning to buy this style of headphones, and you use this for exercising or jogging/running, you are better off to buy that other style that has the slit positioned at the side (not at the bottom) of the head-band. I don't want to return my headphones to Amazon that's why I wrap that portion of headband with soft fabric, and planned to replace it with a short transparent plastic tubing later. You cannot buy a pre-split tubing, therefore a sharp kitchen knife or an Exacto-knife will be handy for this; just watch out, and avoid slitting your fingers ;-)","Good frequency responce at the middles and highs. Bass is good enough as average, but hey...the price is about right."
3,One person found this helpful. Was this review helpful to you?, October 12 2014,Sony MDR-G45LP (Black),4.0 out of 5 stars,"As others have stated, it doesn't have much bass at all. But it's still good headphones. I work as a custodian at a grade school at night and I don't like ear buds (they keep falling out because I am cursed with freakish ears from the pits of hellish fire).... Anyways, good for work and for exercise. :) I likes. :)",Not much bass but still good headphones.
4,Was this review helpful to you?, April 7 2016,Sony MDR-G45LP (Black),5.0 out of 5 stars,"I think this is my 4th pair! They're great - they sound good, they're easy to take off and put on, they're light and comfortable enough to wear while I'm working out. And I don't need to stress that someone's going to steal them because they're crazy expensive!","Great headphones, great price"
5,Was this review helpful to you?, December 24 2013,Sony MDR-G45LP (Black),5.0 out of 5 stars,"While they don't offer triple-deluxe-ultra-mega-whatever-sound like those $300 headphones the music junkies brag about, these headphones will let you listen to music. Ta-da! That is what they are supposed to do.

Plus, they hold onto your ears really well so running and other athletic activities.

I bought my last pair two, maybe three, years ago and they last that long despite all my time in the weight room.",Excelent for running
6,One person found this helpful. Was this review helpful to you?, June 12 2017,Sony MDR-G45LP (Black),1.0 out of 5 stars,"Sent this back, sounded great first day or so but had a rattle to one ear. Speaker was not secure in its cup, wires disconnected from base, lost sound. Manufacturer defect.",sounded great first day or so but had a rattle to ...
7,Was this review helpful to you?, July 30 2015,Sony MDR-G45LP (Black),5.0 out of 5 stars,"From advice from a friend I bought 3 pairs of these, one to leave at home , one at work and a spare for anything else that comes along. I was really amazed at how good they sound. I like the behind the neck simply because it makes wearing a hat some much easier when I walk. I use these with a shuffle MP3 player most of the time and for me there is more than enough cord and the plug angle is no problem at all. Also as a Prime member it was free shipping and fast delivery. Amazon is great!",I was really amazed at how good they sound
8,2 people found this helpful. Was this review helpful to you?, October 6 2017,Sony MDR-G45LP (Black),1.0 out of 5 stars,"First, yes I know it was my own stupidity. But, when I search for Bluetooth headphones and the picture comes up showing headphone WITH NO WIRES attached, I assume they are Bluetooth headphones. They aren't. My bad, but I still feel ripped off.","My bad, but I still feel ripped off"
9,Was this review helpful to you?, September 19 2015,Sony MDR-G45LP (Black),5.0 out of 5 stars,"I have tiny ear canals and can't comfortably wear earbuds, but when I ordered these headphones, I had a job hanging price tags at a grocery store, meaning I needed headphones that would stay in place. They do, and there's no cord to tangle when I store them. They're lightweight and have survived in my purse for months. LOVE them.",I have tiny ear canals and can't comfortably wear earbuds
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, February 11 2017,Sony MDR-G45LP (Black),3.0 out of 5 stars,"these are great for the price. I needed something that if thrashed, wouldn't bother me (due to purchase price). These work and take a daily beating, so far they are surviving.",these are great for the price
1,Was this review helpful to you?, October 22 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,"My favorite headphones ever. I've had a few of these throughout the years, and I'm very happy they're still available for purchase. They last longer than any other headphone I've ever used.",My favorite headphones ever
2,One person found this helpful. Was this review helpful to you?, September 1 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,I was looking for headphones that didn't feel so heavy on my ears and these were perfect. They don't sit on top of you head they go behind which I like and are very lightweight.,Great headphone
3,One person found this helpful. Was this review helpful to you?, April 8 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,this is my third pair. love them...all still working.,love them.
4,Was this review helpful to you?, December 2 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,"Works great, good sound quality, comfortable. Replaced these for the same pair I bought almost 10 years ago.",Great headphones!
5,One person found this helpful. Was this review helpful to you?, January 13 2015,Sony MDR-G45LP (Black),4.0 out of 5 stars,"These are the best behind the ear headphones you can get at this price! I already had a pair that was wearing out. They are perfect for wearing in the winter because they keep my ears warm, especially for taking long walks! And, they do not hurt my sensitive ears. There is no deep bass on some songs, but deep enough for me. When it comes to earbuds, which are annoying most of the time, you have to push them deep into the ear to get that deep bass. I gave 4 stars for the cheap plastic and foam ear covering.",Perfect Headphones for Winter!!!
6,Was this review helpful to you?, January 9 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,Fits well; great sound quality. This my third purchase of these headphones. I ruined my first pair by accidentally clipping the cord with garden shears. This is why I always keep two pair on hand.,Good value; great sound quality.
7,Was this review helpful to you?, May 12 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,"I don't know how the behind-the-ear headphones aren't bigger. Ear buds are the worst successful invention ever. Full headphones have great sound, but get too bulky. These are perfect for using at work or at the gym. Good sound and a great fit. After I lost my last pair and couldn't find another replacement in stores(Target, Walmart, Shopko, etc.), I found them on Amazon. I bought a pair for me and the girlfriend. She loves them too.",These are perfect for using at work or at the gym
8,One person found this helpful. Was this review helpful to you?, September 21 2016,Sony MDR-G45LP (Black),5.0 out of 5 stars,"These are the best behind the neck headphones

The sound quality is crisp and clear
Good bass
Snug fit for avid runners

I tried others and always come back to these for the last 7 years",These are the best behind the neck headphones The sound quality is crisp ...
9,Was this review helpful to you?, October 5 2016,Sony MDR-G45LP (Black),5.0 out of 5 stars,You can't beat these for the price. They are truly audiophile-grade as opposed to the usual bass-heavy crap out there. They are perfect for the spoken word (podcasts) too. Pretty darned comfy too.,Just perfect
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, September 14 2013,Sony MDR-G45LP (Black),5.0 out of 5 stars,"I can't recall where I purchased my first pair of these headphones, but I just got my second pair in the mail. These are simplistic, sexy, and functional. There's no doubt about it. They fit perfectly, they have great sound quality, and they last more than people suggest. Yeah, they feel flimsy at times, but nothing that bad, and they're more durable than you might think. Always pleased with these. :)

For the record, the reason for having bought a second pair is because the right side of the headphones on my first pair was no longer working. Which is to be expected considering how long I'd been using them. Nothing to complain about, especially at the price. :)",Never a disappointment
1,Was this review helpful to you?, March 4 2015,Sony MDR-G45LP (Black),4.0 out of 5 stars,"I can't use ear buds. They simply fall out at the slightest movement.

So for working out and doing chores, I use these. They stay put and sound pretty good for the money. This is probably my 4th pair, and as long as they keep making them I will keep buying them.

My only complaint is that they only last 6 months or so before one of the ears go out. I do use them a lot however, about 20-40 hours per week.",Great for the money
2,Was this review helpful to you?, April 22 2018,Sony MDR-G45LP (Black),5.0 out of 5 stars,This is my third pair and each has lasted about 2 years with heavy usage-,"Comfortable, good sound"
3,Was this review helpful to you?, September 7 2017,Sony MDR-G45LP (Black),4.0 out of 5 stars,"These are the headphones I use for working out when I go lifting, and running. They hang onto my head/ears just great",These are the headphones I use for working out when ...
4,Was this review helpful to you?, February 11 2015,Sony MDR-G45LP (Black),4.0 out of 5 stars,"I don't like using ear buds, they never stay put. Maybe I have small ear holes? Either way, these are great because fit right over the top of my ears, so I don't have to worry about them slipping off. I've had them for two or three years now and the fabric on the inside of the headphones is starting to wear thing and come off. Then again I wear them all the time, especially when I workout, so I feel like 3 years worth of use for such a cheap price is totally worth it. The only complaint I have is that sometimes my ears get sore from the plastic on the top, but that's only after wearing them for a long time and it's still better than the earbuds constantly falling out or the giant padded ones that make me feel claustrophobic. Overall, good simple headphones for a great price.",Good for those who don't like earbuds.
5,One person found this helpful. Was this review helpful to you?, June 11 2017,Sony MDR-G45LP (Black),4.0 out of 5 stars,"So far
So good",Four Stars
6,Was this review helpful to you?, August 21 2015,Sony MDR-G45LP (Black),5.0 out of 5 stars,"These are the best. They sound good, are inexpensive, and the best part is that they don't mess up your hair. I don't like the feel of earbuds and as a female, I hate big ear phones over my ears - they sound great but flatten my hair. For these, the ear part covers just your ears and the headband part goes behind your head, under your hair so no muss. I'll never go back!",These are the best. They sound good
7,One person found this helpful. Was this review helpful to you?, September 11 2015,Sony MDR-G45LP (Black),5.0 out of 5 stars,"For the past four years my wife has been looking for the perfect headphones to use while she exercises at the gym, and I mean three/four days every week. She bought these on the recommendation of a fellow gym member and the search is over! They are lightweight, have a single cord, and sound great. Because they go behind the neck rather than over the head they are more comfortable and reduce sweating. She loves them!",... four years my wife has been looking for the perfect headphones to use while she exercises at the gym
8,One person found this helpful. Was this review helpful to you?, July 20 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,I love my Sony Street style headphones they rock! :D I love the behind the head style. And I love the sound quality for the price.,My Sony headphones rock!!!
9,Was this review helpful to you?, June 27 2016,Sony MDR-G45LP (Black),5.0 out of 5 stars,"These are the only headphones I will buy, I love the way they fit around the back of my neck and not on top of my head. I hate earbuds,these are perfect for me. They have awesome sound, not completely noise cancelled, but I like being aware of things going on around me...the sound is great, and they don't mess up my hair. My son tried mine, so had to get him a pair too...very light-weight, and the bass is great. Mine have lasted me a long time.",I love the way they fit around the back of my ...
,Comments,Date,Product,Ratings,Reviews,Title
0,One person found this helpful. Was this review helpful to you?, November 27 2014,Sony MDR-G45LP (Black),5.0 out of 5 stars,"These inexpensive wonders of technology provide the sharpest sound and the highest treble available. If you appreciate crystal clear music that remains ""whole"" while hitting the highest notes, these are the ones to get.",Clear and True Sound
1,Was this review helpful to you?, July 30 2016,Sony MDR-G45LP (Black),5.0 out of 5 stars,Great - great - great. Hard to believe these behind-the-neck earphones are hard to find on the street but they are. Even box stores don't have them. Lucky we have Amazon for stuff like this.,Great.
2,Was this review helpful to you?, September 19 2017,Sony MDR-G45LP (Black),3.0 out of 5 stars,"lightweight, bass sounds okay but not great, pressure is not too much on ears, cord should be longer",decent
3,Was this review helpful to you?, March 17 2014,Sony MDR-G45LP (Black),5.0 out of 5 stars,"I have had a bunch of pairs of these, they are the best.

I use them for skiing, biking, and anything active. I especially like the loop-around the head style because it is easy to take one in and out without having to look or use two hands, no guess work.

I am a male with long hair and I also like that it conveniently goes right under-neath my hair bun.

The sound is decent and they can take a lot of sweat, but can show signs of stress if put under too much pressure or banged around a little. Most of the time I just notice a slight noise when I am handling them, but there is no affect on the sound quality.",awesome
4,Was this review helpful to you?, August 12 2014,Sony MDR-G45LP (Black),5.0 out of 5 stars,I've been buying this model for a few years locally. Decided to see what's online and happy to find them a little cheaper. These are my all around headphones and love them. Double check recordings with them and the studio headphones to see where I'm at in doing the mixing. These are also my ipod headphones. I almost live in headphones and I'm hard on them. These hold up pretty good with good sound quality.,Decided to see what's online and happy to find them a little cheaper
5,Was this review helpful to you?, October 25 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,"I love these, the sound is good , and i like the way they fit your head.",Good Headphones
6,Was this review helpful to you?, January 4 2015,Sony MDR-G45LP (Black),3.0 out of 5 stars,I guess Sony doesn't make stuff like they use to. Theses were a replacement for a pair I bought 8 years ago that had awesome sound. The sound in these is very tinny sounding and I have to crank up my iPod. The one good thing I can say about them is I didn't have to use the jaws of life to open the packaging.,I guess Sony doesn't make stuff like they use to
7,One person found this helpful. Was this review helpful to you?, May 30 2014,Sony MDR-G45LP (Black),4.0 out of 5 stars,"I like this style of headphones for working out in. Earbuds are painful and other styles don't stay on. These worked well, good sound, stayed in place during my 3 mile run. Had an older pair that failed to keep a connection but they worked for years before that. Nothing lasts forever. I would buy again.",headphones
8,One person found this helpful. Was this review helpful to you?, September 28 2017,Sony MDR-G45LP (Black),2.0 out of 5 stars,"The sound is ok, but they won't stay on. I have to almost hook them on the top of you ear (not comfortable) and even then they want to slide off.",Won't stay on!
9,Was this review helpful to you?, September 13 2016,Sony MDR-G45LP (Black),5.0 out of 5 stars,I love these headphones. They are light to run and music sounds very good. Once I bought similar on Phillips and Maxell but have nothing to do with these. Worth paying the price.,Excellent!
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, October 29 2017,Sony MDR-G45LP (Black),4.0 out of 5 stars,"Comfortable, light, good sound. Only negative is no volume control, but otherwise a great buy.",Four Stars
1,One person found this helpful. Was this review helpful to you?, April 25 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,Very satisfied,Five Stars
2,Was this review helpful to you?, April 17 2018,Sony MDR-G45LP (Black),5.0 out of 5 stars,Amazingly comfortable and the sound quality is good.,Comfortable
3,One person found this helpful. Was this review helpful to you?, December 4 2017,Sony MDR-G45LP (Black),5.0 out of 5 stars,"Great sound, priced right.",Sound quality very good.
4,Was this review helpful to you?, October 30 2016,Sony MDR-G45LP (Black),5.0 out of 5 stars,Best value for the money and they are comfortable when lying in bed. I've used these for years and gave a set to my wife who loves them too.,Have used these for years
5,One person found this helpful. Was this review helpful to you?, April 7 2012,Sony MDR-G45LP (Black),3.0 out of 5 stars,"These pair of headphones are very, very loose. I have used Sony's behind the neck headphones for the past 6 years and every single pair has had at least twice the clamping pressure...which isnt a bad thing if you want them to stay put. They should stay put, not move or bounce around with any movement. And I have a bigger head too, it would be even looser on a smaller head.

The sound quality is what you would expect from $14 headphones, decent sound. Build is lighter and feels cheaper than my previous sony headphones.

Conclusion is I can't recommend these headphones because they are way too loose, if you aren't moving at all then they might work for you.","Fairly comfortable, but very loose"
6,Was this review helpful to you?, October 23 2017,Sony MDR-G45LP (Black),4.0 out of 5 stars,"Comfortable, good sound. Not very rugged. I'd like it if they made the place where the cord goes into the plug more robust. Eventually they develop a loose connection there if your running motion stresses that connection. But, when that happens, I still buy another pair because nothing else I've found works as well. (I use a wired headphone so my FM radio will work)","Comfortable, good sound"
