,Date,How Helpful,Review Contents,Score,Title
10,"on July 22, 2017","
      6 people found this helpful.
    ","I really wanted to like these.  I have  LG Tones LG HBS-800 Ultras, Sony MDRXB80BS/L Premium, and VMODA Crossfade Wireless headphones.The sound stage on these Sennheiser is indeed noticeably better than my LG and Sony earbuds. Clarity is good, mids are excellent...but it is too ""crisp"" or ""High"" for me.  Its sounds too shirly as if the treble is too high to my ears. I hear lots of ""hisses"" that actually started hurting my ears after a while. I did try all the ear tips and only the medium sized ones worked good enough for me.  Bass is quite good, not overpowered or emphasized, but natural...a bit more bass in these than I had expected actually. The Sonys have a bit more bass, but not quite as clean and smooth.The Leather on the neck bank is comfortable, but I question how long it would last. The headset isn't heavy, but it isnt light. But definitely feels solid and quality built product. Case it comes with is very neat.Wish it had a way to secure the earbuds, like the magnetic thing the LGs have.My second use of the headphones, the right earbud made a loud squealing noise when i put in in my ear and whenever i touched it. It also sounded lower in volume than the left. I put it in and out of my ear a few times, then turned the headset off then on again. That resolved the issue. It didn't do it again that session.Was on the fence of keeping these despite the high treble sound...but for $200, more than double the price of the Sony's I bought a few months ago....no they are not worth the price to me.  If they had Active Noise Cancel...then probably.",3.0 out of 5 stars,Too much on the high side. Hissy. Like my Sony's better.
11,"on September 20, 2017","
      3 people found this helpful.
    ","I love my headphones and wear them all day long. I forget I have it on until i'm alerted to a call. Best wireless headphones - music sounds crisp, I've never had an issue with talking on the phone and my calls are clear and free of hands!Great product that I highly recommend",5.0 out of 5 stars,I love my headphones and wear them all day long
12,"on September 7, 2017","
      3 people found this helpful.
    ",Fantastic sound quality but the actual ear pieces could have been more streamlined with the ear. Sennheiser does make a nice sounding BT unit but for $200 it's on the pricey side -- for what could be to most not a whole lot of difference in sound.,4.0 out of 5 stars,Great sennheiser unit
13,"on December 29, 2017","
      One person found this helpful.
    ","I believe the pair I received must of been defective. Charged fully, and tested on a iMac, pc, and two iPhones it failed to provide any quality sound.  Almost all treble (pushing buds firmly in ear to get any noticeable bass at all), and very little volume level at full output. My other headphones and Bluetooth speakers worked great and I had the volume on the HD-1 full just to hear anything.  Also, had a Windows 10 pc fail to pair after entering the pin, but my Apple products had no  issue.Returned for refund.  Sad.",1.0 out of 5 stars,Defective. Returned.
14,"on February 25, 2018",,"I really want to give these headphones 5 stars.However, there are a couple factors that I will address first that prevent these from being ""the perfect pair"" for me.(1) Call/Mic Quality: I've tried taking 3-4 calls both outside and inside (I live where cell reception is 99% of the time good) and every time the other person can't hear me. Repeatedly I was told ""Sounds like you were very far away in  a tunnel."" Maybe I'm missing a firmware update, but from my experience you should not be considering these headphones if you plan on taking a lot of calls with them.(2) Connectivity: Whether it's the headphones or my iPhone, I'd say at least three to five times a day I'll momentarily lose audio connection. It's usually for only a second or so and the music picks right back up, but it's annoying nonetheless.OKAY. On to the good!(1) Comfort: the leather on the neckband is very soft to the touch and while the structure is heavier than just having a cable, it never feels so heavy that it makes my neck hurt.(2) Cable-noise: there is none to speak of!(3) Sound: I've owned many different styles and brands of earbuds and headphones in the sub $200 range and these are easily the best. From Yo-Yo Ma to Kendrick to Coltrane to Mastadon to Kimbra to The War on Drugs to Bon Ivor--every band and genre I listen to sounds unbelievable. The clairty, soundstage, vibrance of the instrumentation, the depth and precision of the bass, the control and airiness of the upper registries--it's all beautifully balanced and alive.So: who should buy these? Anyone who is looking for a tangle-free audiophile listening experience. If you need to take calls, look else where.",4.0 out of 5 stars,So Close to Perfection
15,"on February 8, 2018",,"These headphones are outstanding.  Easily the best wireless headphones I've ever used.  They're very comfortable.  Normally earbud wires rub against my beard or neck and annoy me, but these stay off to the side and don't.  The collar part is light and unobtrusive, features intuitive controls, and looks very nice while remaining subtle.  The buds fit my ears right out of the box, but there are also a number of other size options, including a suspiciously narrow one that I'll probably try out of boredom later.  I've seen some reviewers complaining that the buds don't grip the outer ear in the way that Bose earbuds do, but I always find those grips very uncomfortable after they've been digging into my ears after about an hour, so I really appreciate the design choice.  There isn't any active noise cancellation, but they do a solid job blocking out sound and I can't hear anything through them while music is playing even below half-volume.These are the 5th set of Sennheiser headphones that I have purchased over the last 5 years, and have had zero complaints about any of them.  I did have an issue develop with a pair of IE80 earbuds around the end of their warranty period after using them everyday for nearly 2 years, but Sennheiser shipped me a brand new pair at no cost pretty much immediately.TL;DR These are the best version of themselves, definitely worth the money, great sound",5.0 out of 5 stars,Easily the best wireless earbuds I've ever used
16,"on January 23, 2018",,"I just upgraded from Skullcandy Ink'd to these and the sound improvement is amazing. The quality is superior and connectivity is also better. The collar is a little much -- I would have preferred something collapsible. It's light enough, just a little prominent. Nevertheless these sound so damned good, I don't care. This is an out-of-the-box impression, I've literally only listened to like 4 songs and felt the urge to say ""Thumbs up"".11 DAYS LATER: One small problem. I live in the midwest where it's cold and I wear a hat. The HD1 earbuds stick out and can make wearing some hats uncomfortable. I still think they sound fantastic, battery life is great and this is a 5-star product.",5.0 out of 5 stars,Thumbs Up!
17,"on January 30, 2018","
      One person found this helpful.
    ","Comfortable, great sound quality for music, as long as you have your phone ANYWHERE other than your pocket. On the table: great; in your hand, close to your face: awesome; in your pocket: horrible.  people tell me they cannot hear me, i can barely hear them.  Callers tell me there is a huge amount of background noise, even when I am in a quiet room.  I wanted to love these, but no.  I tried the newer version, and they fixed all of these issues in it, but a huge miss on actual design.  Returned both, going with another brand.Why do companies not test these things?",2.0 out of 5 stars,"Comfortable, premium feel, horrific for calls and connectivity."
18,"on January 4, 2018","
      4 people found this helpful.
    ","I am a huge fan of Sennheiser products, and of high-end audio products generally, having owned in-ear etymotic ER-4's, ER-6's and Shure SE-535's. I had previously been carrying around my Sennheiser Momentums (with cable). They were heavy but the sound reproduction was amazing and I'd had them for a couple years and they'd just gotten old and tired (they didn't hold in place very well), and it was time to replace them. Since I normally use my headphones to commute as well as for the office, I wanted something lighter.I made the mistake of going with Sennheiser's high-end bluetooth in-ear headphone. I mention the other brand of in-ear headphones because they, crucially, fit your ears. They come with several sets of baffles -- foam, two-and-three baffle silicone, and so on. For such a high end piece of audio equipment, this really just doesn't deliver in the fit department. If you move your head around to the left or right, the headphones have a tendency to fall out.Which brings me to my next and important point -- if you use this product for commuting, or exercise, it becomes infuriating to use. You have to continually adjust it to get the earphones back in. I have tried every single fitting that came with it, and nothing actually seats the earphones in my ears in the presence of motion. Other high-end products (the Shures for example) came with foam baffles that both isolate well and have very good traction, meaning they stand up to movement in conditions like exercise and moving trains. They also hold up to things like sweat, which these categorically do not handle.I originally used these with a Google Nexus 6P and the sound quality was good, but the Bluetooth reception was -- I won't mince words -- really, really poor. In areas where there were lots of people (trains, offices, apartment buildings) it was nearly impossible to get it to play without stuttering through even a single layer of fabric, and certainly not if I had my hand on top of my phone, leaving me wishing I had just bought a nice set of cans with wires. When I upgraded to a Pixel 2 XL, both the audio quality and the signal strength improved dramatically, so it seems that these were specific to that phone, but you may want to look in to what your particular phone's bluetooth capabilities are before buying these headphones. Some are going to perform better than others.After upgrading to the Pixel, I am really happy with the sound quality. I didn't believe it was possible, but the sound stage is broader and the mids are just more present and the bass is punchier. I went digging in the developer options and sure enough, the Pixel 2 has a much better bluetooth audio driver, and these headphones benefit from having a very good bluetooth audio driver. So it would seem that, even though you are buying high-end Sennheiser headphones, you are limited by what your device can actually deliver to them.And the last thing I want to say is that I like the aesthetic. They're nice in my hands. They feel well made. I like the leather and the two-tone cable. I like the buttons. This device has so much potential and is utterly ruined by the failure to just provide a fitting that works for listening in situations that aren't, I guess, quietly at your desk.",2.0 out of 5 stars,Sennheiser makes great audio products for in-home use. This product has many issues.
19,"on January 23, 2018","
      One person found this helpful.
    ",Love these headphones for commuting to work.  I use a Plenue DAC player with a bluetooth dongal.  The headphones were built to be used with a smartphone.  I will use it with my Google Pixel 2.  Works great with music player and phone calls.,5.0 out of 5 stars,Love these headphones for commuting to work
20,"on February 22, 2018",,"I love these headphones.  The sound is a delight, punchy and crisp - by far the best Bluetooth headphone I’ve ever listened too; made me reconsider my bias against Bluetooth.  More importantly, they’re also the most comfortable headphones I’ve ever owned  The band is super soft and you forget they’re even there.  Could be a personal fit thing - but in ear I find them to be a perfect where I can leave them in for hours on end and not be bothered.  Can’t recommend highly enough.",5.0 out of 5 stars,Spectacular Sound & Comfort
21,"on December 8, 2017","
      One person found this helpful.
    ","I love them!!! Ireally do!! They sound incredible. They work great and truly are very comfortable to wear. Yes, they're expensive. But they're Sennheisers... Professional grade. Those Dr. Dre's are popular with the kids. But they're not professional grade.",5.0 out of 5 stars,Extremely satisfied....
22,"on January 7, 2018",,"Not sure I can add anymore praise to these headphones than others haven't already shared.  After selecting the right ear tip for my ears, they fit like a glove.  The sound,... best I've ever heard from a set of earbuds or headphones.  I also have the Sennheiser PCX 550's which are really great active noise canceling headphones, but these are just a bit better for MY listening tastes.",5.0 out of 5 stars,Great sounding music to my ears.
23,"on February 11, 2018",,I received these in the mail yesterday. They were super easy to sync up and the sound is incredible and extremely clear. I wear B&W P7s at work and these are very comparable in sound quality to those. With several options for ear sizes it was easy to find the right fit for my ears. The volume controls are sensitive and doesnt take much to adjust the volume or change the song.All I can say is they are well worth the $200. If you find something to be disappointed in with these I am confident its not going to be the sound quality but something petty.,5.0 out of 5 stars,Well worth the price!
24,"on October 13, 2017","
      2 people found this helpful.
    ","Great investment. Good sound quality,NO dropped calls and great for workingout.",5.0 out of 5 stars,Five Stars
25,"on January 8, 2018","
      One person found this helpful.
    ","Far superior to the LG HBS-810 in terms of Bluetooth connection quality and the sound is fantastic. The only modification I would ask is for retractable ear buds as LG was able to manufacture in the HBS-810. I am sure Sennheiser could find a way to do this, too.",5.0 out of 5 stars,SUPERIOR SOUND AND QUALITY
26,"on October 29, 2017","
      5 people found this helpful.
    ","I went against my instincts and paid $200 for these headphones. I should’ve listened because the first pair I bought would not stay connected to my smartphone. I attempted to return them and tech support recommend I replace them with another pair, so I did. They worked well for a few months until they began to crackle, and lose the charge quickly. Now, they do not charge and will not turn on. I should’ve just burnt the $200 in a barrel. If you can avoid them, do so by all means. If you like gambling, spend away.",1.0 out of 5 stars,Garbage
27,"on January 9, 2018",,"I LOVE IT AND IT WORKS GREAT HOWEVER I WOULD RATHER THEY FIX THE CORDLESS TECHNOLOGY.  NOTHING BAD, THESE DO GREAT.  I GUESS I AM JUST GETTING SPOILED SO THIS IS MY WAY OF SAYING FIX THE CORDLESS BRANDS.  THINGS LIKE BATTERY LIFE, BACKGROUND NOISE, ETC.  WOULD BE AWESOME FOR A MORE PROFESSIONAL LIFESTYLE HOWEVER FOR DAY TO DAY LIVING, THESE WILL DO AND SO WILL THE PHONE DEVICE.",4.0 out of 5 stars,I LOVE IT AND IT WORKS GREAT HOWEVER I WOULD RATHER ...
28,"on January 6, 2018",,"Great sounding headphones. Taking two starsin the rating due to lack of any water resistance whatsoever, an uncomfortable earpiece, and the mic also sounds very tinny and has virtually no background noise reduction.",4.0 out of 5 stars,Good sound. Overall design is flawed.
29,"on April 1, 2018",,For Music: its a 5 star for me. It's well balance with rich tones.. not too loud. Bass is a little softIt has a rich tone!For calling: microphone is not that good its hard to use this for callig when I'm wearing  a jacket or coat. You need to speak louder coz the mic is on the base of your neck. Many time the receiving end of the call cant understand me.I really wanted to send this back because I hate the mic. But looking for a great earbud for music at this price is really hard.,4.0 out of 5 stars,rich Tone for listening music but microohone is not clear
30,"on July 29, 2017","
      One person found this helpful.
    ","These are my to go 2 headphones... Bose now collect dust.. mids and highs are perfect... All I have to do is adjust the earbud sllightly to add extra bass... I wear them bike riding, no wind noise and I haven't had any complaints on phone call sound...  Easily could be $300 set of buds... These are a steal.",5.0 out of 5 stars,mids and highs are perfect..
31,"on April 3, 2018",,"Let me start off with the sound on these are great. The reason I got these was so that I could be connected to my computer and phone when I am sitting at my desk. Unfortunately, if I try and make a call, I have to disconnect from the computer, otherwise the other person on the call can't hear me. This is incredibly frustrating and is almost not worth it.",3.0 out of 5 stars,Sound Great. 2 Device Bluetooth Doesn't Always Work
32,"on February 26, 2018",,It's the sound quality that makes this set; the dynamic range is so much more better balanced than BEATS.  Setup and connection are easy.  They're very wearable and comfortable.,5.0 out of 5 stars,Best sounding BT headset.
33,"on October 1, 2017","
      One person found this helpful.
    ","Great sound, well built and extremely comfortable. Happiest I have been with any consumer headphone!",5.0 out of 5 stars,Amazing
34,"on April 6, 2018",,They sound great.  The first impression of these were there was too much mids going on but once you break them in they sound cleaner and moor balanced.  Last over 10 hours with my use at work when the volume is about half way and your phone volume is up.  Connects really quick without having to go through your phone or other devise once paired.,5.0 out of 5 stars,They sound great. The first impression of these were there was ...
35,"on March 12, 2018",,Amazing music audio quality. But probably the worst call quality of any headset I have ever had.  Even worse then cheap $40 ones. Almost makes them unusable for calls. Samsung Galaxy note 8.,2.0 out of 5 stars,Horrible call audio quality
36,"on December 28, 2017","
      4 people found this helpful.
    ","sound is ok but product quality is straight up trash:Normal use only, the brand letter pieces fell off in 2 weeks, the leather on the headset start felling apart  in 1 month, the headset lost sound completely in 3 month.Buy this thing u can only expect it to work for only a month or two, I have many headsets been using over 2 years, this trash product wont last 3 month.Shame on sennheiser for selling this garbage like a premium product.",1.0 out of 5 stars,BUYER ALERT!! READ THIS before you buy!!
37,"on November 28, 2017","
      2 people found this helpful.
    ","The sound is good, but the color is a little bit different from the image and I don't know why it disconnects my Iphone automatically sometimes.",4.0 out of 5 stars,"The sound is good, but the color is a little bit different ..."
38,"on December 12, 2017",,"These are the best sounding bluetooth IEM’s I have ever listened to.  To me, nothing else really matters.  The battery life is awesome as well.",5.0 out of 5 stars,"Great, great sound."
39,"on January 11, 2018",,"Best in ear, bluetooth headphones I have ever had.  Great sound, lightweight and last upwards of 10 hours on a charge.",5.0 out of 5 stars,Fantastic bluetooth in ear headphones.
40,"on December 25, 2017",,The product was priced extremely competitive and arrived very quickly. I highly recommend product and seller...,5.0 out of 5 stars,I highly recommend product and seller
41,"on January 22, 2018","
      One person found this helpful.
    ","Too pricey for what they are.  The leather is nice, but the inability to retract the ear bugs just leave them dangling.  Could use magenets or a motor to hold them in place or rrtract them.",3.0 out of 5 stars,"The leather is nice, but the inability to retract the ear bugs ..."
42,"on January 12, 2018",,"Easily the best bluetooth headphones i've used. Great sound, long battery life. I can wear them all day at work installing windshields no problem.",5.0 out of 5 stars,Easily the best bluetooth headphones i've used
43,"on January 23, 2018",,"One reviewers stated that it takes about 20 hours to break in the sound. I think there is a little bit better sound now, but the overall sound is better than any LG's I have owned. One reason for the 4 star is the Mic is horrible. No noise cancellation. If you have a beard it will sound like you a running through the woods.",4.0 out of 5 stars,I think there is a little bit better sound now
44,"on March 12, 2018",,"The best sound in an earbud for quality, however, if u like your music LOUD these wont impress. They seem to have a decibel limiter that doesnt allow them to get near any real damaging decibels. I will also mention that the buds I owned prior to these, Sony $35 can buy at any walmart / bestbuy had just as deep ( louder ) bass than these can achieve.",5.0 out of 5 stars,Quality quality but....
45,"on February 7, 2018",,Great... But could be louder. Ear fitment is good and battery life is great. They charge quick. Makes me want to have a higher quality music collection.,5.0 out of 5 stars,Great..
46,"on February 10, 2018",,Thank you very much! Have a nice day.,5.0 out of 5 stars,Have a nice day.
47,"on December 5, 2017","
      One person found this helpful.
    ","Great sound. I expected the dangling ear pieces to make me nuts, but it is surprisingly ok.",5.0 out of 5 stars,Five Stars
