,Date,How Helpful,Review Contents,Score,Title
10,"on November 30, 2017","
      2 people found this helpful.
    ","After a mere six months of daily use, the sound frequently drops out making them very annoying and virtually unusable.  My batteries are charged an the distance to the transmitter is 5 to 7 feet.  I have been a loyal fan of Sennheiser wireless headphones for over fifteen years and have  had no reliability issues up to now.  This is my third pair of wireless Sennheisers.  They were fine when I bought them, but they are junk probably headed for the trash now.  Too bad, since Sennheiser has always been a good brand.",1.0 out of 5 stars,Signal drops even at short distances
11,"on July 10, 2016","
      4 people found this helpful.
    ","Very poor range. The old unit, 160, i could go anywhere in the house & all around outside the house. With this new unit, I can't even go to the next room with out loosing most of the words. This one added an automatic noise reduction that fades out the sound about every 1 sec out of every 5 sec when about 25 or more feet away. Ridiculous. Going back soon!!",1.0 out of 5 stars,Very poor range. Sound fades out 20% of time when 25ft away!
12,"on July 30, 2016","
      One person found this helpful.
    ","Pros:The packaging was really great not hard to open.The product is very comfortable to use for extended periods of time.The charging atation is very convenient and easy to use.The range goes really far im in a 3000, sq ft home (2 levels) and the unit delivers great clarity throught wntire home.The audio quality and volume level is really great goes very loud and has perfect balance on base and trebble.Unit has option to give you more base with the press of a button on the headset best I've heard.Cons:if u have an older tv like me where it doesnt have a audio jack you will get some intermittent pauses sometimes it gets really annoying as it happens very frequent.Because of said lack of audio jack the unit will have minor interference when in close proximity to unit.The unit does not have a channel search for seeking clerer reception bad if u have multiple same band units in the same room (Minor interference but not somwthing one cant live without.",4.0 out of 5 stars,Great product to use on Newer tv's
13,"on January 31, 2018",,"These are fairly comfortable and seem to have a good signal strength. I bought a ""refurbished"" one and it came with bad batteries that would not hold a charge. The seller wanted me to send back everything for them to replace the batteries and it seemed like the only winner there was the shipping company, so I just ate the expense and put in two of my own rechargeables. I was a little disappointed that they would not just send me replacements, but not enough to make them waste time and money shipping everything. The sound is good, but the fact that they didn't throw in fresh batteries has me dining them a star from the 4 it would have been.",3.0 out of 5 stars,Very nice.
14,"on November 29, 2016","
      One person found this helpful.
    ","Two things that other reviewers have said are true:  Unless your sound source takes a 3.5 mm pin connector, you will have to buy the proper connector and/or cable.  The converter connector shown in the manual (3.5 to 1/4"") is not provided; nor is a split ""Y"" RCA cable.  It's surprising that at least one type of adapter is not provided, since they do include 4 different types of electric socket plug adapters!The other minor annoyance is that the headset is tight, presumably for people who have larger head sizes.  I wear a 7-1/2 hat size, and the phones are a tad too snug, especially after an hour or so of use.  The tension will probably relax after continued use.  I may attempt to stretch them out a little, even though the ""safety"" manual advises against it.The phones themselves are very good.  Good sound quality, and easy to adjust.  I use them with a television with speakers hooked up via a tuner.  So the phones required a head phone jack.",4.0 out of 5 stars,Good quality - may need connector/adapter
15,"on April 29, 2017","
      2 people found this helpful.
    ","As an audio professional I am disappointed with the audio quality, but for the price the Sennheiser RS165's are sufficient for our purpose. We are using the RS 165's as monitors while shooting handheld live music video. The headphones have a good fit and finish, are comfortable to wear, but sound hollow compared to our Audio-Technica ATHM50 and Sony MDR7506 headphones. For listening pleasure, these RS 165's would be my last choice. Also, these brand new Sennheiser RS 165's came with a bad mini-jack cable which caused a severe Left/Right imbalance--a quick change of the mini-jack cable fixed the imbalance, but I would expect better QC from Sennheiser. In closing, we did try a few wireless headphone systems in this price range and these were the best, but don't expect ""hifi"" audio.",3.0 out of 5 stars,"These are convenient for our application, but not the best sounding headphones in our collection."
16,"on December 7, 2017","
      One person found this helpful.
    ","This is for my wife to listen to the news while I read.  We had the Sennheiser RS 160 for several years.  It was fine but finally died.  The RS 165 seems to be a far better unit.  The 160 needed a lot of care and coaxing to keep working.  The 165 keeps the batteries fully charged and automatically connects with the transmitter, something the 160 didn't do.",5.0 out of 5 stars,Good wireless headphones.
17,"on July 10, 2016","
      2 people found this helpful.
    ","On the very positive side, great at blocking out the audio from the TV (as others in the room are watching it too) so there is no echo effect from the headset being out of sync with the TV. On the negative side, the range from the base is limited, so I cannot do outside chores with the headset on as I could with my prior headset. Also a little uncomfortable after about an hour of use. Pressure on the top of my head.",4.0 out of 5 stars,Nice sound quality but a couple of negatives.
18,"on June 7, 2016","
      One person found this helpful.
    ","I'm not an audiophile, but I really like the sound this headphone delivers.  Really clear and balanced, with enough bass.  Great for music or watching movies.  The charger is built into the stand, so that if you put the headphone in its place after using it, it should remain charged all the time.  Uses standard batteries, so its easy and cheap to switch them out once they wear out.  Definitely worth the little bit extra I paid for these over some of the other options out there.",5.0 out of 5 stars,Sound great
19,"on March 21, 2016",,"I have reduced hearing in my ""senior years"", but still like to listen to the  music I used to hear through speaker systems. Now the sound level required for me would make it unbearable for my wife. These are a perfect solution. With this set of headphones I can listen to my hearts content without driving my wife out of the house. The only problem I had was figuring out what kind of audio adapter I need to make it fit my old receiver. The headset is comfortable enough, but not super comfortable. The listening experience satisfies my requirements and I cannot comment on frequency range quality, my ears are not that good.",5.0 out of 5 stars,Just what I needed
20,"on January 12, 2016","
      One person found this helpful.
    ",These are without a doubt the best headphones I have ever owned. They are comfortable for hours on end. They have an incredible sound and do a good job at noise cancellation. I bought them to watch TV at night while the kids slept and my wife read. I bought my wife some Sony earphones with extra bass and she didn't want them after putting these on. I can hear every sound the shows and movies intend for you to hear without having to strain. The bass in these headphones is out of this world. If you don't like all the bass you can turn that down as well. And I love the fact they are wireless. Well worth the money spent.,5.0 out of 5 stars,Awesome! Awesome! Awesome!
21,"on March 26, 2017","
      3 people found this helpful.
    ",Happy with the purchase and product works just fine.My only complaint is with the ear comfort of the headphones. After wearing the head set for approx an hour it gets a little uncomfortable and needs to be adjusted on the head.,4.0 out of 5 stars,Happy with the purchase and product works just fine
22,"on February 7, 2018",,These were a gift to my husband.  He says they are fantastic.  He says he can hear so much better than with an old pair he had been using.  He wears hearing aids and says he can keep those in while using this RS165RF system.  He also said they are very comfortable on his head and the ear pieces don't hurt his ears after using them for several hours.  A good buy!!,5.0 out of 5 stars,Hubby Loves Them
23,"on May 2, 2016",,"If you are looking for headphones that are comfortable to wear  and clear sounding, these are the ones you will enjoy I can't get over the clarity that these Headphones produce.. I use them while watching TV . Before I had to have the TV volume high and my wife complained. Now even with the volume way down as she likes it, al I  have to do is  push a button on the side of the ear phone where you can raise or lower the volume or bass.to my comfort level without bothering anyone.  Follow the easy directions for connecting to your TV.. They are well worth the price.",5.0 out of 5 stars,Headphones that make sound better.
24,"on February 3, 2016","
      One person found this helpful.
    ","Bought these for my Dad who has been using Sony RF headphones for close to 20 years, the sound difference between them is night and day! As they should be since they're replacing some pretty old headphones. The frequency response is great, they're comfortable and the build quality is pretty nice as well. The only thing I can complain about is that they're pretty expensive, but it's a Sennheiser product so you get what you pay for.",5.0 out of 5 stars,Awesome RF Headphones
25,"on March 25, 2017",,"Back towards the end of the 90's Sony had a wireless headset I connected to my wide screen projection TV. Ancient, I know.But..  With this headset I was able to hear a singing artist actually inhale a breath. The clarity was totally,absolutely incredible. I had hoped the Sennheiser was similar but not so. Never since have I experienced that Sony effect. The Sennheiser is OK but I will continue with my search for the Sony headset. This was done on a normal TV analog audio connected to a tv dvr receiver.",3.0 out of 5 stars,Memories
26,"on May 8, 2016",,"We bought one for a brother in law whose hearing problems had caused him to stop watching most movies on TV because he couldn't understand what was being said.  He's in his 80s and we weren't sure he would take to the headphones, but once he tried them and heard the difference he was sold.  He loves them and is watching movies again.  We had them sent here first (he lives in a different state) so we could try them out before giving them to him.  One of us liked them so much we ordered a second one for us.  It is working as well as the other one, and really does make a difference.  They are expensive but these are top quality headphones.  Before we bought these we ordered a cheaper one from Sharper Image and had to send It back.",5.0 out of 5 stars,Works so well we ordered a second one.
27,"on November 5, 2015","
      3 people found this helpful.
    ","I bought these for my husband as a gift, and he loves them. The baby and I also love that he can wear them to watch loud TV shows when we are asleep. They can be stored unobtrusively near our TV when not in use.",5.0 out of 5 stars,great gift
28,"on March 16, 2016",,"Startling cheap quality!  I have a pair of Sennheiser wired TV earbuds $37 that totally blow these away for sound quality!!!  Amazingly high priced, and everything is super cheap icky looking plastic. Don't fall a sleep and roll over on these!  After using a couple hours, started cutting out about every 15 sec non stop.  Only positive thing worth noting was the nifty packaging.  Might have to go back to wired, and get another pair of HyperX.",2.0 out of 5 stars,Value should be about $59.
29,"on July 11, 2016","
      2 people found this helpful.
    ","really great for a person like me like a hearing loss for TV.  It is somewhat heavy and a little uncomfortable, but probably no more than any other.I marked the earphones for High Vol and Low with tiny, built-up strips of white plastic tape..can feel the dividing line between them and can adjust the vol without take off the ear phones.  It took a little practice, but worth it.  Love this birthday gift.",4.0 out of 5 stars,really great for a person like me like a hearing loss ...
30,"on November 24, 2017",,"We have another set of these, they are super.  However, one would think they could include the adapter needed (even if the price increased) so on e does not have to run off to best buy.  They do include adapters for overseas use which the odds are most people do not need.",4.0 out of 5 stars,Extra trip
31,"on March 7, 2017","
      2 people found this helpful.
    ","Living with tinnitus, it is difficult to hear dialog on tv. The headphones help separate the voices from the background noise and music. Doesn't eliminate the tinnitus, but allows me to enjoy a show without ""lip-reading"".  The only con for me is that they are heavy. They are comfortable, otherwise, and definitely cancel out noise.",4.0 out of 5 stars,"but allows me to enjoy a show without ""lip-reading"""
32,"on February 13, 2016",,"Excellent sound from these wireless headphones. Like the fact they can use standard alkaline batteries while rechargeable are being charged. Excellent range, can hear sound as I wander around the house.I wear hearing aids and have trouble finding the right instruments so I could hear sound from computer or monitor. These headphones are the best I have tried. Hear many sounds i previously was unable to. Very clear sound reproduction, now I don't miss anything.",5.0 out of 5 stars,"Great sound, fit is very comfortable and range is extensive."
33,"on April 12, 2018",,"The sound quality is excellent, and the controls are simpler and better designed than on the earlier RS 120 and RS 140. But the price is steep and the connection doesn't carry much beyond 20 feet, especially with walls or plumbing in between.",3.0 out of 5 stars,Great sound but mobility is very limited.
34,"on October 29, 2017",,"Bought for mom to watch tv (she has hearing issues), but she won't use it so I took them home.  Great for watching tv without disturbing the roomate.  Good range on signal, I can walk into other rooms and still listen to program",5.0 out of 5 stars,"Great sound, good range"
35,"on December 8, 2015","
      One person found this helpful.
    ","You'll love this quality, comfortable, reliable, BlueTooth headset.  I bought two 5 months ago and haven't regretted the purchase.  I live in a smallish apartment and can watch TV or listen to the audio system without disturbing anyone.  There is a bass enhancement button and the headset mimicks surround sound.  The stand is also a recharger: very functional.I highly recommend the Sennheiser RS 165 RF especially for apartments or the bedroom (if you or significant other is a night owl and the other isn't!).  Only downside, the price is high for the two-headset version (over $300 US), but well worth it!",5.0 out of 5 stars,You'll love this quality
36,"on February 4, 2016",,"They fit snugly, and maybe a little tighter than I would like for extended wear.  Sound quality is terrific.  Sound range was a small disappointment.  Shorter than my older, earlier Sennheisers.  I like the on/off arrangement better with this pair, as you don't have to remember to switch them off when putting them back on the stand.  And the stand arrangement is more compact and docks well.",4.0 out of 5 stars,"Great sound, on/off features.  Snug fit, and excellent noise cancellation.  Sound range shorter than expected."
37,"on October 25, 2015","
      2 people found this helpful.
    ","My husband loves football and I hate the noise, so I bought him these headphones for his birthday. HELOVES the headphones and I also love them since our home is now a quiet place once again.  Slightly hard of hearing, he can clearly decipher the words spoken by the British actors on the BBC and as a result, he can also enjoy these programs.  One of the best gifts ever!",5.0 out of 5 stars,My husband loves football and I hate the noise
38,"on April 2, 2018",,Headset works great. Have purchased three other Sennheisers similar to this model. We like the product; this model provides quality sound and the volume adjustment is easier than on previous versions.,5.0 out of 5 stars,Headset works great. Have purchased three other Sennheisers similar to this ...
39,"on April 20, 2016","
      2 people found this helpful.
    ",I was having trouble with the previous headset because the ear pieces were too small and hurt my ears. This set completely covers my earsand the sound volume is easily adjustable. Just press a button on the headset to increase or decrease the sound level.,5.0 out of 5 stars,This set completely covers my ears and the sound volume is easily adjustable. Just press a button on the headset ...
40,"on October 3, 2017",,"Had to run to the electronics store to buy an adaptor for the plug. They provide you with several adapters for the power supply plug in order to cover every country you can think of. The plug I am referring to is the plug that goes into your TV. Had to run to the store to buy an RCA type adapter for 4 bucks. At that price, I don't get why rhey don't just provide one. To jump in the car, drive cross town for a 4 dollar ad alter is annoying.",3.0 out of 5 stars,Count on running to the store to buy $4 adapter
41,"on March 8, 2016",,"Easy to hook up. Sound is good and fit is comfortable. I do get a few drop outs every so often, but I think it's because the sending unit is right next to my networking gear. It's not nearly as finicky as my Bluetooth headset. Unfortunately I can't test my drop out theory, because there's no other configuration I can use. But overall this is a good headphone system and lets me listen to music or my TV late at night without bothering anyone else. It also lets me hear and understand dialog on the TV clearly.",5.0 out of 5 stars,Good alternative to Bluetooth
42,"on January 25, 2016",,"The headphones are quite pricey, but are very comfortable and cancel out a lot of background noise.  The volume is adjustable and the range is very good.  I have very good reception all over the house.The only complaint I have is that it seems to occasionally interfere with my remote controls when selecting different channels on my Roku streaming device.",4.0 out of 5 stars,but are very comfortable and cancel out a lot of background noise
43,"on July 29, 2017",,"Great sound quality, battery has never died on me (3+ hours consecutive use) and though I only have a 1,100 sq ft home, I never lose signal. . . TOTALLY recommend this.",5.0 out of 5 stars,Excells in Three Aspects
44,"on March 22, 2016","
      One person found this helpful.
    ",I have two complaints.1: the plasticy fake leather that sennheiser and other companies use for ear pads is pretty uncomfortable. These replaced some other sennheiser headphones that have the nicer fuzzy earpads. That same fuzzy earpad style is available on the RS 185. You can buy replacement pads for the 185 and they fit the 165 perfectly. I did this and couldn't be happier with the comfort of the headphones.2: The battery charges so slowly. It takes hours. I'd love if I could charge a second set of batteries in the transmitter while using the  headphones.,4.0 out of 5 stars,GREAT! With two drawbacks
45,"on January 23, 2017",,"So far the RS 165 RF headphones are working Great! I can move around the whole house and still have clear reception even upstairs. The best part is my Wife does not have to listen to my ""Boring TV Shows"" any longer. I can watch a movie without her having the volume turned up so I can hear!  Quality built and comfortable to wear.",5.0 out of 5 stars,So far the RS 165 RF headphones are working Great! I can move around the whole house and ...
46,"on December 31, 2016",,"I thought I paid a little extra so I wouldn't have to buy anything else.  But, I had to buy the cables!  But, oh my goodness, the clear sound is absolutely WONDERFUL!  One of the reasons I bought them is because I wear hearing aids.  We have cc upstairs on the bedroom tv, but not down stairs.  So, I missed half the words being spoken, but not any more!  I can wear my headphones with my hearing aids and no feedback or I can wear the headphones without my hearing aids and can hear clear as a bell!  Now I am stuck down here watching tv with my beloved so I don't have an excuse to be upstairs alone!",5.0 out of 5 stars,the clear sound is absolutely WONDERFUL! One of the reasons I bought them is ...
47,"on August 20, 2015",,"Light and comfortable with decent sound quality.  Power button requires a rather long press to turn on.  Fit and finish is exactly what I'd expect at this price point: solid and clean, but nothing premium.  These are perfect for an office setting where you want some but not total sound isolation and mobility is more important than audio quality.",4.0 out of 5 stars,Balanced Cost and Quality
48,"on February 14, 2017","
      2 people found this helpful.
    ",I had an RS 130 for many years and just wore out. This RS 165 doesn't have half the range. Also if I'm in the kitchen and still see the tv but the microwave cuts the sound on and off. Not happy with it.,2.0 out of 5 stars,Raise the model # and lower the quality
49,"on February 13, 2016",,Outstanding reception and comfortable to wear. The only thing I was not happy with it ships with a 3.5mm wire and no splitter to plug into the television. I had to sit a week and look at them while I ordered the splitter which I could not find anywhere locally in that size.They could/should have made it clear that this was needed in order to use them in the US.,5.0 out of 5 stars,Great but be sure and order the splitter
50,"on November 6, 2017",,"Thankful for Amazon as we were able to return it.  It would not charge.  Don't know if we got a bad one, but could not make it work at all.",2.0 out of 5 stars,Did not like
51,"on October 26, 2016","
      2 people found this helpful.
    ","I waited a few months to review this because of some of the negative reviews. This is my personal and unpaid review. The sound quality is fantastic. The sound is impressive even with the bass boost turned off during normal TV shows. When I play a movie the bass boost adds just a enough bass to feel those explosions and heavy sounds. The clarity is fantastic. I can hear dialog better than ever. No need for closed captions anymore. The price compared to others is a little high but worth every penny, I wish I purchased them sooner. Connecting to TV is simple and easy. The batteries have outlasted my 5 hour marathons. They can also easily be swapped out once the start to wear down. The fit, They did feel a little tight when new but now they seem to have loosened up a bit and now feel comfortable. The are a little large so resting your head on a pillow could be a problem. Dropout, after months of use I did have dropout twice. My conclusion is that if the audio is corrupted or the audio feed drops below a certain level the headphone will not carry the bad audio and it sound like a dropout. I use a DVR and when replayed over the dropout reoccurs indicating it the sound feed and not the headphones. I prefer this over poor sound in the headset. Most people, while watching a TV show accept the video signal glitch from time to time but when the audio does it and your using headphone it becomes noticeable. As for the closed back design, I prefer the better isolation of background noise. If something loud happens in the house you will still hear it. The buttons for changing the volume would benefit from a better tactile felling. Maybe the + and - could be raised more than they are so they are easier to find. Be warned, this head set can be turned up very loud. if you have hearing problems these will do the job.",5.0 out of 5 stars,"Fantastic sound, easy setup, good volume, and good fit after a few weeks"
52,"on September 14, 2016",,"I have used two Sennheiser headphones for T.V. listening for about two years now. Before that I used T.V. ears for 12 years and find Sennheiser is the best product for sound and comfort. This RS 165 model has a much better sound than my old HDR120 headphones,deeper base, better worddefinition for hard of hearing people like me. I only wish they would have independent volume controls for each ear,most people like me have a different hearing loss in each ear.",5.0 out of 5 stars,Good for people with hearing loss
53,"on August 19, 2017",,My Dad is in a nursing home and needed something that would allow him to hear the TV without annoying the other residents. Hey they are used all the time and he likes them. What more can you expect from well built wireless headset. Expensive but worth it..,5.0 out of 5 stars,"Get the best, you won't be disappointed."
54,"on September 18, 2017",,Would work with my cable box but not my Samsung tv which meant that it did not work for my fire stick.  I bought it for the Amazon Fire Stick.,3.0 out of 5 stars,"WORKS, JUST NOT FOR ME"
