,Date,How Helpful,Review Contents,Score,Title
10,"on March 4, 2018","
      One person found this helpful.
    ","It's hard to tell from photos, but once you get it in your hands you realize that this thing is premium. It feels like a luxury item and the sound is incredible. I've tried a ton of headphones and this one sounds right. It's powerful but not artificially boosted like many other brands. Always sounds natural and never gets harsh. From EDM, to folk, or jazz these headphones deliver. If you sound is what you're looking for, you found it.",5.0 out of 5 stars,Looks and sounds like luxury
11,"on August 13, 2016","
      13 people found this helpful.
    ","I was torn spending this much money on headphones. Not a giant audio geek, and mainly needed to get a good noise canceling setup with bluetooth. I love these headphones and have zero remorse. The noise canceling is  really good, the battery lasts forever, and the sound quality is excellent.For those who haven't used noise canceling headphones, they aren't a magic bullet. Basically they can mute things outside to a dull roar from really annoying. I have tried most of the major brands either in stores or using coworker's briefly and the canceling on these is solid. It shuts out most of the noise of the notoriously loud public transport trains where I live and takes my commute from slightly painful in parts to not a thing. And in the office doesn't shut out so much I can't realize someone is trying to talk to me, but mutes everything enough that nothing is distracting either. One feature of noise canceling on these is that when you are on a call it actually pipes in your voice and a little of the background sound to the headphones so you aren't accidentally yelling at who you are talking to, which is nice.They are fairly easy to bend a little to get the right fit, which I have to do to pretty much every set of headphones, and the cups rotate a little in all directions on gimbals to make sure you can get a good seal to your ear. These aren't super tight fitting headphones tho. So if you are looking for secure headphones for really active stuff these aren't what you want. I don't mind doing easy commute biking in them, but wouldn't use them for running or a really challenging ride.For the first few hours I was wondering if I should have sprung the extra money for the over ear model, and I am still not sure. These are more comfortable than any on ear headphones  I have owned and I have worn them for 6 hours straight without much of a problem and really don't find them any less comfortable in practice than my over ear wired gaming headphones. But if I had it to do over I might get the over ear model. These are slightly more portable when folded and since I got them mainly for throwing in a bag for my commute and office work, it's a wash.I doubted the battery life claims on these before I used them, but if anything it is low. I have had these headphones still working more than 24 hours after charging with about 6 hours of active use in there and being on and paired the whole time.I am not an audiophile, so my ear for high end sound quality isn't well trained, but the sound quality here is as high as I can judge. The only problem I was having with them was occasional glitching pops with an android 4 based phone, which was a known issue with the android bluetooth audio drivers and a thing for a number of models of bluetooth headphones, with android 5 that went away and the sound is crystal clear with plenty of range.Have been using these daily for six weeks and not regretted the purchase for a minute.",5.0 out of 5 stars,"These are excellent headphones. If you think you might want them, you do."
12,"on June 26, 2017","
      One person found this helpful.
    ","Just bought these about a week ago, have listened to them every day and I'm a big believer! Using an iPhone 6s, no problems with Bluetooth connectivity at all and the sound is great! Battery life is really good so far, especially considering the active noise cancellation. I recently returned a Wearhaus Arc with manufacturer's defects and it turned out to be a blessing in disguise. The Momentum OEBT is a much better set in design and sound quality, and worthy of the price tag. I have a narrow, horse-like face and the headphones fit pretty snugly, but well worth it for the sound and near silence from exterior noises. I wish the active noise cancellation could be toggled on/off for times when exterior noise isn't an issue and thereby squeeze a little more clarity out of the cans, but overall I'm super excited about these!",5.0 out of 5 stars,"Great sound, design, and easy setup out of the box!"
13,"on September 20, 2017","
      2 people found this helpful.
    ",The headphones are high quality and work well.  Instruction booklet is next to useless however.  Also the headphones were quite uncomfortable for me and I ended up returning them as a result.  They were quite heavy and too tight even with adjusting them a lot.,3.0 out of 5 stars,High quality but uncomfortable.
14,"on September 3, 2017","
      One person found this helpful.
    ","This was a fairly expensive purchase for me -- outside of my usual comfort zone. I had been using a different Bluetooth headphone set and, while they work pretty well, I always felt that something was missing. That something was clarity. Clarity is what lead me to the Momentums and they deliver it! They are not the most comfortable headphones -- I can only wear them for a couple of hours -- but the sound is wonderful. I highly recommend them.",5.0 out of 5 stars,"Clarity, clarity, clarity!"
15,"on June 2, 2017","
      4 people found this helpful.
    ","These were unbelievably good.  Rich, full sound. Great wired or bluetooth.  These rival my studio headphones.",5.0 out of 5 stars,Unbelievably good!
16,"on March 26, 2018",,The sound quality is good but the fit is off. It slides back and forth on the top of my head and the ears move up and down with heavy movement like jogging. If you use glasses to see it may cause discomfort behind the ear.  cant use them for more than 40 minutes at a time with my glasses on without pain behind my ears. That aside the sound is good and if i don't have the glasses on and i'm just hanging around my house I don't have a complaint. The Bluetooth connects great and the battery last for a long time.,2.0 out of 5 stars,This might not be for everyone.
17,"on April 12, 2018",,bought these a while back and so far were good and thought wow for the hold on the charge and Bluetooth. Later on I found out other headphones and were much better and noise cancellation was superb.Static noise and Bluetooth problems after a while.I wouldn't recommend these as you have better options now and much cheaper price with other headphones wish I would of known.,3.0 out of 5 stars,bought these a while back and so far were good and thought wow for the hold on the charge ...
18,"on April 26, 2017","
      4 people found this helpful.
    ","Spent a good amount of time researching the right pair of headphones for me. I had trouble finding these and other higher end options in a store to try. I ended up just buying a few different ones from amazon to try. The other headset, based on specs I was comparing them to were the Bose QuietComfort 35 Wireless (although these were over-ear). My criteria (not in order of importance) were sound quality, Bluetooth compatibility, travel friendly, noise cancellation & mic, battery and finally cost.Sound quality - from a sound quality perspective these are some of the best sounding headphones I have used. I listen to a lot of hip hop and R&B and while I appreciate bass as much as the next person the bass is really natural and not punchy (especially compared to some of the more heavy bass brands on the market). The range really is fantastic and really crisp.Bluetooth compatibility - has been great on my iPhone. It has been a bit of an issue with my computer. This is primarily because I have more than one device connected to the headphones at once (phone and PC). If I am listening to music on my PC and I get a call, when the call ends my PC isn't reconnecting back to my headphones. The issue really stems from my computer, so I can't fault the headphones. Just a warning to folks that if you are using multiple devices (including a PC) that you may incur challenges keeping multiple devices synced. Windows 10 in case anyone was wondering.Travel friendly - while not the most compact headphones on the market these fit nicely in the travel case, include a wired connection, adapters for airplanes, and fold fairly easily into the case. The only issue i've incurred is on planes. I travel quite a bit and having these earphones on for extended periods of time (3+ hrs) can put a lot of pressure on your ears. I read that from a couple of reviewers so I was not surprised, but looking back I may reconsider the over ear version of these headphones. On long flights I have to take off every few hours to relieve the pressure.Noise Cancellation & Mic - I love the noise cancellation. Others have mentioned but they don't have as strong of noise cancellation as Bose. For some that's a disadvantage, but the hollowness and deafness that Bose's noise cancellation creates actually bothers me. To each his or her own, but I don't mind that I can still faintly hear if someone is yelling to me. The real reason I took down from a 5 to a 4 star review is the mic. I know that seems petty for a set of headphones, but since I use these so frequently for my phone I get calls often. I get a lot of complaints from the other end of the call on the hollowness of how my voice sounds. I'm not a big fan of the mic and for a work call will always have to disconnect and just use the phone.Battery - I haven't actually tried to test how long I can get out of these headphones. I've been on 14 hour flights and used 80% of the time and had no issues whatsoever. IMO battery life is great. My barometer is whether it can last across my longest flight. Check.Cost - not the most expensive headphones on the market, but definitely not an affordable pair. I've been extremely happy with them overall for the sheer quality, build, sound, battery life and style. They do look great. All that being said they're still pricey. If you're looking for a deal, these aren't necessarily the ones I'd recommend.",4.0 out of 5 stars,Awesome sounding headphones with a few issues
19,"on October 30, 2017",,"While the sound and noise cancellation on these are fantastic, these headphones are much too heavy and uncomfortable to wear for any length of time. If you're interested in buying these, make sure you get a chance to try them on in person and wear them for a while to see if they're right for you. I wish I had.",3.0 out of 5 stars,"Great sound, but not so great to wear"
20,"on March 30, 2018",,"When I ordered these, I thought I had ordered over ears, but alas, I guess I was mistaken and got on ears.. with that out of the way, the sound on these are incredible. I am very happy sound wise.. wish I had the over ears, I just prefer them for comfort.",4.0 out of 5 stars,Nice Set of Cans
21,"on April 24, 2017","
      One person found this helpful.
    ",great sound quality and $500 bucks is well worth it. Get rid of noise well and build quality is superbe. I been using it for over 20hrs now and still havent charge it yet.,5.0 out of 5 stars,Buy it the way music meant to be listened
22,"on February 26, 2018",,"Great sound quality, wonderful noise cancelation.  They are a bit bulky, but last a long time on a single charge.  Just wish there was a way to turn off the noise cancelation and still listen to my music.",4.0 out of 5 stars,Awesome sound and long lasting charge.
23,"on January 26, 2018","
      One person found this helpful.
    ",The headband hurt as it was not able to be adjusted for my head.,1.0 out of 5 stars,A Good Headphone if it fits your head
24,"on March 20, 2018",,"Pros:- design looks great- sound quality is top notch- good battery- easy controls- can be used Bluetooth or wiredCons- not comfortable. I have to take breaks while wearing these.- headphone controls can't be used when using a wired connection (seems like a strange oversight)- headphones do not turn off automatically, which often leaves you with a dead battery (although you can still use them wired with a dead battery)",3.0 out of 5 stars,"Great sound, terrible comfort"
25,"on November 30, 2017","
      One person found this helpful.
    ",Product worked great for about 6 months then refused to enter pairing mode making its bluetooth function useless. Before that the battery status indication stopped working.,3.0 out of 5 stars,Product worked great for about 6 months then refused to enter pairing ...
26,"on January 19, 2017","
      3 people found this helpful.
    ","I really like my HD 280 headphones, but between the really long cable and large around-the-ear muffs, they aren't all that portable; I can't hang the 280s around my neck when talking with someone, since I have to hold my chip up to clear the large muffs.  The 280s also don't breathe very well.I got the on-ear momentum 2.0's so that I would have a smaller, lighter, and more breathable solution.  And they work great!  I have an LG G4 and a Samsung Galaxy S7 and a bunch of lossless FLAC copies of my music CDs, so I can take advantage of the lossless aptX bluetooth codec feature.  The 22-hour battery life is incredible too (much longer than any tiny bluetooth earbuds can manage.)The active noise cancellation beats the passive attenuation on the HD 280s hands-down.  The momentums also have more punch in the bass.The little things are nice too: an audio cable (for when the battery dies), a draw-string pouch, and a soft travel case.",5.0 out of 5 stars,Extremely Convenient
27,"on February 28, 2018",,"They are too small, they don't even cover my ear completely. Think it's a bit over priced. And the noise cancellation isn't that great.",3.0 out of 5 stars,And the noise cancellation isn't that great.
28,"on November 23, 2015","
      3 people found this helpful.
    ",These are great headphones. The best I have ever owned personally. I have used them for everything from listening to music on my phone to running a Skype communication at a science symposium for my organization. You can hear everything. Other than music I usually use them with my desk phone and an in line Bluetooth headset base. They work as advertised connecting to multiple devices. They seem to give precedence to whatever played a sound last. I disconnected them from my work cell since the key clicks would come through while I was listening to music on my personal cell. The only issue I have had is when my phone is in my pants pocket away from them with my body in the way it brakes up from time to time. I move the phone to my coat pocket and it works well again. Otherwise people on calls can hear me fine and music sounds wonderful. I occasionally use the cord that comes with it to listen to music. It does not have an inline mic or controls so can't use it to make wired calls. Maybe with a different cable? I like the way the cable locks into the headphones my friend is always complaining about his expensive headphones that the cord bounces when he wears them. These don't have that problem at all. I would recommend these headphones to anyone.,5.0 out of 5 stars,Best I Have Owned
29,"on February 17, 2018",,"Sennheiser quality and affordable!  Tried the Sony WH1000XM2 - a comparable product but found the Sennheiser more comfortable.  For those serious about your music - you will not be disappointed.  This is an outstanding company with great customer service.  I had a previous model that, after a year of use, had problems with - received a brand new unit as a replacement - no questions.",5.0 out of 5 stars,Tried the Sony WH1000XM2 - a comparable product but found the Sennheiser more comfortable. For those serious about your music - you ...
30,"on April 11, 2017","
      2 people found this helpful.
    ","Great sound quality - almost too good - you can hear every tiny noise in the background ""BOOM"" - good product.",5.0 out of 5 stars,Great sound quality - almost too good - you can ...
31,"on March 1, 2018",,"These things are so uncomfortable on my ears, they give me headaches while in use. It sucks because the sound quality is great, with a bass heavy sound. The build quality seems high, with lots of metal and durable feeling plastics. Honestly the only real problem is the comfort, everything else these things do is exceptional. If you have a smaller head, less sensitive ears, maybe give them a try.",3.0 out of 5 stars,"Great sound, painful to wear"
32,"on December 22, 2017",,Comfortable and includes multi-point connectivity. I use it primarily with my Sony NW-ZX300 and my Samsung Note 5.,5.0 out of 5 stars,The Swiss Army Knife of Headpones
