,Date,How Helpful,Review Contents,Score,Title
10,"on December 6, 2017","
      4 people found this helpful.
    ","If you're like me and trying to figure out if these headphones are worth the price, here is my answer: YES. If you're upgrading from anything cheaper, you'll love these. I use these for video editing and with my 2011 iMac, it uses the best quality possible (aptX), with no lag. The noise reduction isn't perfect, but with music playing, it's great. They're comfortable, and the charge the battery holds is beyond expectation. Please buy these!",5.0 out of 5 stars,If you're like me and trying to figure out if these headphones ...
11,"on January 15, 2018","
      2 people found this helpful.
    ","Bought these for my girlfriend to block out all the ruckus I make when playing online with my buddy.  So far she hasn't been able to hear me so that's great.  They are very light and produce high quality audio with a much appreciated basic/sleek design.  We haven't tested the battery life but we haven't had any issues with it.  If you have big ears you might find these cups a bit small and will not sit over your ear completely; I uploaded a picture of them lying next to my Sennheiser HD558 which sits very comfortably over my larger ears. Build quality is good with a smooth quality plastic feel (I mean that in a good way), however, it could use a bit more padding under the band.  The controls on the cup are not intuitive or easy to distinguish; I feel they could have done a better job implementing the controls.  Overall, these are good wireless headphones but I think a price tag closer to $100, instead of $150, would make this a better bargain.",4.0 out of 5 stars,One of the better mid range wireless headphones.
12,"on January 10, 2018","
      2 people found this helpful.
    ","These headphones are not bad, I give them three stars because they are not a good value in my opinion.  For the money you're spending you can truthfully get comparable or better build quality and performance.Build quality - Not bad but not premium either.  They are solid but they do feel plasticy (they are plastic) and cheap, but well put together.  Solid build does count for something but but when cheap materials are used it kinda takes some of that away.Sound - I was not impressed to say the least.  They didn't sound bad but they also didn't sound good.  If I paid $40 for these I would say they sound good (not great) but that is not what you pay and I definitely expected way more.  The volume is also on the low side with both ANC on and off.  Decent sounding headphone but not what I expected in this price range.ANC - NO, my passive noice cancelling headphones (Avantree Auditions) do almost as good of a job blocking out the outside world.  I turned ANC on and off and there wasn't that big of a difference to me.  With just a small fan on, I still heard the fan up until I turned the music up past 50%, you may say that's good but that is the same result I got with my Avantrees and they have no ANC.Comfort was good, the ear cups are very plush and you could wear these for a while.  I like the locking 2.5mm audio cable...I hate yanking those out.  Again I am not saying that these are bad headphones, they are actually good...but for this price, no, you can get similar or better even cheaper. Oddly enough my Avantrees have out-shined  or matched these in all categories and they are 1/3 of the cost.  I only looked to replace them because  they are getting old and the USB port has developed a short.",3.0 out of 5 stars,"Good headphones, bad value."
13,"on August 9, 2017","
      4 people found this helpful.
    ","Sound quality and battery life are great.  As others mentioned, ear cups are too small and fitment is a bit tight.  I can deal with it after some adjustment.  If they were in the 300+ range, I would have returned them for a more comfortable pair but given I paid about $175, I'll just hang on to them.  Initial prompt voice has a british accent which is odd for the US market but whatever.",4.0 out of 5 stars,"Sound quality/battery is great, comfort/fitment needs work."
14,"on March 19, 2018","
      One person found this helpful.
    ","Pretty good, OK. They sound great. Sound quality is what you would expect or better from $100 Sennheisers. I cannot discern a difference in audio quality between these and anything else, although they do seem to be a bit on the warm side, they are not overly so. They'll start with 5 stars for this. The First real problem is you can't use them in any way while you charge them. The Bluetooth stuff turns off when the usb is connected for charging. There's a loud hiss when both the USB charging and 3.5mm cables are connected to a source. Sounds kinda like a bad ground loop. It _May_ be this unit only, but everything else works fine (after a few minutes debugging an issue that amazon caused). They can't be 5-star if you can't charge and use them simultaneously.Also, they require a better Bluetooth adapter. https://www.amazon.com/gp/product/B009ZIILLI does NOT work, despite being suggested as an add-on by amazon. I do not fault them for this, but rather amazon for selling me incompatible products together in a bundle.Second real problem is when you attempt to use these as a phone headset. It's specifically designed for ths, and even has programed buttons for answer, hangup, voice dial, etc. The only problem is that other people cannot consistently hear you. Your voice cuts out, and they complain.  It's like the microphone isn't able to consistently pick up your voice. Loose another star for not being able to do something they're advertised to do. Luckily it's not what I bought them for, and they do play music well. -1 more star, down to three.Also, as others have said, this isn't for people with larger ears or heads. I can only keep these on for about an hour before my head hurts. I think i'll have to go back to my HD-280 pro's, at least for a few hours a day. some days I wear headphones for 6-7 hours. Yeah, lets go ahead and take another star off for these. It's really not that bad because I HAVE to take them off for conference calls, but still... -1 more star. down to two.These are arguabally supra-aural, not circumaural, as advertised. I guess it depends on your ear sizes, but that's not really a fair comparison. They need to fit around at least 85% of peoples' ears, otherwise they're just supra-aural. minus 1 more star. oh noes! we've reached 1 star.Will be returning these.",1.0 out of 5 stars,I really want to love these... but cannot.
15,"on December 19, 2017","
      2 people found this helpful.
    ","These are great headphones!  I love that they fold up small and portable.  They are very comfotable, and the active noise cancelling is decent.  They have a nice built in mic and the control buttons to control playback are the best I've ever seen on headphones or earbuds.  They are made of nice materials and feel sturdy, and they are a little heavy.  They have an INCREDIBLE battery life.  They come with soft carrying pouch and a charger and an AUX cord for wired music.  The sennheiser app is decent.  They have a customizeable EQ, but my one complaint is that the bass is not very powerful.  I wish it was more bassy.  They look cool and they are great headphones! MUCH BETTER THAN Sony XB950B1",4.0 out of 5 stars,"Not as much bass as I want there to be, incredible battery life, full, crisp sound, decent ANC"
16,"on August 31, 2017","
      4 people found this helpful.
    ","Great sound and build quality. These feel very high-end. Noise reduction is on par with other headphones I've tried. These are definitely on-ear, not over ear. You may need to take a break if your ears get uncomfortably smashed. I can bear it for hours though. While walking around the city, I've had the bluetooth connection drop out, but i'm not sure if that's an iPhone or headphone problem.",4.0 out of 5 stars,Love these. Would give 5 stars if they were truly over-ear.
17,"on August 14, 2017","
      9 people found this helpful.
    ","My biggest concern when I got these were that the ear pads would be too small. I don't have large ears or sensitive ears but those concerns were justified. The ear pads are pretty small. But they are also pretty soft which makes up for it for the most part. They get softer with use too. I wear these all day at work and the first week or 2 I had to take breaks because my ears and surrounding ... ear bones???... were getting sore. I even looked into getting replacement ear pads but of course, like more and more products these days they are proprietary sizing so finding a non Sennheiser brand replacement was futile.I love the sound of Sennheiser and the wireless range is crazy good with these cans. I put in some time and maybe my ear bones got firmer or I just got used to it, but now I can wear these all day without an issue.Anyway, I was worried about the size of the pads and while small, they're not unreasonably small.",4.0 out of 5 stars,The ear pads are pretty small. But they are also pretty soft which ...
18,"on February 15, 2018","
      2 people found this helpful.
    ","These are a great set of headphones for their purpose, so be careful not to judge them too harshly.What they do great at:- For the price, the noise cancelling is about 80% of the Bose (in my opinion). The padding is soft and forms a great seal and the noise reduction does what it says, considering the price. So a fantastic closed-back headphone with active noise cancelling and Bluetooth in a single package- Battery life- I like the dual cable & Bluetooth, so if the Bluetooth dies, you can still use the headphones- Voice calls are crystal clear, which is something considering where the mic is, and the headphones auto disconnect the noise cancelling when you're on a callWhat to look out for:- Sennheiser flatness of the mids as a closed-back headphone. It's unfair to judge them against my HD 598SEs (but I do anyway). Understand they'll sound flattish and has that typical closed-back sense, but that's why I have a pair of HD 598's when I want that clearer sound. I did feel they were a bit aggressively flat on the high notes versus just being natural- Yes, they've included Bluetooth controls, but they don't seem to be designed to be used all the time, as they're a bit fiddly. If you see the robust buttons on the Bose, you'd see what a more refined design is. I found myself frequently trying to figure out if I was touching the volume control or the next track rocker.- While the build is solid, I'm eyeing the headband with suspicion as I feel they could have made them a tad thicker considering they've hinged them to high heaven as part of how it compacts for travel. It hasn't broken yet, but if you look at a pair of headphones like the 598s, you'll feel like you need to treat these a lot more carefully- The soft carry bag. I suppose with all the money in electronics, you can't expect too much. I just feel I need to get an extra hard carry case if I'm lugging these around. And the bag doesn't do anything special for cable management, considering you have two cables to contend with now (USB and manual audio)It's terrible to call a headphone a good compromise, but that's what they are. A jack of all trades and a master of none, does make this a good value all rounder. I would recommend and buy them, if you understand their weaknesses and want them for their strengths.",4.0 out of 5 stars,"A jack of all trades and a master of none, but class-leading value at this price point"
19,"on February 4, 2018","
      2 people found this helpful.
    ","Price is low compared to other products in this category, but you can see why. Plastic feels cheap. It is very lightweight, which is good. Just feel as though it’s going to break before too long. I have hifiman and momentum 2.0 headphones, and these were the cheapest, and you can tell why. The cups are pretty small and can hurt your ears after a while. Bluetooth connectivity is wonky to get connected if connecting to multiple sources throughout the day. Sound quality, however, is very good, as you would expect from this brand. if You can",3.0 out of 5 stars,which is good. Just feel as though it’s going to break ...
20,"on April 3, 2018",,"I bought these to replace a $60 pair of August EP650s which drove me crazy with signal dropouts while commuting and walking around bluetooth and wifi saturated SF. These are much better, but dropouts still occur. I would say they eliminate 80-90% of the problem. My old iPhone 6 may be part of the issue and who knows, more expensive phones might have the issue as well. This is my first pair of ANC phones so I have no comparison to offer, but they do a fantastic job on the subway. I can hear very little of the ambient environment, so I don't need to listen as loud which is more relaxing. Looking forward to trying them on a plane. Build and audio quality seem very good, except for the ridiculous tiny buttons which are hard to operate and distinguish from one another.  The ""multifunction button"" is the worst and has no tactile ""click"" when pausing/playing. Turning the NC off and on is harder than it should be. I also wish they came with a better case--they needn't have bothered with the cheap fabric one and I haven't been able to find an aftermarket one which fits. Overall, I will keep them but they definitely could benefit from a redesign of the controls.",4.0 out of 5 stars,"Good phones, poor controls"
21,"on January 13, 2018","
      2 people found this helpful.
    ","Very nice! Would definitely buy again.  Ear space is smaller than husband's Bose, but still comfy enough. Good sound and they pack nicely for travel.  Two things I would like - a better noise cancelling off/on. Right now, it's difficult to turn if on and there's no ""announcement"" to let you know it's on, unlike my husband's Bose which has a clear on/off position. Secondly, and this is true for all bluetooths, why not an app that connects so you can tell how much battery is left before it gets way down?  I had a list of requirements and these were the only ones somewhat reasonably priced that fit the bill.  Highly recommend.",4.0 out of 5 stars,Very nice! Would definitely buy again
22,"on November 27, 2017","
      3 people found this helpful.
    ","I own a pair of HD1’s. They cost almost 3 times what these cost. These are very nearly as good. Less detailed, but a warmer, smooth sound. Very comfortable and light. WAY better sound than Bose or Beats.",5.0 out of 5 stars,These are very nearly as good. Less detailed
23,"on March 23, 2018",,"Bought these as a gift for my partner who works as an editor in medical publishing.The noise cancelling technology is odd and difficult to get used to. It is also difficult to detect initially, but  after wearing these for a few hours they are quite impressive. The NC tech in Sennheiser is very different from what is used in Bose and Sony, while I could detect the pressure it was not as overwhelming as the Sony and not as bad as the Bose either.It seemed as these also let a bit more sound in than the other two as well but these did well at covering up the softer murmuring of human voices in the background.  Possibly better than the Bose in that regard as none of this tech seemed to do well at eliminating directed human sounds.",4.0 out of 5 stars,Give them a chance.
24,"on January 2, 2018",,"Previously had Senn Urbanite XL.Noticable differences in sound with the NC turned off:More neutral coloring than the XLs, wider sound stage. Clearer than I remember the XLs being. Bass can be underwhelming at times (I tend towards more bass heavy though).With NC tuned on:Sound lacks depth of bass, almost like the mids (especially high mids) are boosted. Has a flavor of tin can sounding. Not terrible but a little disappointing. I suppose if you are in a noisy environment a lot of the depth would be lost anyway but I was a little disappointed in the difference between on v off.Fit: Mostly ok. A little tight at first, but got used to it. I like that they don't fall off when I bend my head back. Wish the ear cups were like 10% bigger. It feels like the cups are barely over my ears.Otherwise for the price they are a pretty decent pair. I don't know that I would buy them again but I'm not unhappy with the purchase.",4.0 out of 5 stars,Good for the price
25,"on May 21, 2017","
      4 people found this helpful.
    ","I've now owned these for about a month. Their sound does open up after awhile. They are a bit heavy on the head. Overall though, I am growing happy with the sound music-wise. People I've called using the 4.50 say that the sound quality is good. I recommend them.",5.0 out of 5 stars,I am growing happy with the sound music-wise
26,"on February 21, 2018","
      3 people found this helpful.
    ","This product lacks good design.. First, it's kind of neither on ear, nor over ear headphone... Ears start paining in 45 mins... Also, the product I got did not connect via wire- I could listen to only instruments but not vocals.... Also, it could connect to my one phone via bluetooth, but not with others when I tried at different times.",1.0 out of 5 stars,This product lacks good design.
27,"on January 29, 2018","
      2 people found this helpful.
    ",Nice active noise reduction...but ear cups are too small and uncomfortable.  The more expensive Sennheisers do not have this problem. Avoid unless you have small years and do not listen for long periods.,2.0 out of 5 stars,Avoid unless you have small years and do not listen for long periods.
28,"on April 12, 2018",,"These headphones are great for listening to music but they only work for calls in very quiet environments.Pros:- Excellent sound quality for everything from classical to rock music.- Great bass, treble, and balanced sound.- Minimal hissing as part of the noise cancellation (much lower than beats or others).- Excellent volume range.- Bluetooth pairing is easy and BT works well.Cons:- Microphone picks up even the quietest background noise and amplifies it like a hearing aid or spy microphone.- As a result phone calls only work well in a very quiet environment.  Even a radio playing in the background (e.g. at a coffee shop) is very disturbing to the other party.- Top headband padding is a bit hard and can hurt after a while.I wanted to make these headphones work because the sound awesome but they simply weren't usable for business calls.",3.0 out of 5 stars,Great for listening to Music but not suitable for phone calls.
29,"on March 13, 2018",,These are great noise cancelling headphones at a reasonable price. These are on pair with the Bose at a much lower price point. I would recommend these. I did though end up giving these to someone else and opt for the Sennheiser PXC550 as an upgrade. The only downside to the HD 4.5 is that they will only pair with one BT source at a time. Anytime you want to switch to a different device you will have to repair. Not a huge deal and you always have the wired connection as well.Also note that both of these models work great for phone calls.,5.0 out of 5 stars,Very nice noise cancelling headphones.
30,"on April 9, 2018",,"Between my commute, sitting at work, and playing video games at home, I use these things easily 3 to 4 hours each day. The verdict? These headphones are amazing!Pros:Phenomenal sound qualityVersatile design that can be wired or bluetoothExcellent noise canceling for the price pointCompact and sturdyThat 24-hour battery life claim is legitCons:As other reviewers have pointed out, the ear cups are relatively small -- this was not a problem for me, but may be for some with gigantic earsIt took about two days of extensive use to break them in; before that they caused a bit of soreness, but now they feel perfect",5.0 out of 5 stars,Amazing quality (but not for folks with oversized ears)
31,"on March 14, 2018",,"I'll try to keep it simple and still meaningful.Why 3 stars?The sound quality surely deserves 5 stars and noise cancelling is very good too. I gave overall 3 stars because the ear cup is a little smaller for my ears. SO please try these from a local store before buying online or at least do not miss the return window if you directly bought it online. I bought these in Nov 2017 from Amazon for my wife (no problem for her as she has smaller ears than mine), Also the BT pairing is already not working so I'm forced to use it wired for the time being (i.e. no bluetooth device can detect this headphone). I'm going to contact Sennheiser for this issue. I also own a Sony XM1000 2 which is pretty awesome in every intended aspect compared to this one (although i would assume they are probably not in the same segment).I agree",3.0 out of 5 stars,Great sound but can really hurt bigger ears (BT pairing stopped working after 2-3 months)
32,"on March 13, 2018",,"The sound, is excellent, the construction is high quality, and for general walking around listening to mp3's or streaming podcasts it would be difficult to discern the difference between these and phones which are about $150 to $200 more.While the fit is tight around the ears, when adjusted my ears just tuck in.  Others, apparently from reviews elsewhere, have had issues with the diameter.  The noise canceling works well enough for me:  when using my snowblower, as well as in more normal environments.Well worth the money.",4.0 out of 5 stars,Great value for money!
