,Date,How Helpful,Review Contents,Score,Title
10,"on December 11, 2014","
      One person found this helpful.
    ","Had a bit of a problem when first tuning it but it came in clear when we put the stand on an end table instead of on the tv stand.  There was a lot of static coming in but came in crystal clear after we moved it.  Not sure why that made such a huge difference.  I purchased this with another one that comes with the stand so my husband and I can watch it while our baby is sleeping.  This is so much better than reading closed captioning!  The headphones go on the ear as opposed to being concaved where it goes over your ear.  It doesn't bother me though and feels comfortable but I haven't worn them for longer than a couple of hours.  I just purchased another one so we can have one for my mom when she visits.  So we will have 3 headphones tuned into one stand.  It was really unclear when I was reading the reviews and researching if multiple headphones can be used with one stand as some people said no or they didn't know and one person said you had to buy a splitter.  Just want people to know that you can use multiple headphones with one stand, you just tune them one at a time, no other equipment is needed.",5.0 out of 5 stars,This is so much better than reading closed captioning
11,"on October 22, 2017","
      One person found this helpful.
    ","What I've have was that it has become harder to watch TV and be able to understand what was being said.  When my wife wore the wireless Sennheiser headphone I purchase for her it was easier to understand what was being said. So I did some research and found out the wireless base unit would support two headsets. I order a second headset for me and could not be any happier.  Great headset, have not had any problems.",5.0 out of 5 stars,Works Great For Me
12,"on July 31, 2017","
      One person found this helpful.
    ","The sound is very good.  Know that the tuner is manual, not automatic, so you adjust the dial to get the best sound.  It comes with two rechargeable batteries, but I got one battery that's not working.  With good batteries it's working well.  They're advertised as over-the-ear headphones, but they look like on-the-ear headphones.  When pushing IN the center of the ear cushion, there's enough of a depression for a hearing aid.",5.0 out of 5 stars,Like the Product
13,"on April 11, 2018",,"This is my third pair of these wireless headphones. Several years ago one ear on the first set stopped working, but the seller replaced that set without charge. Both of my current sets work very well. The most recent set is being used in conjunction with an ESYNIC Digital to Analog Converter ( I had no available analog Audio Out connections on my TV.) with an aftermarket Toslink Cable connecting the Digital Out connector and the DAC. This combination seems to give exceptionally good sound.",5.0 out of 5 stars,"Easy setup, great sound."
14,"on June 26, 2016","
      2 people found this helpful.
    ","These things are awesome. This is my second pair and make watching TV late at night a joy. No worrying about waking anyone up with the TV volume. My wife goes to be way before me, and with my hearing loss, I have to have the TV volume really loud to be able to make out conversations.Really comfortable and have great range. I can walk around my house, go outside on the porch and still get great reception.",5.0 out of 5 stars,Marriage savers
15,"on August 9, 2016","
      2 people found this helpful.
    ",The Sennheiser wireless headphones are the best solution we have found for listening while jogging on the basement treadmill.  The Supplemental headset seems to have somewhat less volume than the original.  We bought a separate charger and both the original rechargeable batteries and another set purchased separately work fine and hold the charge two or three weeks.,3.0 out of 5 stars,"Great solution, but on the quiet side."
16,"on January 18, 2015","
      One person found this helpful.
    ","My husband and I live in a townhouse in a retired community.  We share a wall with our neighbor.  Wouldn't you know, her bedroom is joined to our living room on the common wall.  Watching to TV and  listening to music with these headphones, we can be good neighbors and respectful of each other when only one of us wants to listen and one wants quiet. Another really important advantage to me is that it brings the sound right to me.  I have some hearing loss in both ears, and even with hearing aids it is sometimes hard to distinguish words, especially as the sound goes up and down from action to quiet conversation.  The sound is crisp and clear, the sound level is adjustable, and the headphones are comfortable.  You don't have to spend hundreds of dollars to get what you need in a headset.",5.0 out of 5 stars,Answer to hearing needs at a good price
17,"on January 31, 2017","
      2 people found this helpful.
    ","Out the box, connecting it to the tower and into my TV a little turn of the knob all in a matter of 2 minutes, forever changed my way of enjoying the sound of movies and shows. Feels like you are in a theater and feeling the sound engulf you. For the price the quality is 6 Stars.",5.0 out of 5 stars,Feels like you are in a theater and feeling the sound ...
18,"on September 6, 2017","
      One person found this helpful.
    ","I needed another headset.This paired perfectly with the base, after batteries installed. Was using in 3 minutes. Bounus!!! this set is smaller and lighter than original headset, does not fall off as easy! I can get up and move around and it stays better. The bestway to watch movies, or even the news, can roll pseky ads right down.",5.0 out of 5 stars,Fantastic----mates to original base.
19,"on December 26, 2017","
      One person found this helpful.
    ",Static. Static. Static. This is not blue tooth.  This is a radio transmitter and you must tune the headset into the proper frequency. There is no way to tune the headset so you don’t hear static. Imagine you’re watching a movie and during all the quiet scenes you hear a hiss. Don’t buy them.,1.0 out of 5 stars,Absolute Crap
20,"on February 24, 2015","
      One person found this helpful.
    ","I had my doubts about this product , when I first  hooked it  up . Had  a cable connection issue no picture  at first ( Older LCD TV) change the  HDMI port an solved that. Went to hook these up an got static , advice  from a friend said run it off the cable  box audio to back of  TV then to too  Sennheiser sending unit , So went to radio shack an bought a  6 component connect red an black  piggy  back adapter cable , has  2  connections  for cable box audio,  two  for back of TV audio an then on the same connector picky back females to connect to sending unit  by Sennheiser , Very pleased! too bad  some cannot share  the same happiness as in my  other half  as I bought two head sets .",5.0 out of 5 stars,Sennheiser HDR 120 wireless radio  head sets for TV they are great !
21,"on December 10, 2016","
      2 people found this helpful.
    ","After reading the reviews I was a little suspect.  But I have just hooked the system up, which took all of about two minutes and the sound quality is amazing!!!!  I have a large panel set and watching movies is like sitting in a movie theater.  If you have discussions with your significant other or other family members about the sound being too loud, here is your solution.  Great product at a great price!",5.0 out of 5 stars,Great product at a great price!!!
22,"on December 30, 2010","
      3 people found this helpful.
    ","My wife and I have a small child and we are always afraid to wake him up by watching TV at night. It's great to be able to put these on and each set the volume to our liking (we got the extra set of headphones along with the base station) and know that we won't wake him up.The range seems great. I can use them all over my house while getting up to go to the kitchen for a snack during a movie or to the bathroom and still hear everything. Battery life is also good, I've used them on and off for a few days without recharging and had no issues. The only thing is that you can only charge one at a time, so if you have two like we do, make sure you alternate which one you are charging so you don't end up with a dead pair when you want to watch something.Tuning them in can be an issue, and there is almost always a very faint hissing sound, but when you are actually watching a movie or playing a game, you don't notice it. I have tons of wireless stuff in my house with phones, routers, other wireless devices, etc and haven't had any exceptional problems with interference. The hissing isn't loud enough to be a distraction to me or my wife, but audiophiles or picky listeners may find it more distracting than we do.One thing to be aware of is that a lot of newer TVs and even home theaters do not have headphone jacks anymore. I plug the headphones into my Mac Mini computer which we have hooked up to the TV as a media center, but I can't plug them directly into our TV or into our Sony ""Soundbar"" speaker system, as neither one of them have headphone jacks or RCA Audio Out (the red and white connectors). So, make sure they'll actually work for you with your setup. If you only have optical audio out on your home theater system or TV, you may have to find headphones that support that type of connection, and they are quite a bit more expensive.Setup is as easy as plugging the base up to the power outlet and into your audio source. You may have to adjust the tuning knob to get a good signal as well. Like I said it can take some fine-tuning to get it just right, but after I had it setup I haven't had to mess with it since.The headphones are very comfortable for my wife and I both. I've worn them for some marathon gaming sessions and never found them to be uncomfortable.I'd recommend these headphones to anyone looking for some wireless headphones. I think they are a reasonable price and good quality for the money.",4.0 out of 5 stars,Nice to be wireless
23,"on July 6, 2013","
      2 people found this helpful.
    ","I gave this 5 stars even though I had a set ""go bad"" on me; however, the set that went bad was my fault because evidently I didn't read where I was advised to never use regular batteries, always use rechargeable (even though I ruined the 1st headset I got at least 2 years of wear out of them).  There are some Sennheiser's that you can use regular batteries in but this wasn't that product....I realized that when I read the instructions that came with my new headset.  Even if I only get two years wear out of these, I'll be happy but I expect, since I'm aware of the ""battery dea,l"" that I will get more service than two years.  You can not go wrong with this headset if you want to be able to hear the actual TV dialog rather than just voices droning.  I just bought the headset replacement and am still using the original charging station from my first set.",5.0 out of 5 stars,Second Set
24,"on January 9, 2014","
      3 people found this helpful.
    ","My first HDR headset broke in the middle after considerable use (three years), possibly by my handling.I ordered a replacement headset, but a little over a year later, when lowering the ear pieces, a small lock broke and the ear pieces would not stay up and hung by the wires.  This happened with one ear piece followed by the other about a month later.  I think this was poor design (cheap plastic parts).  I had not handled the pieces roughly or damaged them.I ordered another headset in Dec 2013 which had an erratic on/off on switch on the headset the first time I used them, and then again about a week later.  Overall, it may have happened five or six times in the first month, so I sent them back.My first experience with Sennheiser with the original headsets (ordered Aug 2009) was excellent, quality, sound, etc., but now I feel they have a quality problem.  I would not buy them again.",2.0 out of 5 stars,Poor Physical Quality Headsets
25,"on January 14, 2017","
      3 people found this helpful.
    ","Technology is going backwards with bluetooth only allowing one set of headphones to be connected. We tried another version of Sennheiser that were much more expensive, and even the Geek Squad couldn't get them to work properly. Ordered these and they work like a dream. Wonderful that you can have multiple sets connected at the same time!",5.0 out of 5 stars,Ordered these and they work like a dream
26,"on May 17, 2015","
      7 people found this helpful.
    ","I purchased an extra headset to compliment the 2 units (charging base with headset) I have been using for some time now. We keep one charging base with a headset in the living room (for the main TV), and another charging base with a headset in the bedroom (for the bedroom TV). The charging base can only hold 1 headset at a time, so this is why we have 2 charging bases and headsets. The 3rd headset will allow us to use the 2 headsets while charging the third.The sound quality is fantastic. We prefer to listen to the sound through the headsets, as the flat screen TVs have horrible speakers (even with an added speaker system). We used to have TV Ears, but got tired of having to replace the headsets every few months and the horrible customer service. These headsets are a litter heavier (due to the rechargeable batteries are in the earpiece), but are worth it. This product is durable and has never given us any problems. I can wear it outside and go across the street, and still hear the TV! The wireless technology is fantastic. If I want to watch TV in living room and spouse wants to watch a different channel in bedroom, there is no conflict in the sound, since the headsets are near an individual charging bases and you can adjust the frequency (located on the earpiece). You can also adjust the sound on the earpiece.",5.0 out of 5 stars,"Durable product, great sound quality, fantastic wireless technology"
27,"on August 4, 2017","
      One person found this helpful.
    ",excellent for wearing while my other set is charging.  My husband will use this spare so he can hear while he is in the computer room and the news is on.  Such a great idea.  I'm so glad I bought the spare pair along with the charging station that also comes with headphones.,5.0 out of 5 stars,Great idea
28,"on June 21, 2016","
      6 people found this helpful.
    ","I bought 2 of these headsets because my mother will be staying with me to help take care of my newborn baby girl.  My apartment is small and baby is super sensitive so I bought theses so that my mom can watch tv without affecting the baby while she sleeps.  For my purpose, these worked out great, no complaints from her at all.  She can watch tv at a comfortable volume and not have to worry about awaking the baby.  At the same time, my neighborhood can get noisy with traffic and police sirens as well as window ac.  With this headset, I can turn up the volume to beat the outside noise at the same time not disturbing anyone else who might be sleeping at home.  These are great choices for the budget conscious who doesn't have super high expectations for sound quality.  You do have to turn it off as soon as there are no sound output from the tv otherwise you will hear static.  Each charge lasts for many hours of use so I'm pretty happy about that.  My mom was also concerned about how tight it might be as she is very particular about how it feels on her ears.  She has no complaint about this at all.  It's not too tight, just enough to sit comfortably on your head.  But if you happen to have a small head and you lower your head for reasons such as eating, the headset will move and not stay in place.  But we'd rather deal with that than to have a very tight uncomfortable headset.",4.0 out of 5 stars,My apartment is small and baby is super sensitive so I bought theses so that my mom ...
29,"on February 19, 2015","
      2 people found this helpful.
    ","I purchased this after I bought the original new system. I got it as a used unit. Compared to the original which is new, this one tends to crackle a little but not all the time. At one point,  I lost sound in the right earphone but it came back. It fits our purposes. We want to be able to watch the TV together and not bother the sleeping children in our house and hear the sound more clearly without turning up the volume. For the money it was a good deal. As I said the only negative is that we get a little bit of crackling even if we have tuned it correctly.",4.0 out of 5 stars,okay for the money
30,"on April 7, 2017","
      2 people found this helpful.
    ","I purchased this Wireless Headphone after reading some equivocal reviews. However while it worked for a while, it suddenly stopped working after a month a few days after the return deadline. The batteries were fine. I did a reset after removing batteries and unplugging charging set. There was no sound and there was no way to sync the charging station. The saving grace is that one of the headphones still work. Probably will look for another brand next time.",2.0 out of 5 stars,The batteries were fine. I did a reset after removing batteries and ...
31,"on July 23, 2014","
      2 people found this helpful.
    ","Love these headphones and the whole system. Have been using for years. I live in a condo with a home theater projector and want to be considerate. So no sound surround for me. My wife and I use these exclusively to watch.  I generally don't like things on my head, like hats, etc. so I was concerned about these. I use them for HOURS with no problem.  After a few years of daily use the black ear muffs get a little worn and I have replaced them. But that was with a LOT of use.  Great quality, great sound. On each headphone there is a volume control and a frequency control. We have two transmitters. We set them at different frequencies.  So my wife can be in the bedroom watching her HGTV on one system while I am in the adjacent living room watching NYPD Blue.  When she comes out to watch a movie with me, she just rotates the frequency dial up and listens to the LR system.  Great.",5.0 out of 5 stars,Great headphones
32,"on May 2, 2015","
      2 people found this helpful.
    ",Ordered this to replace a headset that I purchased 5 years ago.  The old headset would not consistently recharge when placed in the transmitter.  I had replaced the rechargeable batteries but that was not the problem.  The red light indicating that it was charging would not come on when the old headset was placed on the transmitter without a lot fiddling around with it.  Finally decided that the headset was the problem and ordered this as a replacement.  All is good again.,5.0 out of 5 stars,Replaced the headset and all is good again.
33,"on May 21, 2015","
      4 people found this helpful.
    ","I've had a pair of these I've been using for about 5 years already and they had served me well.  I probably used them for 8 to 10 hours per day for TV, movies, gaming, etc.  After all that wear and tear the right speaker went out, so I didn't hesitate to replace them with a new set.  The are very lightweight and very comfortable.  I would get the charging stand though.  It is well worth it.",5.0 out of 5 stars,Very Comfortable and Very Reliable
34,"on May 26, 2016","
      2 people found this helpful.
    ",I have two sets of these.  They are very comfortable and reproduce sound without a hiss.I've had my first set for over a year.  Bought the other set for another television - I also have an extra head set.  No problems with anything.  I would recommend this product.,5.0 out of 5 stars,Good product
35,"on September 22, 2017","
      One person found this helpful.
    ",Excellent sound.  I like that you don't have to be in the room to hear the TV.  Go to the kitchen for a glass of milk and you hear the dialog all the way there and back.  Easy to install.  Comfortable fit.  Recommended,5.0 out of 5 stars,Great Sound
36,"on June 9, 2017","
      One person found this helpful.
    ",Came in well packaged. Has a great sound and I'm very pleased. I'm middle aged and I'm starting to have to turn it up to understand what they are saying. So these ear phones have helped me tremendously. I'm not disturbing others but able to hear and understand.,5.0 out of 5 stars,I Can Recommend
37,"on April 6, 2017","
      2 people found this helpful.
    ",Arrived in Perfect Condition. Works Beautifully. Thank You Amazon for such a Wonderful Deal...You are my Go To for all Our Needs & Wants.,5.0 out of 5 stars,Arrived in Perfect Condition. Works Beautifully
38,"on January 22, 2018",,"Great comfort, charge duration and sound reproduction. Bought as an additional headset to the headset charger I bought for a fitness/cycling class area in our gym and they work better than described. Get the second headset to promote multiple users. Charging is as simple as hanging your headset on the rack. Will by more.",5.0 out of 5 stars,"Great comfort, charge duration and sound reproduction."
39,"on October 23, 2016","
      2 people found this helpful.
    ",I have used these headphones and charging unit for about 10 years with no problems and these headphones are simply a spare. Very comfortable and easy to replace batteries. They work well for me.,5.0 out of 5 stars,Very comfortable and easy to replace batteries
40,"on June 24, 2013","
      3 people found this helpful.
    ","This was my second set of two headphones. First set is about 5 years old, maybe older, and both headsets still work great. Bought a second set of two for our RV so we don't need to disconnect and reconnect after traveling. Never had any problems, ever, for over 5-years of  pretty constant usage and haven't had to replace batteries. I watch a lot of TV & movies and often wear the headphones in the garage listening to Fox News while working on projects. Headphone range covers all the house (large house, single story) and quite away from the house. I'm hard of hearing and need headphones. My wife has not asked me to turn down the TV in about 5-years.",5.0 out of 5 stars,Great Product
41,"on February 24, 2016","
      2 people found this helpful.
    ","These wireless headphones are legit.  I use them SO much.  With open air between our downstairs TV room and our living room, we can keep the sound to zero on one of the TVs and use the headphones to get great quality audio straight to the dome.  Couldn't recommend these enough.",5.0 out of 5 stars,"Great audio, doesn't bug your roommates."
42,"on November 27, 2016","
      2 people found this helpful.
    ",Durability is a major issue works great for 6 months or so then left side will not work. Comfortable to wear...don't last. Same experience on 3 different pairs.,2.0 out of 5 stars,Not durable!!
43,"on February 16, 2016","
      One person found this helpful.
    ","I've used these headphones for years to watch TV without bothering my wife or children while they sleep.  They work great, and you can connect several sets of headphones to the same base station which makes it wonderful for viewing with several people.  I also used these for a year or two as my headphones to wear while working.My only complaints are1. Sometimes the tuning knobs get nudged and you then have to tune them again.2. If i go through the entire tuning range, sometimes I pick up a signal that's not mine...so other people can probably tune into whatever I'm listening to as well.I've used these as well as a Sony model and these are my favorite that I've used so far.",5.0 out of 5 stars,Great wireless headphones for home.
44,"on June 5, 2015","
      4 people found this helpful.
    ","My hearing impaired husband loves these headphones. But take warning. If you have flat screen digital tvs, you will absolutely need the digital coaxial cables (GE 73324) and the Fosman digital to analog convertor.",5.0 out of 5 stars,Be sure to order coaxial cables and digital to analog convertor.
45,"on August 8, 2017","
      One person found this helpful.
    ",The best wireless headphones out there. You can't beat these for price and performance. This is probably our 7th or 8th pair of these over the years. The first pair we bought is still working just fine.,5.0 out of 5 stars,Great wireless headset.
46,"on November 17, 2017","
      2 people found this helpful.
    ","These do not look half as nice in person as they do online, they feel and look cheap. I returned mine. Not worth the money.",1.0 out of 5 stars,These do not look half as nice in person as they do online
47,"on March 7, 2014","
      2 people found this helpful.
    ","Bought 2 of these for my kids (5 and 8 at the time) and one broke after 2.5 years of constant use and abuse.  I replaced the broken one immediately.Sound quality is very good, charge lasts hours and hours, they are easy to set up, and they can withstand daily use by children.  And my home no longer echoes with children's programming.** I see that now they are $125 -- ouch.  3 years ago I bought 2 sets for less than $100 (2 headsets and 2 docks).  My replacement headset (nice that you can buy the headset alone) was less than $70.  I don't understand why the price would go up so much unless they've been discontinued?",5.0 out of 5 stars,Great headphones.
48,"on May 14, 2015","
      2 people found this helpful.
    ","This system it terrific!  the stereo separation and sound quality is perfect for music and speech, the level control is perfect, the RF tuning system seems to have a self centering feature, you can hear the audio from the content on the TV all over the house, the fit of the headphones to the human head is amazing since you can place it so you loose track of its being there, and the system didn't cost a bunch.",5.0 out of 5 stars,When things turn out to be so perfect it is a joy.
49,"on February 15, 2011","
      2 people found this helpful.
    ","Freedom to watch at any time without disturbing people around you.  We used these at home (have two, plus a charger, and alternate or even charge both at once - needs a bit of acrobatice setup but can be made to work).  They're phenomenal and well worth the price tag.  The sound almost feels ambient to the point where sometimes I don't know if I'm on headphones or TV set until I take off the headphones and hear silence (well, small noise from the headphones, but not the TV).  Unlike earbuds, they're not going to damage your ears, since you don't need them too loud to hear well (esp. if the point is not to drown out outside noise but to remain silent for the kids sleeping in the next room).  And the range is good, albeit not infinite: if we go through the bedroom (adjacent to the living room) and bathroom and close the door, we get only half the signal.  Still, that's all we need in this city apartment: we can make a cup of tea in the kitchen and keep listening to our program (nice if someone else is watching and doesn't want to pause).  With out setup, our two kids sometimes prefer to watch their programs with the headphones because they hear better without the noise from us, the grownups.  And we're quite happy to have our peace and quiet at the dinner table, too.This is easily our best home improvement purchase of this shopping season.  I highly recommend this item to any couple with children in city apartments.",5.0 out of 5 stars,"Freedom, baby!!!"
50,"on November 7, 2017","
      One person found this helpful.
    ",Love these - have 4 pair for each TV - one pair went bad on one side - keep neighbors from being bothered by loud TV being played by deaf old man.,5.0 out of 5 stars,Love these
51,"on June 20, 2013","
      3 people found this helpful.
    ","Sennheiser is the best for wireless headphones in my estimation. We already have the cradles but have totally worn out a pair of earphones. This is NOT a bad thing. Between two people, two sets of earphones are used about 12 hours a day. One of us is hearing impaired. Our home is small and we like to watch our own programs so we use earphones to avoid distracting each other. Add to that the fact that we live with parrots who go to bed in the living & dining rooms at sundown. So, earphones get lots of use. Sennheiser has not let us down.",5.0 out of 5 stars,Quality Product used for 10+ years
52,"on June 14, 2017","
      2 people found this helpful.
    ",Never used. Returned as no mention of charging hub was needed in order to use.,1.0 out of 5 stars,Wireless Earphones
53,"on November 24, 2017","
      One person found this helpful.
    ","Great headphones, bought these for my elderly parents would listen to TV way too loud. Now my dad can watch TV without disturbing my mom.",5.0 out of 5 stars,"Great headphones, bought these for my elderly parents would ..."
54,"on May 1, 2017","
      One person found this helpful.
    ","these work good and actually reached fatrher than the original one that it replaced. Down side is they will fall off if you look down , so put a restraining band accross the back side to stop that.",4.0 out of 5 stars,these work good and actually reached fatrher than the original one that ...
55,"on February 14, 2016","
      3 people found this helpful.
    ",Bought it early January and didn't have a chance to use it until now. The return window is closed! There seems to be a problem with the wire or something. It keeps suddenly going static and the green light goes off. We disconnect and reconnect it and it works again for another few minutes. I'd like to return and replace because it seems this one is defective.,1.0 out of 5 stars,Defective?
56,"on September 29, 2014","
      One person found this helpful.
    ",We've owned the Sennheiser wireless headphones for about 3 years now.  We've used them regularly without any problems.  I bought an additional supplemental headset recently so both my wife and I can use them at the same time.  The 2nd supplemental headsets worked perfectly along with the original unit.  After 3 years use the original set is still in great shape.  THe pads are not wearing out and it still works just fine.  I still have the original set of rechargeable batteries in the unit.THe only problem I've ever had is interference with a neighbors unit.  In my old house I would occasionally get interference and pick up a signal from a neighbors and hear their TV on my headphones.  I assumed someone else had a similar set of headphones on the same radio frequency.,5.0 out of 5 stars,After 3 years use the original set is still in great shape. THe pads are not wearing out and ...
57,"on February 14, 2018",,I like these a lot. We bought them so we can listen to TV in our bedroom without disturbing each other/the baby. The sound quality is pretty good. They are a little bit heavy and uncomfortable if you use them for more than an hour or so. Overall good for the price.,4.0 out of 5 stars,Pretty good.
58,"on January 8, 2018","
      One person found this helpful.
    ",Love these headphones!  I no longer have trouble hearing the TV.  Great stereo.  My husband and I both wear them.,5.0 out of 5 stars,Comfortable headphones for television and I can hear TV now!!
59,"on January 6, 2014","
      2 people found this helpful.
    ",I have one of the bases and 4 headsets hooked up to our tv/dvd.  I love these because we have a large open loft where our kids and their friends watch movies/tv.  These are the perfect solution for this type of set up because the kids don't have to hear the adults talking in the living room below and we do not have to hear their movies.They are comfortable and hold a charge well. I would say they fit on children starting at about 5 years old (the headband is adjustable).The kids love them too.,5.0 out of 5 stars,These are fantastic - comfort/quality and I don't have to hear the kids movies!
