,Date,How Helpful,Review Contents,Score,Title
10,"on May 7, 2017","
      One person found this helpful.
    ","Great when someone else is in the room and not watching TV - or someone wants to listen to music when the other person doesn't.  The only thing that would make these headphones better is if they were noise cancelling.  Easy side buttons to control the volume, bass and surround sound.",4.0 out of 5 stars,Nice sound
11,"on November 3, 2017","
      One person found this helpful.
    ","Superb sound. A great investment for me and my wife, because of my hearing loss. I can watch my sports and news shows while my wife reads her books in silence.",5.0 out of 5 stars,Excellent Investment for Our Home
12,"on September 10, 2016","
      One person found this helpful.
    ","""Downton Abbey"" generated desire for a quality, wireless headphone(s). Now ""she"" can understand the soundtrack! Best thing, we can put volume on each set (I have one too) to desired level. Now, I can listen to ball games without disturbing anyone in house. Should have done this years ago! Units are comfortable, controls easy to use, don't know battery life 'cause haven't run 'em down - six hours listening. Charging station is simple. Materials are good quality. I'd give as a gift.",5.0 out of 5 stars,Hearing improved...
13,"on November 11, 2017","
      One person found this helpful.
    ",These headphones are spectacular.  They perform as advertises and make our TV viewing (and those not listening) pleasurable.  I would recommend Sennheiser products without hesitation.,5.0 out of 5 stars,I would recommend Sennheiser products without hesitation
14,"on May 17, 2017","
      One person found this helpful.
    ","Perfect companion to my RS 175 Headphone and charging station. I bought this so I can always have one fully charged . Having said that ,my wife is now using the extra set on movies that have a lot of dialog with background music.  The both of us are now enjoying our TV programs much better. Great job Sennheiser ! Also , this was my first purchase from Amazon. The entire process from researching through receiving the package was very impressive. Great Job Amazon !",5.0 out of 5 stars,Great Headphones
15,"on January 25, 2017","
      One person found this helpful.
    ","The sound is great. No static like an older, cheaper version of this brand. It blocks out other noises. Only problem is that my husband and I find ourselves shouting at one another, The ear cuff is very snug so my ear aches after awhile, and I don't have large ears!",5.0 out of 5 stars,We love them !
16,"on March 12, 2018",,We really appreciate the sound design of movies we watch now without disturbing the neighbors. And the hard of hearing one of us doesn't blast out the other one. Great controls right on the headphones.,5.0 out of 5 stars,"Great sound, comfortable headphones"
17,"on February 27, 2017","
      One person found this helpful.
    ","The clarity of sound is amazing! Not only is the actor's ""mumbling"" voice super clear but there is no forfeiting of the full bass and incredible surround sound! You have it all with these Sennheiser headphones! I now understand EVERY word spoken on The Expanse!! :)",5.0 out of 5 stars,Well done Sennheiser!!
18,"on March 4, 2018",,"Paired this with the rs 175 rf wireless headphone system so my husband can turn the volume up loud and I can listen to the tv (without headphones) at a much lower volume.  Also, when we need to be quiet for others in the house sleeping, we can both use the headphones at our own volume level while the tv volume is 0.  Great versatility, not too difficult to set up.",5.0 out of 5 stars,"Great versatility, not too difficult to set up"
19,"on March 6, 2018",,The only way to watch a movie at home.  My husband and I both LOVE these headphones. Finally I can hear the words that are being spoken over the background music.  And they are a GREAT plus for when one of us wants continue to watch our favorite show while the other wants to go to bed early.,5.0 out of 5 stars,Great sound and clarity!
20,"on December 24, 2016",,Bought these to go along with the headphone system. Headphones have a great sound and are adjustable for volume. Solved the problem of the tv being so loud and very nice to hear the tv while my husband is asleep.,5.0 out of 5 stars,Must have for 2 people
21,"on February 6, 2017",,These headphones(we now have two)more than met our expectations.  Sennheiser is a company that has been in professional audio for decades and has excelled.  These headphones reproduce the TV audio like a full price audiophile speaker/amp system would for a fraction of the price.  We never watch shows without them anymore.,5.0 out of 5 stars,More than worth the money!
22,"on November 10, 2017","
      One person found this helpful.
    ","Great sound, great bass, good soundstage. The distance is a bit shorter than expected, but that's okay.",5.0 out of 5 stars,Five Stars
23,"on May 11, 2017","
      One person found this helpful.
    ","best head phones, better controls than the old models",5.0 out of 5 stars,Five Stars
24,"on February 11, 2018",,Works well and easily syncs with the base unit.  Now my wife and I each have headphones with one base unit and can adjust the sound level individually.,5.0 out of 5 stars,Solved joint TV viewing issues.
25,"on April 5, 2017","
      One person found this helpful.
    ",My husband was so happy with his headset that he bought me one also. I highly recommend these wireless headsets. They make hearing the words spoken on TV so much better. This was money well spent.,5.0 out of 5 stars,Love these
26,"on November 17, 2017",,Works great; bought an additional and connected easily. Use in motorhome and kids love them.,5.0 out of 5 stars,Happy kids...Happy parents!
27,"on April 5, 2017","
      One person found this helpful.
    ",Great sound,5.0 out of 5 stars,Five Stars
28,"on March 4, 2018",,"Good sound quality, but overpriced for what it is.",4.0 out of 5 stars,Four Stars
29,"on January 14, 2018",,Needed a 2nd pair to go with my original set. Works great!,4.0 out of 5 stars,works great
30,"on February 28, 2018",,Fine product. You'll love it.,5.0 out of 5 stars,Fine product. You'll love it.
31,"on February 5, 2016",,Works Great and even from a far distance! Only thing negative I can say is that they are not super loud. Loud enough certainly.. But don't expect to do any damage to your hearing from these.,5.0 out of 5 stars,Works 100% as advertised
32,"on February 25, 2018",,best one we have had,5.0 out of 5 stars,Five Stars
33,"on February 25, 2018",,We LOVE these! Added a second one to the home!,5.0 out of 5 stars,LOVE!!
34,"on July 24, 2015","
      2 people found this helpful.
    ",TOSLink very finicky.  I'm using the phones output from my amp that works very well.  It is a challenge to ensure both my headsets are charged up since only one can be charging at a time.,4.0 out of 5 stars,TOSLink very finicky.
35,"on April 27, 2017",,My husband uses this all the time.,5.0 out of 5 stars,Five Stars
36,"on February 9, 2018",,Really work great!,5.0 out of 5 stars,Five Stars
37,"on February 3, 2017",,They work great and easy to hook up ..,5.0 out of 5 stars,Five Stars
38,"on July 20, 2017",,"These are perfect, the best wireless headphones I've ever used",5.0 out of 5 stars,Perfect headphones
39,"on May 1, 2017",,Great sound and they are comfortable.,5.0 out of 5 stars,Pricey but worth it.
40,"on December 7, 2017",,"They are ok, not as well liked as those replaced.  Headset is just uncomfortable.",3.0 out of 5 stars,not as well liked as those replaced
41,"on November 5, 2015","
      One person found this helpful.
    ",Love them.... lots of bass.,5.0 out of 5 stars,Great
42,"on February 5, 2017",,Works great.,4.0 out of 5 stars,Outstanding
43,"on January 3, 2017",,Sounds great !!,5.0 out of 5 stars,Five Stars
44,"on November 3, 2016",,These are beautiful headphones.,5.0 out of 5 stars,Five Stars
45,"on March 4, 2017",,Works great! Now I can understand TV shows.,5.0 out of 5 stars,Five Stars
46,"on March 5, 2018",,Great set of EARS  .....Can listen to TV/music without outside sounds causing problems .,5.0 out of 5 stars,Five Stars
47,"on January 3, 2017",,THE HEADPHONES ARRIVED PRIOR TO CHRISTMAS AS PROMISED!!!,5.0 out of 5 stars,Five Stars
48,"on March 23, 2016",,"Awesome!! Exactly what I was looking for. Beautiful surround sound when using optical cable not RCA. Not quite ""noise cancelling"" like I've experienced with Bose products, but not a big deal to make s difference. Like other types I used, this one DOES NOT have interference sound while playing. Well packaged and speedy shipping on standard.",5.0 out of 5 stars,The Real Deal
49,"on March 7, 2018",,"Excellent Headphone,I am very please with this purchase.",5.0 out of 5 stars,"Excellent Headphone, I am very please with this purchase"
50,"on July 24, 2016",,"We bought two head phones and now we can listen to our TV shows at our own level of hearing. If one of us wants to have quiet time while the other is watching TV that is helpful. The quality of the sound is great, charging it is easy.",5.0 out of 5 stars,"The quality of the sound is great, charging it is easy"
51,"on January 18, 2016",,This is a great headset. Very clear and comfortable to wear.,5.0 out of 5 stars,Great sounding headphones!
52,"on November 15, 2017",,Great headphone,5.0 out of 5 stars,Five Stars
53,"on February 10, 2018",,Price was quite reasonable. Purchased as a spare set for my RS 175.This pair functions perfectly with my existing base. Quite satisfied with my purchase.,5.0 out of 5 stars,Quite satisfied with my purchase
54,"on December 16, 2016",,"For the price, just purchase another transmitter and headset. The headsets will work on both transmitters. Then you can watch tv in the livingroom and the bedroom!",4.0 out of 5 stars,"For the price, just purchase another transmitter and headset ..."
55,"on December 17, 2017",,Good battery life with great sound.,5.0 out of 5 stars,Five Stars
56,"on January 11, 2018",,Just what we were looking for. sound is great,5.0 out of 5 stars,Five Stars
57,"on January 29, 2018",,I can hear the voices -makes tv etc much nicer to watch when you can follow whats happening,5.0 out of 5 stars,Five Stars
58,"on May 24, 2016",,No better way to watch TV. Sounds so rich and real. When the phone rings on TV I am finally not getting up to answer it.,5.0 out of 5 stars,The best!
59,"on August 4, 2017",,the best,5.0 out of 5 stars,Five Stars
60,"on August 24, 2017",,Very clear.. can turn them as low as you want or as high as you want...,5.0 out of 5 stars,Five Stars
61,"on December 28, 2015",,Headphones sound awesome.  Easy to pair to transmitter.,5.0 out of 5 stars,Five Stars
62,"on January 25, 2018",,"Excellent, quality product. Works extremely well, great sound and easy to use.",5.0 out of 5 stars,Excellent product
63,"on August 16, 2015",,Excellent quality,5.0 out of 5 stars,Excellent quality
64,"on September 6, 2017",,Work will- replace ear pads with the 185s they are cloth.,5.0 out of 5 stars,Five Stars
65,"on October 29, 2017",,I am finally am able to discern the dialogue. thank you.,5.0 out of 5 stars,Five Stars
66,"on May 31, 2015",,Love it.,5.0 out of 5 stars,Five Stars
67,"on June 17, 2017",,Excellent clarity. Makes it possible to enjoy a movie and understand almost every word.,5.0 out of 5 stars,Bravo
68,"on September 7, 2017",,Too complicated to set up and did not like the ear puece,3.0 out of 5 stars,Three Stars
69,"on February 6, 2018",,"Great sound, easy-to-use",5.0 out of 5 stars,Five Stars
70,"on November 18, 2015","
      One person found this helpful.
    ",These work perfectly for us!Sharon,5.0 out of 5 stars,Five Stars
71,"on December 10, 2016",,Comfortable  Good sound and adjustable sound.  (Surround 2 levels and bass boost)  Price ok for level of performance.  Would buy again.,5.0 out of 5 stars,Comfortable Good sound and adjustable sound
72,"on June 3, 2015","
      2 people found this helpful.
    ","This head set is great, easy to charge, and fits great",5.0 out of 5 stars,Five Stars
73,"on October 19, 2017",,Good!!!,5.0 out of 5 stars,Five Stars
74,"on January 11, 2017",,Connection goes in and out ...,2.0 out of 5 stars,Shoddy Connection
75,"on March 27, 2017",,outstanding product.,5.0 out of 5 stars,Five Stars
76,"on June 7, 2015","
      2 people found this helpful.
    ","There is some static, missing dialog intermittently.  Otherwise, very nice.",3.0 out of 5 stars,very nice.
77,"on August 29, 2016",,Good solid equipment had Sony head phones before and these are much better than the Sony but at least twice the price,5.0 out of 5 stars,Good solid equipment had Sony head phones before and these ...
78,"on January 22, 2016",,These headphones are well made and have awesome sound and clarity.,5.0 out of 5 stars,Five Stars
79,"on January 8, 2017",,Excellent sound.  Works great while on a treadmill watching TV.,5.0 out of 5 stars,Excellent sound. Works great while on a treadmill watching ...
80,"on January 18, 2017",,Comfortable and excellent sound quality .,5.0 out of 5 stars,Five Stars
81,"on June 25, 2016",,Little pricey but work fine,3.0 out of 5 stars,Three Stars
82,"on September 10, 2016",,Great.,5.0 out of 5 stars,Five Stars
83,"on May 4, 2015","
      2 people found this helpful.
    ","Works great, really good sound quality.",5.0 out of 5 stars,Five Stars
84,"on May 14, 2016",,Expensive but great quality.,5.0 out of 5 stars,Five Stars
85,"on March 29, 2016",,Outstanding sound.  Much better than listening to TV speakers while not waking up others.,5.0 out of 5 stars,Much better than listening to TV speakers while not waking up ...
86,"on February 2, 2017",,Best earphones we've ever had!,5.0 out of 5 stars,Five Stars
87,"on December 30, 2015",,No way to charge the accessory headphones at the same time as the main headphones.,3.0 out of 5 stars,Three Stars
88,"on July 5, 2015","
      2 people found this helpful.
    ","These were bought as the companion headphones for the the RS 175 set. The two headphones were bought to replace five year-old Sennheiser headphones. These are noticeably improved as they pair very easily and their simulated surround sound feature works great. I grade it down a star because the headphones are very heavy and become uncomfortable to wear after little more than an hour. I hope they break in somehow, because this distraction IS a game-changer.",4.0 out of 5 stars,Great but Heavy
89,"on January 20, 2016",,Works great with great sound,5.0 out of 5 stars,Five Stars
90,"on April 4, 2015","
      One person found this helpful.
    ",Made a world of difference,5.0 out of 5 stars,Five Stars
91,"on September 17, 2015",,Awesome,5.0 out of 5 stars,Five Stars
92,"on January 25, 2017","
      2 people found this helpful.
    ","Could not make them work! Spent over 50 minutes on hold waiting for Sennheiser customer service to pickup. After waiting all that time, they basically were of no help. Had to return the product.",1.0 out of 5 stars,Could not make them work! Spent over 50 minutes ...
93,"on September 15, 2016",,"See my review for the complete unit, this is second pair.",5.0 out of 5 stars,Good but pricey
94,"on January 21, 2018",,Didn't work for my system,1.0 out of 5 stars,One Star
95,"on September 3, 2015","
      4 people found this helpful.
    ",Perfect.  Fit very good.  Sound very good.  Seems to automatically control volume fluctuations.  Easy to adjust volume.  Takes a long time to charge but we use two sets and must remember to swap out the units.  We have never run out of power.  These are perfect.,5.0 out of 5 stars,wireless headsets for TV and audio systems.
96,"on March 25, 2015","
      6 people found this helpful.
    ",I purchased the RS 175 for my wife and because it would support two headsets I opted to purchase an additional headset for me.  The charging contacts are of a proprietary nature and it appears that Sennheiser does not have a stand alone charger only available.  So my options are to either share the base unit/charge with my wife or purchase a little third party charger and remove the batteries after using the headset and recharge them.So my beef is that purchasing a second headset I would think that Sennheiser would have a charge available for it. Maybe even throw in a charger since the headphones are not cheap at 170 bucks.I will review the RS 175 later when it's up and running. This is only a comment on a lack of stand alone charger.,2.0 out of 5 stars,What! No charger or cradle???
97,"on June 29, 2016","
      7 people found this helpful.
    ","The 175 system is great, but jeeze - why not include with the accessory headphones a way to charge them at the same time as the main set???  You have 2 headsets and have to decide which ones to put on the base station to charge. If you're away for a couple of weeks one set is always not fully charged when you get back, and you have to remember to switch them out before you need them. Seems like a pretty obvious and essential accessory that Sennheiser has overlooked. The only way is to take out the batteries and use a separate charger.",4.0 out of 5 stars,Come on Sennheiser - add a charger
98,"on January 24, 2017","
      3 people found this helpful.
    ","The sound through these headphones is wonderful.  My husband is hard of hearing and had real problems listening to the TV so is very happy now with his headphones.  If there are negatives, they would be that the set up was not quite as easy as the paperwork makes it seem (or we are just not very techie!) but we eventually figured out that the transmitter had to be plugged in to our DVR vs the TV, and we found the setting on the TV that allows us to go back in forth between sound through the TV or the headphones.  Also, the headphones fit very tight on the head so it start hurting after a short time of wearing them.  I wish there was a way to loosen them up, but can't see any way to do that.",4.0 out of 5 stars,Great sound!
99,"on April 8, 2016","
      3 people found this helpful.
    ","Not going into much detail, but these are EXACTLY what I was looking for.  I like to stay up late after wife and toddler are asleep and for years I just watched movies in frustration because I could not turn up the volume for fear of waking them up.  Got a cheap $30 dollar pair a while back, but the sound was pure crap.So I finally pulled the trigger on these.  A little price at over $200, but after only a week I've realized that price is worth every penny and more.  The sound is phenomenal.  Love the bass boost (which is REALLY strong, even too strong at times) especially when i'm listening to music (mostly on youtube or iheartradio app on the TV).  I'm actually typing this review as I'm back in my bedroom listening to them, the range on these is incredible.  Completely opposite ends of the house (granted i do have a small house).Incredibly easy installation.  I highly recommend using the optical cord connection for best sound.  It comes with RCA inputs which I'll never use i'm sure.  I've read other reviews on here that say the sound from RCA is vastly inferior.The volume controls and virtual surround and bass boost buttons only took me a couple of uses to really get comfortable with, and are very convenient.The batteries take a looooong time to charge (especially initially).  I wanted to try them out so bad when I got home from work the day they were delivered, but didn't want to mess with their initial charge.  The next day I realized I could've just put in two other AAA batteries, but oh well (I also ordered at 36 pack of triple A's from Amazon for about 11 bucks so if they go out while using them, i'll just pop some other cheap batteries in until I get the rechargables going again.Only complaint I have is that the price lowered 12 bucks they day after I placed my order hahagreat product, thinking about getting my wife a pair for her birthday (which is also another great feature.  I can buy another head set for about 170 and it will sync in with the charging dock too).",5.0 out of 5 stars,Sennheiser:  Shut up and take my money!
100,"on June 17, 2016","
      2 people found this helpful.
    ",Sound very good. Worked perfect after the initial charging session. No problem pairing with the RS175 with or without an additional set of headphones connected. Both fiber optic and RCA settings sound great. Still playing around with the surround and bass settings.,4.0 out of 5 stars,Sound very good. Worked perfect after the initial charging session
101,"on September 13, 2015","
      4 people found this helpful.
    ","Pairs instantly with base.  Batteries had a charge out of the box so could use it immediately.  Comfortable after long use, not too heavy and very enveloping with passive noise cancellation.  Now I can understand the movies I watch without waking up the kids.",5.0 out of 5 stars,Comfortable after long use
102,"on March 31, 2017","
      One person found this helpful.
    ","Awesome sound quality!!  Very comfortable.  We have 2 headsets running off of the same base and it's great.  And the fact that the product transmits on radio frequency means that I don't have to have the base in direct line with the head sets when in use.  I can put the base out of site.  In fact, my husband can put the trash out on the curb and still hear TV dialog!!!  Highly recommend.",5.0 out of 5 stars,Awesome sound quality
103,"on July 2, 2017","
      One person found this helpful.
    ","I would so buy these if they worked with a wire. That would be great. When i forst saw this i was like, i so want these headphones, then i saw they were wireless without bluetooth and didnt work with cable and i was sad.",2.0 out of 5 stars,Would buy if worked with wire or bluetooth.
104,"on March 30, 2015","
      2 people found this helpful.
    ","This Sennheiser 175 is a set of wireless headphones intended for home use that offer excellent range and thunderous bass.PROSPowerful wireless audio output. Digital and analog inputs. Bass mode increases low-end dramatically, but can be disabled. Excellent transmission—never stuttered during testing, even through walls.CONSSound signature is quite sculpted. Can distort in Bass mode on deep bass tracks at high volumes. Not portable; only for home use.A good compare would be this version that is a bit pricier but offers fuller Sennheiser features: http://amzn.to/1jCJgN5",4.0 out of 5 stars,++ Intended for home use but offers excellent range and thunderous bass ++
105,"on September 27, 2017",,Works the same as the original one that came with the charger base.,5.0 out of 5 stars,Five Stars
106,"on April 9, 2017",,"FIT: O.K.  Not the best, BUT - NOT a deal breaker.BANG FOR THE BUCK: O.K.  Pricey, it is a well made and premium product.SOUND  This is where it shines.  My fav. is the surrround sound - but it does drain the recharg. batt.BASE: +is: It is a nice ""home"".  -is: recharge is slooow.Bottom Line: Solid 4 out of 5.",4.0 out of 5 stars,"Not the best, BUT - NOT a deal breaker"
