,Date,How Helpful,Review Contents,Score,Title
10,"on March 29, 2017","
      One person found this helpful.
    ","These 185 headphones replaced my earlier Sennheiser 170 in order to take advantage of the optical connection on a new TV.The intent of this review is not to laud the many qualities of the 185, I'm giving them 5 stars and that is enough on this subject.The purpose of this post is rather to help all those users who, like myself, experience sound cut-outs regardless of audio settings on the TV itself and the various devices connected to the HDMI terminal. Very annoying issue and apparently quite common judging by the number of posts in the internet.After eliminating sequentially the various RF sources present in the house, I identified that the culprit was a Linksys AC5400 router which has 8 directional antennas. After adjusting all antennas to a vertical position all sound cut-outs to the headphones were eliminated.Hope that this will help others who experience the same symptoms.",5.0 out of 5 stars,In case of sound cut-outs.
11,"on December 6, 2016","
      2 people found this helpful.
    ","The batteries in my Sony wore out, and couldn't be replaced, so I was forced to get a New Headset. I decided to go with Sennheiser since all of theirs allow you to easily buy and replace the batteries. This headset sounds amazing, and the controls on the side are big, and easy enough to adjust. They aren't heavy and I wore them comfortably for hours with glasses. I like the battery indicator on the front of the charging station, that goes from red to green to let you know when it's done. Just like with everything rechargeable, you'll need to charge these for 16hrs or more to start. Very happy with these.",5.0 out of 5 stars,Glasses and Replaceable Batteries Awesome
12,"on January 4, 2018",,"This is a good product and I'm glad I purchased it. Actually purchased two of these kits so my wife and I can enjoy video gaming separately, together or just watching movies. It's a great setup that really solves some problems for us, but there are a few negatives that keep me from giving a five-star rating. Here are my negatives:1. Sound quality. It is decent, but nothing great. Those awesome movie/game explosions just lack any clarity or power in the bass. It doesn't sound bad, but you don't get a great experience either.2. Comfort. These cause me discomfort after wearing them for a few hours. They make my ears hot and I start getting a headache from the clamping force. Again the comfort is not bad, but they aren't close to as comfortable as they could have been. Sennheiser should provide alternate  (leather or similar) earcups as an option.3. Limited Range: The range on these phones is acceptable for my needs. However, they are supposed to have a huge range, yet just going to the bathroom or refrigerator - 25' away - causes them to start dropping coverage. This could be due to the wireless router in my house, but who doesn't have a wireless router? Coverage is adequate, but not as great as claimed.4. Build Quality: This is actually my biggest complaint. I owned a Sennheiser HD 595 headphone that finally broke at the weak connection on the headband/ear piece. These RS 185 headphones appear to be no better built, so I am expecting them to break eventually. Also any slight movements in the headphone cause them to creak annoyingly - just like my failed HD 595 did.",3.0 out of 5 stars,This is a good product and I'm glad I purchased it
13,"on October 27, 2017","
      One person found this helpful.
    ","I was reluctant to buy these because of the price, but the sound is worth it.These have individual left/right volume adjust for hearing impaired or you just want one side louder than the other(wife on one side and ya can't hear her). The other control is for the the general up and down of volume for both.The comfort is very nice and these don't slide off my head like mt other Sennheisers did.The distance is OK, meaning while I watch TV and can go into the bathroom and still have reception, but checking the mail it wont reach like my FM headphones did, but then again the others had static and turned off ( as in power down)automatically on static noise.I'd say buy these if you like TV emersion, if you have any hearing loss, or have to listen to volumes louder than your spouse.",5.0 out of 5 stars,The comfort is very nice and these don't slide off my head like mt ...
14,"on December 25, 2017",,"am very happy with this. movies and music loud and very clear !. after a few months had a issue and sennheiser sent me a replacement set in 2 days. great support and would buy again if time ever comes I need another set. Great headphones !!!--after further review, 2nd set cutting out and after 4-8 hours use have to take batterys out and recharge 16-18 hours just as first set. 2nd set has a different battery compartment which I thought may have been problem. am going to retry again before getting support. do not want a refund, just a working set, as these are pricey and expect more. anyone else recently bought a set and have no or same problems let me know. there support was very good, but would advise to buy 4 yr warr, as I just got the standard 2, didnt expect any issues at this price. but do love the sound and feel of these. will update this in a few weeks, not being around to try again till then",3.0 out of 5 stars,3 Stars
15,"on August 7, 2017",,I think this is the only pair of open back wireless headphones I have been able to find. I paired them with a modmic to make a headset out of them when I need to communicate (which isn't often).  I am docking them one star because they aren't quite as comfortable as I would like.  They fully cover my ears but I can feel the cans pressing ever so slightly on my ears even though they're covered.  It's like they aren't quite deep enough to cover my ears without pressing slightly on them.  I do not have large ears or ears that stick out much so if you do these will probably press on your ears a little.  The pads are also kind of stiff. The openback design is a must for me so that I can hear my surroundings.,4.0 out of 5 stars,I am docking them one star because they aren't quite as comfortable as I would like
16,"on April 2, 2017","
      One person found this helpful.
    ","Took some effort to set up. Esp need to select PCM setting on 4K SUHD OLED LG TV. But once everything clicks , the overall sound quality is nothing short of SUPERB. Amazon delivery and packaging was perfect. Comes with everything you need to set the system up in the Senheiser box. No need to face frustrating hassles in finding out that you need to go out and find bits of missing accessories to get everything going after you finally received the main hardware you have purchased online. The entire experience was simply great - from the really impressive product to the service rendered. I am now enjoying defacto cinema/concert hall quality, fully immersive and virtually personalised sound facilities in full personal privacy and freedom of space usage at home , without suffering the need for a cumbersome and costly infrastructural outlay of a dedicated and acoustically renovated room filled with messy hi-fi components and wires. This gives me my own virtual space to play in without worrying about disturbing family members and neighbours. Fantastic pairing with my new 65 inches 4K OLED TV. Thanks.",5.0 out of 5 stars,Amazing wireless and uncompressed digital headphones from Senheiser.
17,"on February 12, 2018",,"These are pretty good headphones as long as you restrict their use in two ways: First, don't expect them to maintain connection to the base with more than about 30 feet of separation in normal household conditions, i.e through more than one wall. Second, they have a non-adjustable auto-sleep function that powers down the speakers after only about 10 seconds of silence. When the source resumes you will miss the first couple of seconds of audio. You'll probably never notice it when listening to music continuously, but when listening to something like duolingo it's going to drive you crazy. There is nothing in the manual about this. The only solution I've found is to keep another audio source running at all times at very low levels that won't interfere with whatever my main task is at the moment.",2.0 out of 5 stars,"Good sound and comfortable, but very severe limitations"
18,"on February 23, 2016","
      7 people found this helpful.
    ","I ordered these more for the rest of the family than for myself. I'm a night owl and they aren't. I had previously owned a set of Sony MDR-DS5100 headphones which were great. Because they were infrared they had their limitations but I never had any real problems with them. Eventually they just plain wore out. So I began looking for a replacement and settled on the Sennheiser RS185. I chose these over the RS175 because of the fabric ear cushions. I wear them for extended periods of time so they have to be comfortable. More on that in the pros and cons below.The Pros:Very good sound quality. The open back design makes a huge difference in my opinion. My old Sonys had an open back design as well.The ear cushions are very comfortable. No problem with my glasses.Range is pretty good.Battery life is excellent. I haven't run them all the way down yet to get an idea of exactly how long they last but I used them for three straight nights for at least 3 hours per night with no problem.No latency issues that I've noticed. And believe me, I'll notice if there are.The Cons (all of which are nitpicking on my part):No HDMI input. All of my devices run into an AV amp and I want to pull the audio from the amp to the headphones so I don't have to do any manual switching. My amp only has an HDMI output. No optical or analog out connections that will provide all connected signals. I've gotten around this by using the headphones jack on the amp connected to the analog inputs on the transmitter.  In the end this could be viewed as a positive thing because plugging into the jack automatically shuts off the speakers so I don't have to turn them off myself. It also bypasses the potential problems of digital signal incompatibility. And since these are headphones, I'm not really loosing much with the analog input. Still in this day and age I'm not sure why all devices of this type don't have an HDMI input.While the ear pads are nice and comfy the headband is a little tight. Not overly so but enough to notice after wearing them for a while. I find the indentation for the charging points on the strap to be a little annoying too. They don't poke into your head or anything, it just feels a little odd to me. Both of these complaints on the comfort front really aren't that bad and are mostly nitpicking on my part.Price. They are a bit pricey in my opinion but in the end I'm willing to pay a bit more for something that's comfortable and works well.Recharge time is very slow. I don't see this as a big deal since I charge them during the day but if you were to discharge them completely in the middle of binge watching you current favorite series you might as well hang it up for the night. you wont' be using them again for several hours.One thing of note. In reading the reviews I saw several people complaining about signal dropouts. I have a pretty high degree of certainty that the problem has to do with the locations of the headphone transmitter and their wireless router or other wireless devices. These headphones operate in the 2.4GHz band and that's the same band that most wireless routers and devices that connect to them operate in. I can tell you for certain that this can cause a problem. I have a higher power access point (Pepwave AP-One)  located in a central part of the house. When I walk near the access point, say with 4-5 feet of it I begin experiencing dropouts. Move away from it the dropouts stop. If you are having this problem try moving your router or headphone transmitter if they are located fairly close to each other.  I'll bet that solves the problem. Wireless phones that operate in this same 2.4GHz band could cause the same problem. Potentially, if your router supports 5GHz and you can turn off the 2.4GHz band in the router, that would most likely solve the problem as well but could cause problems with devices that don't have 5GHz capability.So bottom line thumbs up or thumbs down: Thumbs up. I really like these headphones minor nitpicks not withstanding. They are a little pricey but I'll not ding them for that since they work so well.",5.0 out of 5 stars,Really nice wireless headphones
19,"on July 11, 2016",,"An outstanding set of wireless headphones that shows a very knowledgeable and detail attentive craftsmanship. First off, the sound is crisp and natural, an excellent resemblance of the source, with no additions or subtractions. On the head, they feel very comfy and stay so, while time flies in enjoyment. Controls are handy and easy to identify with one's tactile sense only. Transmission range is not outstanding but rather, adequate. First time charging of batteries it's an overnight affair but that's a good thing for prolonging their life span and usability.Latest multichannel encoding schemes used for optical sound transmission are not recognized by headphones'  decoding circuitry (unfortunately), however, personally I'm very satisfied with their analog performance and did not consider it a deal breaker in no way. Bear in mind that these are stereophonic headphones and are not designed for multichannel performance.",5.0 out of 5 stars,An outstanding set!
20,"on April 19, 2015","
      3 people found this helpful.
    ","Equipment/Connection/SourceTested on,Sony 900b XBR / YouTubeSony 4K Upscaling BD Player / Intersteller, PenguinsSony PS4 / Multipule GamesConnected via Optical Sennheiser Base direct to Optical out 900bEarly impressions,Out of box they definetly need break in but I immediately noticed LFE levels were better balanced & have more juice. The 185's do not have VS or BB. The receiver also outputs a lot more sound by itself in comparison to Sennheiser's 160, 170 & 180 base station.They are basically the same weight as the 170, 180 but have bigger Plush ear pieces. They are ""Around Ear"" not ""Over Ear"" or ""On Ear"". They are more snug around your head/ear because the headband is of smaller length.Line of sight is around the same. Not good through walls or through multiple 2.4-2.48ghz devices on but I did notice less drops from this in comparison to the 170.I can't try the uncompressed option. My tv doesn't support analog out. Optical works great.A comment on Amazon said you can't listen to YouTube among other steaming services such as Prime. I can't comment on Prime but YouTube audio worked fine when using the app from my Sony TV.The batteries are 820 triple A's. Most rechargeable batteries in NA are 800 so I wouldn't recommend throwing in any rechargeable AAA battery.I'm still on my initial charge time from base. The light is supposed to turn green when fully charged but I have yet seen it change to green & it's been over 12 hours. Maybe I misread the directions or maybe the base charges slow.Overall sound from Brand New is impressive but sources which produce high levels of LFE I would not recommend listening to at high volume until they have been used for a few weeks. Slowly break these in is my recommendation. One observation I noted was the open back design does not leak much sound at all.",5.0 out of 5 stars,Out of box they definetly need break in but I immediately noticed LFE levels were better balanced & have more juice
21,"on February 9, 2017",,"Works great. It's nice to have hifI in the headphones. Crisp clear sound with a touch of bass, enough for me. They aren't bose headphones but are still very good sound. Use the optical digital per instructions for the best sound quality. Need this for the newborn so I can watch TV while he sleeps. I decided to buy the extra pair of matching HDR 185 headphones which were also on sale for my wife so we can watch together quietly. Crutchfield selling the RS185 for $399!!!! No thanks. Haven't really tested the range but for where I am going to use this it's plenty of range.  Headphones are rather large but encampass the ears completely, tad bit warm but nothing overly warm/hot. Optical cable a bit cheap but given what I paid for it ($224 with free SAME DAY SHIPPING). BB had these at $263 and didn't even have it in stock. Crazy to order something at 11:00 a.m. and have it delivered by around 7:30 p.m. same day with Amazon. Headphones don't feel cheap, feel sturdy and what I would expect at that price level. Highly b recommend this for those that want wireless.",5.0 out of 5 stars,Excellent Headphones....
22,"on August 4, 2017","
      2 people found this helpful.
    ","I am an older person with some minor hard of hearing problems and the RS 185 RF, to me, does a super job.I purchased locally and on Amazon, 3 cheaper headsets and returned them all because the speech was not clearor there were dead spots when I move around the house.Amazon had a GREAT price on the RS 185 RF so I went with the more expensive Sennheiser.Let me tell you, what a big big difference.These are quality, and you still have bass where needed, in a movie or a game or whatever you watch.Great Buy!",5.0 out of 5 stars,Great quality and worth the extra dollars!
23,"on October 13, 2017",,"These work very well with TV and Dish Network Receiver.  Great range so I can wander about my house and still get stuff done while listening to talking heads and news shows,  As with most of these types of  wireless headphones the latency ( delay) can be a bit annoying, when the speakers are in use at the same time.  Digital input is a bit finicky about the digital audio format output by receiver or AV system.  Use mostly the RCA ( analog) input which is fine for the program material I use them for.",5.0 out of 5 stars,Good sound and range
24,"on September 6, 2017",,"Range isn't as strong as advertised/ has problems going through some walls (yes i know walls mess up frequency, but I shouldn't hear static/cutting out across my home when I'm in eyesight of the base). Also, you would think the base is a bit more heavy set, but it's still a very nice quality. But, I got it in and wow. Extremely nice unit, no damage to item case, and was well padded. I was able to clean my car with these while my computer played the music, that alone is enough reason to have purchased these. I love not rolling over a cord, or stepping on them, and compared to my Turtle Beach x12's it is a huge jump in quality. The on headset volume controls are great (considering my mlc function does not want to work not a biggie but an annoyance) and actually aren't loud when you're adjusting the volume on the headset; it's tactile but not super clicky, more muffled than anything.",4.0 out of 5 stars,A great buy and exactly what I needed.
25,"on December 5, 2017","
      One person found this helpful.
    ",These are awesome!  My husband can hear dialog clearly.  He loves being able to hear the subtle background sounds as well.  It is great for me too!  No more max volume on the TV.  Would recommend these again and again to someone who is hard of hearing and needs the TV volume turned way up.,5.0 out of 5 stars,These are awesome! My husband can hear dialog clearly
26,"on June 5, 2016","
      One person found this helpful.
    ","Its good. But as some have mentioned the Optical Audio Input and Built In DAC cannot decode certain audio codec streams. If for example you want to connect a Optical Cable from an Apple Airport Express Optical Output into the RS185's Toslink Input at the Base, the Built in DAC cannot decode it properly and the sound jumps in and out. Using an mini to stereo RCA cable is fine though. At first, I was miffed, but when it came down to it, it was overall easier to use the headphone jack analog coming from my Receiver to output the Airplay stream that was decoded using the Receivers DAC (which handled the DAC conversion from Apple Airport flawlessly).",4.0 out of 5 stars,"Overall, the sound is good. Some weaknesses, but those weren't a deal breaker for me."
27,"on August 9, 2017",,"The headphones have good sound and range.  The batteries are replaceable.  The weak point in the system is the earpads.  You have to remove them to replace the batteries and the latches on them are prone to breaking.  I have extra AA rechargeable batteries and charge them in an external charger and therefore replace them 3+ times a week.  The prongs on the earphones that latch them to the headset have completely broken off of the right headphone pad.  New earpads can be purchased from the Sennheiser (OP - RS 185) but they are ""out of stock"" and there is no link to get an email notification when they get stock.  Very poor customer service, hence only 3 start.",3.0 out of 5 stars,The headphones have good sound and range
28,"on August 6, 2017","
      One person found this helpful.
    ","I was surprised that this headphone seems to have better sound quality than my Sennheiser HD 598 and I love the HD 598. The RS 185 RF is expensive, but worth the money.  The battery is also very good, lasting over 8 hours of constant use and I am sure the battery could have gone much longer.The only complaint I have is it has a good bit of tension and pinches my ears after several hours. I hope they loose some of the tension with time. It is also heavier than the HD 598 and took a while to get use it.All in all I like RS 185 RF",4.0 out of 5 stars,I was surprised that this headphone seems to have better sound quality than my Sennheiser HD 598 and I ...
29,"on March 4, 2016",,"The Sennheiser RS 185 headphones are a real upgrade from my old Koss Pro 4AAs. The clarity of sound is superb, and I am constantly hearing things in the music that I haven't heard before. Given that they are headphones, they have a terrific soundstage. I listen mostly to classical and new age, and they perform really well for those types of music. Good old rock and roll sounds great as well, and there is plenty of bass. They are also far more comfortable than my old ones, which clamped on my head pretty tightly and limited my listening to short sessions.For this headphone purchase I elected to go wireless, as it makes it so much easier not having to connect cables and drape them all over the place every time I want to listen. I have not had any problems with the RF signal, and listening is a true pleasure. The fact that the transmitter doubles as a charging station for the headset is a really great idea. It's also great that Sennheiser had the foresight to include rechargeable batteries with the purchase. The set comes with clear instructions on setup and connections and the initial battery charge.I definitely recommend the Sennheiser RS 185s to any serious listener, especially if you're looking to go wireless.",5.0 out of 5 stars,Highly Recommended
