,Date,How Helpful,Review Contents,Score,Title
10,"on November 3, 2016","
      2 people found this helpful.
    ","Have had some driver / bluetooth issues with my Windows 10 Lenovo PC, but in the end works.  You may need to experiment with a few bluetooth adapters and drivers.Also, the ear muff pads keep falling off during any travel... not impressed.Good comfort and sound quality though.Edit: 18 months later.  The ear pad surface material is disintegrating onto my face...  Gross.",2.0 out of 5 stars,"Works, but required some bluetooth/driver troubleshooting on my PC.  Ear pads don't stay on."
11,"on October 16, 2015",,So far it is everything sound wise you could expect from a BT signal. Very good bass as stated in other reviews. Good battery. Charges quickly. Comfortable but the earphones keep slipping down the head band. The issue about sensitivity with the control pad on the right ear is easily managed by using the design of the touch pad. Notice the top of both touch pads have a cured top. With your right for finger start above the touch pad and slowly slip into the curve. Then littlely slide down onto the touch pad itself to initiate a command. With practice you'll get the hang of it. Still overly sensitive and must watch for careless touching. It can actually accidently re-dial a phone number if you touch the wrong sequence of touches. I almost ordered three more pizzas!! Great set of cans overall.,4.0 out of 5 stars,Very good bass as stated in other reviews
12,"on December 31, 2015",,"Don't listen about the reviews saying controls don't work well, they work flawlessly and are easy to use.  They sound great.  Expensive, but then again, they are Sennheiser's.EDIT:  I have decided that the weight of the product, and the fact that when I look downwards they slide off is enough to prompt me to return them in exchange for the Bose Soundlink II Wireless headphones.  Just a note for those prospective buyers, plan on staying fairly docile while listening to your headphones then they are a great choice, otherwise, the Bose Soundlink II stay on a bit better due to the lighter weight (and 10 hours less battery life; in accordance i'm sure to battery size).  Cheers.",5.0 out of 5 stars,they work flawlessly and are easy to use
13,"on March 4, 2016",,"After ordering a pair of cheap, but expensive looking Turbine headphones, whose sound ""quality"" turned out about as good as a listening to your neighbor's 20 year old bumping tunes on his souped up Honda Civic (lots of bass, little of anything else), I decided my ears deserved a pair of well-made, quality headphones, so I ordered these instead.What can I say? Sennheiser is one of the top brands for audio equipment for reason. The Germans know what they're doing. The sound quality is superb, and these are comfortable to wear, although my left ear does need a break from time to time. The battery lasts for a long time (almost a week), and is apparently replaceable, so you know you're buying something that you don't need to throw away in a year because it's broken.My only complaint is, as other reviewers have already mentioned, that darn touch control on the right speaker. It's waaayyy too sensitive at times (usually when turning on), and doesn't seem to work at all at other times (usually when trying to turn off, as you'd expect per Moore's Law). Nevertheless, I decided to keep them, because hey, nobody's perfect. Also, these look a hell of a lot better than the dorky MM 550-X. I'll probably hang on to these until I can afford to get a pair of Momentums.",4.0 out of 5 stars,Good headphones
14,"on November 2, 2017",,"These are sweet. I have had them for some time now. Great sound, good for everything from Audio Books, Podcasts, to your favorite music. Controls can be sensitive. I have turned them off by accident too many times to count. Other than that they are Bueno ! Not cheap but they won't break the bank either. I think they are better than the previous Bose set I was using.",5.0 out of 5 stars,Well Made
15,"on January 22, 2016",,"They're good looking and they have good battery life. That's about it.They don't sound that great (somewhat muddy), although they sound ok when compared with their peers. Comfort depends on your ears, but I didn't find them comfortable at all. They have an excellent velour-like padding, but the foam inside is not soft and when you combine the somewhat small opening with average to large ear size, you get this weird situation where it's 75% around-ear and 25% on-ear and they are just uncomfortable in the long run.The touch controls are both slow and finicky. You'll find yourself tapping around on the pad multiple times wondering if it registered or not. You'll have to learn to adjust the cups grabbing them weirdly by the sides making sure you don't touch the pad.Oh, and $300 headphones that come with the cheapest of cloth bags for storage? Pass.Just get the Plantronics BackBeat PRO Wireless Noise Canceling Hi-Fi Headphones with Mic - Compatible with iPhone, iPad, Android, and Other Smart Devices - they are superior in all aspect except styling. But if styling is a priority, get the Beats instead.",2.0 out of 5 stars,"75% around-ear, 25% on-ear, finicky touch controls. Sound is not that great either."
16,"on August 11, 2017","
      2 people found this helpful.
    ",Great headphones though the stock pads aren't the best... I replaced them with HM5 velor pads and it makes them WAY more comfortable.,5.0 out of 5 stars,Great headphones though the stock pads aren't the best
17,"on March 8, 2016",,"Good sound but ear pads keep falling off as others have noted and loose fitting (and I wear a 7 1/2 inch men's hat).  I feel the ear pads are the weakest link in the system and I expected much better from Sennheiser for the price.  Fairly comfortable but not super comfortable. Check out the offerings from JBL, Sony and Bose.  The Senn's did not live up to my expectations.  I would have returned had the ear pads issue surfaced while it was still returnable.  I plan to replace soon.  Bluetooth connection however is flawless, no complaints there.  Frankly, I would pass on this model.",3.0 out of 5 stars,Ear pads that fall off and are a pain to re-install is the weakest link.  A tighter head fit would be nice too.
18,"on January 3, 2016",,"These things are AWESOME.  The sound quality is excellent.  I bought these for my son who is a musician.  He has the wired version of these and LOVES them, but being tethered is sometimes problematic.  I have seen him forget he has them on (they are that comfortable) and get yanked back by the cord when he gets up to walk across the room.  I bought him these for Christmas.  He paired them to his phone and I haven't seen him without them since.  He did let me listen to them, and I was amazed at the sound quality.  I expected to lose some sound quality simply because they are wireless, but they sounded the same or even better than his wired version which are pretty freaking fantastic too.  I was kind of hoping he would give me the wired ones, but he said he would use those if these ran out of juice or he forgets to charge them - darn it!  Speaking of battery life, he can use these all day, and they don't die, so that gets 5 stars too.  The only semi-complaint he has is that the touch controls are sensitive.  He accidentally turns them off/on when he moves them, but he said that since he has been using them he has learned and adjusted accordingly so it's not a problem.  Long story short, I would definitely recommend these!",5.0 out of 5 stars,Spectacular sound!
19,"on January 23, 2017","
      One person found this helpful.
    ","My lord these are absolutely amazing for modern music. Hiphop, r&b, ect. And they hold their own in this price range for classic rock and acoustics as well. Definitely a better sound quality than beats. Better build. And theyre comfortable (BUT i have small ears if your ears are big they probably wont fit over ear for you)",5.0 out of 5 stars,5/5
20,"on March 23, 2016",,"The build quality is good, touch buttons can be irritating sometimes as someone else also pointed out in the review .. but with little bit of habit you get careful about not pausing the song accidentally.I have had Dell, creative, Bose Bluetooth and sampled Sony, beats, technician, platronics and jabra bluetooth headphones and the there was a massive drop in audio quality from wired to being wireless. Being Bluetooth 4.1 they have better battery life, superb base. I hate noise cancelling as it feels so unnatural to me and therefore these were amazing good for the sound quality they offer. Beats are popular but they got serious overtone of low and high frequency issue. These on the other hands have very decent sound quality and surely will be one of the best on wireless I believe.There is a microphone which i thought would be useless for making phone calls .. but to its wonder.. it does a very decent job of taking phone calls which is not what i bought them for but is a plus+Be careful with folding them as the finger may get stuck if you are not carefully looking ..The cushions on the sides can be easily removed and placed back .. not sure if you get spares .. so leave them the way they are ..Hope this helps !!!",5.0 out of 5 stars,Value for Money
21,"on April 10, 2017",,"Love the sound quality on these headphones. They're a bit bassy and that's why I bought them. The battery life is also incredible and I never have to worry about being music-less when I'm out and about. Three problems with these headphones: (1) they sit really flat on my head, (2) the touch pad is really sensitive so if you have to raise your arms often (like at the gym) this will get annoying fast, and (3) the ear cups keep falling out. If you take off the headphones and rest them on your neck you have to be really careful or else you'll end up re-tracing your steps looking for these ear cups. Problems aside this is still a really great product and music sounds great with them which is their main purpose!",4.0 out of 5 stars,"Great sound, great battery life but the ear cups keep falling out!"
22,"on May 4, 2016",,"These sounded great. They paired easily. They had two (very big) problems - the earpieces. I have normal sized ears, but no matter how I adjusted, they hurt after about 10 minutes. I believe I have a normal sized head. When I took the headphones off, my ears were bright red.Without a comfortable/proper fit, I can't really speak to the effectiveness sound isolation (these are not Active Noise Cancelling - but you already know that). Also, as some reviews mentioned, the buttons are awkward. During my attempts to adjust the fit, I was constantly pausing the music when I didn't mean to.Also, these are massive. However big you think they are, assume 15% larger. My search for the perfect headphone continues...Don't believe the Sennheiser hype on the bass. The sound is very well balanced.",3.0 out of 5 stars,I wanted to love;  they didn't love me back
23,"on December 28, 2015",,"I've previously used Audio Technicia ATH-M50. While you may read the Urbanite has more bass-driven sound, my old ATH-M50's were a lot better in that regard &, not only when it comes to bass but basically everything else too. I am able to accept this as these are wireless and I am looking for some convenience, however, the range isn't all that great either. I can only reach about 20 feet on both my Macbook and Nexus 6P before I start to get choppiness to the point I can't really listen anymore. And the worst part of all, hands down, is the touch controls. I'm not sure why this was implemented but it was implemented badly. To change volume, play/pause a song, you must use your finger along the side of the headphones. The volume works ok, but occasionally it will pick it up as you pressing play or pause. It's frustrating. And, when this happens on a Mac, it launches iTunes. Very frustrating, not worth it.",3.0 out of 5 stars,my old ATH-M50's were a lot better in that regard &
24,"on March 2, 2016",,Excellent in almost every way! I'd give these 4.9 stars if I could.Pros-Battery life is AMAZING and I only need to recharge about once a week. I wear these almost 6 hours a day at work so I'm quite impressed.Build quality is spot on. I just throw these in my backpack and never have to worry about them getting broken.Microphone is great- just sensitive enough for speaking but not too sensitive. Although you can't whisper it does allow you to eat trail mix while talking on the phone with coworkers.Cons-The cups are round and don't always fit perfectly around my ears but generally I don't notice.You can tell when the audio kicks in as there is a slight hiss. I don't get this from my higher end DACs with a pair of HD280s but it's not too bad.,5.0 out of 5 stars,Excellent in almost every way
25,"on September 21, 2016","
      2 people found this helpful.
    ","Returned. The Bluetooth would not work. The headset is wonky. Keeps falling down, after adjusted. It is a shame because Sennheiser has always had a great reputation for quality sound and product.",1.0 out of 5 stars,Very Dissapointed.
26,"on October 21, 2016",,"My original review of this product was positive. However, now that I have owned them for over 1.5 years I have dropped my review from 4 Stars down to 1 Star.Simply put, despite these headphones coming from a high-end manufacturer, the sound quality, volume level, and connectivity all score poorly for me. I could excuse the sound quality and volume issues, as they are not deal-breakers, but when I have to reconnect my headphones 8 to 10 times a day while sitting at my desk, I start to feel cheated out of my money (about $200 at the time I bought them) since the one feature I really wanted (wireless) doesn't even work!These headphones perform like Skull Candy, but have a bigger price tag than Bose or Beats. Hard pass if you are thinking of buying the Urbanite XL's. If this product was any example of Sennheisers' quality, I would suggest avoiding the brand altogether.",1.0 out of 5 stars,A Year And A Half Later....
27,"on November 20, 2016","
      One person found this helpful.
    ","I'm not terribly experienced, so this is based on demoing other similarly priced headphones at stores.These are great headphones for the cost. Nice balanced sound. They fit my ears just barely, so are pretty comfortable for me (6' man with ""average sized"" head and ears). I find the touch interface to be very intuitive and have yet to accidentally do something I didn't mean to do. My only real issue with the touch pad is that it's not as responsive as I would like (~1s delay for commands on my Galaxy S7). I can't comment on durability as I've only owned them a couple days.",5.0 out of 5 stars,Great Headphones for the Money
28,"on February 22, 2017",,"I love these headphones, but I almost deducted a star due to the touch sensitive side.  I'm constantly dropping calls inadvertently by bumping it and when I want it to work it is difficult.  Volume works fine, but pausing and playing music is hit and miss.  But they sound great, Mic pickup is good, charge lasts several hours, and they are quite durable.",5.0 out of 5 stars,I love these headphones
29,"on January 13, 2016",,"Just got them today. So far the quality is insane! The bass is unbelievable, especially for Headphones that are wireless and with a 25 hour battery life. They might look like they're big or blocky but they feel lightweight and the gel filled head rest on the band makes the headphones feel like they're barely there. They can get pretty loud and not lose any quality. I set them up with my Laptop and the audio quality was like I was in the theater. These are by far the best headphones I've ever had. I own the Bose Soundlink Bluetooth headphones and this pair kicks it's ass and with no competition",5.0 out of 5 stars,They might look like they're big or blocky but they feel lightweight and ...
30,"on December 20, 2017",,"These sound great, and the velour pads are quite comfy. The suede covered headband is a nice touch too.The unique touch controls will take some learning, but it's a unique concept.",5.0 out of 5 stars,Great Headphones. Sound Amazing.
31,"on January 28, 2016",,"While the controls are little touchy in wireless mode, and wired lacks bass (not that it is utilized often), this is the headset to own. The bass is good in wireless mode, comfortable, has great range and allows good noise isolation for travel. Battery life is good depending on sustained volume, charges fairly quickly, the design is rigid and feels sturdy. Audio quality is fantastic for a wireless headset, especially in a world of wannabes (looking at you Beats). This is a solid choice.",4.0 out of 5 stars,HiFi Bliss in a Crowd of Imitators
32,"on March 9, 2017",,"Awesome set of bluetooth headphones. They sound amazing for bluetooth headphones. Keep in mind that bluetooth will lose fidelity/quality of sound vs. wired/analog connection. When you keep that in mind, these bluetooth headphones are great and the battery life is also equally impressive.",5.0 out of 5 stars,Awesome set of bluetooth headphones
33,"on September 27, 2015","
      6 people found this helpful.
    ","Wish I could give it a 4.5.  They are really great headphones, sturdy design, crafted of nice material, well balanced, elegant design.  Very easy to setup and play.The overall sound is quite good considering they are Bluetooth, very round full low end, crunchy detalied mids and highs are perfect for my personal taste.  Soundstage is quite expansive as well.  With the APTX codec you can hear noticeable differences between 320k and FLAC.  Battery life is spectacular, charging time quite short.  Overall very pleased with these headphones and look forward to many years of use.  Only downside is side controls are a bit finnicky, and often I find myself starting or stopping by accidentally adjusting them, have a tedious time getting the tapping speed down for the forward/reverse command.  Additionally I wish the dar cups were slightly longer to accommodate my large ears, I kind of have to tuck them inside the cushion. Other than those things its a fantastic headset for the price!",4.0 out of 5 stars,Great Set of Wireless Cans!
34,"on July 20, 2015",,"These headphones are easy to use, and sound great! A lot of headphone enthusiasts turn their nose up at bluetooth headphones, because of the lossy nature of the transport. If you're listening to compressed audio from Google Music or Spotify, you won't notice the losses that Bluetooth incurs on the signal, and the apt-X technology does a really good job of delivering a good signal. No more getting tangled up in cords for me!The only negative note is that the ear cups are a little small, and the fit takes some getting used to. They really do, however, become more and more comfortable with use; after using them for a couple of months, they seem to have formed to my ears.I would definitely recommend these headphones!",5.0 out of 5 stars,Great wireless headphones!
35,"on January 13, 2016","
      2 people found this helpful.
    ","I purchased these for the legendary Sennheiser quality and to use it for my shared office space.  The Bluetooth hand-off works well with my iPhone and Cisco VOIP phone. I work with a few Audiophiles and they have all been impressed.  One unexpected feature is the extremely long battery life, I typically get 2 - 3 work days without charging.",5.0 out of 5 stars,I purchased these for the legendary Sennheiser quality and to ...
36,"on April 17, 2015","
      99 people found this helpful.
    ","I'm known to my friends as kind of a headphone fetishist. I have been collecting headphones for over 15 years. Probably could have bought a house or two with the amount of money i've spent on headphones. Many a pair from Sennheiser, including models such as the HD595, and the HD650, ultrasone models, tons of bose, beats, all of them, ALL of them.I have a special need for bluetooth headphones. Let me tell you, A2DP headphones have come so far in the past 5 or so years. They used to be limited to crappy ear buds or just in general junky quality headphones. While beats kind of brought bluetooth headphones into the ""premium"" space, i still was never happy with any of them.And then Sennheiser comes out with the Urbanite XL wireless, and i absolutely love them. Why didn't i get the momentum 2 wireless? active notice canceling. I HATE it. it makes my head feel like its being squeezed in a trash compactor. I've tried so many ANC sets, including the QC15, the QC20i's and so on.So i was excited that Senn decided to leave this feature out of the Urbs. There really isn't much about these headphones i don't like, in fact they may very well be the best headphones i've ever had, and by far not the most expensive. The battery lasts for hours and hours, they did take a bit of use to get comfortable on my head but they finally settled in. I do have a large head, and wear glasses, typically the 2 worst things when it comes to finding comfortable headphones. The sound for me is spot on, i usually use an EQ to boost bass, but with these i run it flat and am completely happy. So if you're one of those who like pure flat, maybe these aren't for you.The range is good, the build is good, the touch thing on the side is kinda wonky and a bit sensitive, but it doesn't really bother the experience enough to call it a con.I would have liked a better case, the bag that comes with them is acceptable at best. I would have also liked a slightly longer cable, but i do like very much how the cable connects with a twist on lock, as opposed to just being held on by friction like most hybrid bluetooth headphones.Another feature these have that many bluetooth headphones dont is that you can plug in a usb cable from the headphone to your windows/mac and they will function as a usb sound card, allowing you to not use your analog jack, and eliminating potential static, hiss, etc.I guess what i can say in closing is, i love them, i love them i love them, and getting them on amazon warehouse deals for sometimes 100 bucks off msrp, they're a steal. Absolutely recommended.",5.0 out of 5 stars,"Out of probably 500 pairs of headphones i've owned, these are my favorite, by a fairly large margin."
37,"on December 17, 2015",,"Goods:Light weight for its size.ComfortableAmazing 25h battery lifeDynamic soundThe worst:The touch control - It literally sucks - too sensitive to taps, every time I want to adjust the headphone it either pauses the song, skips the song or dials my last contact  - It gets worst when you listen to Spotify radio or long mixes on Soundcloud, because in middle of the song it accidentally skips it and ruins the experience. Touch volume is cool though.Bads:Base is bad in this headphone - when I customize EQ to give more power to lower frequencies the headphone completely fails to capture the base clearly and it starts to create annoying noises. technically lower frequencies can not be higher than 7dbm.",3.0 out of 5 stars,Comfortable Amazing 25h battery life Dynamic sound The worst
38,"on May 29, 2015",,"Great sound I would expect nothing less from sennheiser. very comfortable, Great Battery life and I really like the battery meter on my phone telling me when I need to recharge.  I've gone thru 7 different Bluetooth headsets all sub $50 over the years. Figured I spent more then the $300 over the years still have 2 of the cheap ones that work, they just hurt my ears after 20mins of wear. I can wear these and never need to take them off. They block out external noise perfectly.  The touch controls are overly sensitive and I would of preferred volume on 1 ear cup and pause play on the other ear cup. However I figured out if you put back the tape that covered the touch controls it makes them a lot less sensitive and more accurate.",5.0 out of 5 stars,Found a fix for the touch controls
39,"on June 15, 2016","
      One person found this helpful.
    ","These sound decent.  A little low on bass for headphones targeted at beats.They pair easily.Touch controls are difficult to use, constantly input the wrong thing or play/pause by accident.Biggest issue is comfort.  The earpods slide very easily on the headband so the headband doesn't hold them up.  The tops of my ears do and they hurt after 15 min.  Earcups also become painful after 30 min.  Wasn't able to finish a complete album.  Will be returning and getting something else.",2.0 out of 5 stars,"Sounds great, painful to wear."
40,"on December 7, 2015",,"These are the single nicest headphones I have ever used.They're so comfortable.I don't know what materials were used but they keep your ears from feeling fatigued.The cups fit fully around my ears.Quick and easy to connect.Sound quality is about as good as it gets for BT techOnly thing is, they were a little large on me and the smallest setting still left the headband loose from the top of my head.",5.0 out of 5 stars,Incredibly Comfortable Headphones
41,"on January 11, 2017",,"Upgraded my beats to this Sennheiser, I travel a lot and always needs a good headset so i can sleep well. The noise cancellation feature works really well. Very nice build. Only thing i would suggest improvement is the touch control. It's not very responsive sometimes.",4.0 out of 5 stars,Nice upgrade for me.
42,"on January 16, 2016",,"These are the best headphones I've ever had!! Their sound and bass are amazing!! For me they afe better than the beats, they are more user friendly, higher quality sound and bass and the battery lasts for ever and if it runs out you can still us an aux cable and it will work, I highly recommend it.",5.0 out of 5 stars,Best headphones A+++
43,"on January 18, 2017",,"Excellent headphones, I can wear this all day. Bluetooth works perfect. Impressive sound quality, I love the volume touch control, ear pads are very soft, you can pair many devices on this headphones.",5.0 out of 5 stars,Honestly... one of the best!
44,"on February 24, 2016",,"I've has these for about 2 months now and I could not be more happy. These headphones not only met but exceeded my expectations.Pros:Really comfortablesound is impeccable, bass is great not to loud but not to soft.The Bluetooth connectivity is awesome. (I can walk around my house without them disconnecting)Cons:I only have one con, when the headphones are connected via Bluetooth, I find myself accidentally pausing a song because of the controls on the right cup of the headphones. It takes some getting used to but other than that, these are some amazing headphones.",5.0 out of 5 stars,Great headphones!
45,"on October 21, 2016",,"I have wide variety of music genres in my music collection, but I mostly listen to 90s rock, metal, and trash, as well as Japanese rock and pop. I found the sound rich and full, with just enough bass. Based on most reviews I read, I thought there would be too much bass, but I can say it's just right, and the sound is balanced.I love the design of these headphones. It's has an understated feel to it that I absolutely love. It definitely feels well-built, but you'll notice it when you're wearing it, given its heft and weight.",5.0 out of 5 stars,You won't forget you're wearing it
46,"on February 2, 2017","
      One person found this helpful.
    ",There is a lot to like about these headphones.  Great sound with really nice bass.  The touch controls on the ears were easy to operate and a nice feature.  Unfortunately for me these were extremely uncomfortable.  They were heavy and had little padding on the headband which was very obvious due to the weight.  Too bad by otherwise these are a great purchase.,2.0 out of 5 stars,There is a lot to like about these headphones
47,"on September 19, 2015",,"Amazing headphones with really good battery life.  Indicated 23h use time on a charge, and I consistently listen to them for 12+h a day at work with no discomfort.  Pairs to both my laptop (with 4.0 dongle, stock BT chipset wouldn't pair) and my phone for easy switching between calls and music.Only thing I'd change is the touch buttons on the sides.  it's really easy to hit the hangup/stop button when adjusting them on your head.",5.0 out of 5 stars,Amazing headphones with really good battery life
48,"on February 12, 2016","
      2 people found this helpful.
    ","Wanted to LOVE these, but ultimately returned them.PROS:-  Good sound. Punchy bass, well detailed highs, while mids are well represented with an overall ""club-like"" sound.  The sound is not overly exaggerated as one would expect based on the description and there is still a relative balance to the sound.-  Solid build.  Materials feel durable and well put together.-  Dual mic works well.  One of the mics is in the typical location at the bottom of the earcup, while the other is on the side of the earcup.  My voice was picked up with satisfactory overall clarity and volume, even if I sounded slightly ""compressed"".  My voice came across smooth with no notable echoing or distortions.CONS:-  Although he sound was quite good overall, my only complaint in this area is the lack of sub-bass response.  Again, the bass is quite punchy, but don't expect ""rumbling"" or low-end bass ""texture"".  The drivers are, based on my research, 32 mm vs. 40 mm+.  Had these specs been disclosed by Sennheiser, I could have made a better decision before purchasing.-  Advertised as ""over-ear"", but literally, unless you are a small child, this will NOT fit over your entire ear.  I have relatively small ears for an adult, but the barely 5 cm earcup opening us MUCH too small to fit my entire ear.  Moreover, the opening is round vs. oval, so it's not an natural ear-like opening.  It only fits about 80% over my entire ear and prevents me from getting a good quality seal. - The earcup sliders.  I definitely prefer an adjustable ""clicking"" headband vs. these, since the resistance is not enough to prevent unintentional re-sizing when moving your head, resting your head against a lounge chair, etc.Again, liked the sound, but the CONS just pushed me to return them.",3.0 out of 5 stars,"Good sound, BAD fit."
