,Date,How Helpful,Review Contents,Score,Title
10,"on December 4, 2017","
      3 people found this helpful.
    ","I love the sound, the range, and battery life of these headphones. There is a slight problem though; they sit at an unusual angle on my head. I can't remove a star because of my own genetic head wobble though. As others have said too, the ear pads are a little small and can become uncomfortable if you don't adjust them just right (again, could be my misshapen cranium). These are not sound cancelation headphones, but I can't hear a dаmn thing outside of them while at work or home. They also use side tone (you hear yourself speak and EVERYTHING around you when you have the microphone active). This annoyed me at first then I realized it kept me from yelling like an idiot into my headphones. Anyway, got these on black Friday for thirty less than normal, and I would have paid full price for them. Order now and regret it never.",5.0 out of 5 stars,Great headphones for genetically normal and abnormal people
11,"on November 2, 2017","
      6 people found this helpful.
    ","Decent headphones, but over bluetooth there's a constant hiss -- even when connected as an A2DP device (i.e., the high-fidelity link). It's very apparent in the quiet points but especially in the dead space between songs.",2.0 out of 5 stars,"Decent headphones, but over bluetooth there's a constant hiss ..."
12,"on January 23, 2018","
      2 people found this helpful.
    ","The original pair I received was defective and crackling was heard when listening. A replacement pair was sent to me quickly and without hassle and they have been flawless.The earcups cover the entire ear creating a seal to block outside noise. They work really well for this. I can have music playing and see a person’s lips move but not here what she is saying.The audio quality is crisp and clear but lacking punch. The bass is heavy but the mids and highs are a bit washed out.Overall, if you like the brand, this is a nice entry level choice, but Sennheiser makes better sounding headphones if you spend more $.",3.0 out of 5 stars,Good to mediocre
13,"on October 17, 2017","
      3 people found this helpful.
    ","I absolutely cannot get these things to work properly over Bluetooth with Windows 10 for gaming, and I've been scouring the web for solutions for months at this point. All of my Google searches are now purple links.When I jump into a game where I want to have a mic (e.g., Overwatch), I can only seem to get it into one of two modes: (1) I can hear my own mic audio coming through the headphones and _literally_ nothing else or (2) I can hear the game/PC audio (including other people's voices) but no one can hear me (no, it's just just a push-to-talk issue) since the mic doesn't seem to even be active. I've fiddled endlessly with the audio devices (HD 4.40BT Hands-Free vs HD 4.40BT Stereo), audio devices drivers, unpairing, repairing, rebooting, etc. to no avail.The sound quality is pretty great when _not_ in the Hands-Free mode, so that's nice. But certainly not what I paid all of this money for, and after 30+ years of gaming I was excited to finally be able to _say_ ""he's coming right for us!"" instead of typing out ""he's coming ri..."" and then getting blasted.",2.0 out of 5 stars,Cannot Simultaneously Get Windows 10 + Bluetooth + Game Audio + Microphone
14,"on January 5, 2018","
      2 people found this helpful.
    ",These would be good if they hadn't seemingly been designed for people with extremely small heads. Good sound quality and Bluetooth connectivity works great but thats where the good stuff stops. The fit is so tight it hurt my jaw after a while and the ear cups are so small I can only comfortably wear them for about 30 minutes and my ears start hurting. The head band also has no cushion so again after about 30 minutes the top of your head hurts. Wish these would have worked because they were pretty much the best deal I could find on an Over Ear Bluetooth headset minus the Sony MDR Xb950n1.,3.0 out of 5 stars,Great sound and easy to use but just way too small
15,"on January 18, 2018","
      One person found this helpful.
    ","This is an amazing headphone. I'm already used to Sennheiser ear buds, and I always loved them. So when I decided to buy a budget friendly bluetooth headphone it was a no brainer picking them up.I have a pair of bose QuiteComfort, which to me is the best you can get on it's class, and I should say that for my untrained ears, I could barely see any difference in the sound/bass.The only issue so far (and reason for not giving it 5 stars) is the mic. I tested it on a videoconference and the feedback and noise from environment was too much.If you are shopping for an affordable headphone, go for it you won't regret it.Updated after one month of use:Ok, after one month of use I had to remove one star from this product. A few more issues that have shown in the past weeks:1. Mic still horrible, can't get it to work2. Sync issues, many times I have to unpair/pair it again, I know bluetooth devices are usually notorious for pairing issues, but this one is pushing the limits3. Audio Sync: A few times I had visible audio delay between video and audio when using on my laptop or apple TV, kinda annoying. Usually requires a unpair/pair procedure",3.0 out of 5 stars,Amazing cost/benefit
16,"on March 31, 2018",,"I wanted two pairs of phones to use as both wired, and blue tooth for the TV. The reviews were good, so I pulled the trigger on both sets. They arrived well packed, safe from abuse thus not damaged. They are made of a sturdy plastic and look no-nonsense 'get the job done"". I was dismayed the included get started booklet was sparse, and no help at all. I thought of doing a return. I called Senn and they led me to a web page with large, clear, concise directions. I plugged them in and was floored by the intense quality of these headphones. Wide soundstage, precise and clear, each instrument clear and independent from the other instruments...the sound was a solid presence. The base had tight punch but not ghetto box in a silly way. Hights were rounded as to not be in your face tinny sounding. Now, I have had M50 Audio Tech and these make them look and sound like a Cracker Jack prize in the box. That in your face V sound, all treble and harsh, and thumpy base, now in the past. These phones are staid and sophisticated. I did both classical and rock and clear as a magic bell. They cost 99 dollars and were also better than my Shure 440s, and Barrodynamic 800 series phones which the left earpiece stopped working long ago after I bought them, These phones sound full and detailed and recessed. At this point, the blue tooth function is an added plus second thought. These were and are so much superior to just for TV or bang around phones. I was truly shocked. Next month, I will order the Senn 595 Special Edition headphones for a more refined experience that requires NO HEADPHONE AMP as I cannot be bothered with all that debris. And following that, a pair of Shure 1440 using both of these sets for extremely high end listening. Yes, one would say get the A.K.G. 702 and or Senn 600 but these do require a headphone amp, and I am dead against buying something else to complicate and bother with, so these Senn and Shure will be just fine. Now, I will tell you, this Senn 440 is one heck of a great phone. The sound is as good as what I have heard in some 300 dollar sets. Beats, no candle held, Bose, these totally shut them down. My JBL phones left in the dust, and the M50, I gave them away. Let me end saying I have played pro for over 40 years, and know what to listen for. These are far beyond in quality for this price point. Now the Blue Tooth Part. I charged them. Held down the on button two seconds. Bue and red light blinks. Open the panel of B.T. on my computer. Half the left side of the phone close, and bang. Solid link up. Now, in BT mode, the quality I raved about when I was on wired was cut by somewhat... Phones loud enough, sure, but all that presence and separation, all that was diminished a bit... In this mode, they function well for TV, very well, crisp, loud, easy to drive them. Phone calls, and non-critical music listening.In truth, I would buy these phones just to use as wired because hands down, they blew both the M50 Audio Tech and Shure 440 and Sony Pro studio model I paid 100 for right out of the water...no contest. The BT is only the frosting on the delicious cake. BT about the same as any other BT set up I have heard in both power with more crisp clarity, but the phones used wired? Wow. These phones are so underrated. The reviews focus on BT but there is so much, much more. BT was very easy to set up. My phones charged quickly and the battery life is really off the map on these. I originally thought I would use these phones for TV and guest watching movies in BT but when I fired them up in stereo,  a triple home run with a backflip or two, and I am milk bone happy. I will use my NON BT for some refined listening, those being the Shure 1440 and my trusted Senn 599's. Hope I helped you folks pull the trigger.",5.0 out of 5 stars,Shocking Quality well Beyond the Price Point. These are Astonishing and Shut down many others 3 times the cost.
17,"on March 27, 2018",,"Doing some research i wanted a good pair of headphones with bluetooth capabilities, since my last ones where the Sennheiser HD 429 (old model) i decided to keep loyal to the brand. I really liked the old pair but cable was super long and had no buttons to control my music. I used them in a moderate way just to use around the house, a few trips on the plane, etc. The ear pads started to peel and i said i think is time to buy a new pair. I like the sound quality Sennheiser provides. I bought a first pair and it came totally defective due it was an used product. I had the chance to try them before i return them and i was impressed with the sound quality the HD 4.40 offers. I was a little skeptical switching from cord to bluetooth, still thinking the cord gives me better sound quality. Well with the HD 4.40 change my mind. This headphones sound great, i love that punchy rich bass when i play my songs, i can't believe the quality of sound using the bluetooth capabilities. Pairing super easy using an Iphone. Battery lasts a long time. Comfort is good for the most part sometimes it hurts on the top of my head even the arch is well padded. They can be hot for time to time. A plus is the ear pads have some kind of noise cancelling even they don't have the feature like the 4.50s, i didn't wanted to pay the extra 50 bucks. It is gonna be great to use them in a long flight or on a long commute. Connection with my Iphone is excellent never had a device that never chops even if i get a few meters away from my phone. Something i didn't like was the connection to the cable. I love that you have the option to switch but it seems harsh to plug the cable in and out, i took me a while to connect it properly. Since i plan to use them for bluetooth purposes, it doesn't bother me that much. Other minus is that you can't control the device while using the cable, just only on bluetooth mode. Material is plastic but makes them lighter and time will tell if they break or not. Overall great headphones for $99.99. I recommend this product.",5.0 out of 5 stars,Sound and bluetooth are amazing.
18,"on February 3, 2018","
      3 people found this helpful.
    ","I won't get on an airplane without these anymore. They block enough sound to be very comfortable, but let enough through that I don't completely lose touch with my surroundings. They are super comfortable on my ears, and I've used them with hats, caps, etc. Sound quality is great, very rich bass.",5.0 out of 5 stars,Excellent
19,"on January 27, 2018","
      2 people found this helpful.
    ","At the end of the day, I'm keeping these because they're fine and the annoyances arent show-stopping. The great sound more than makes up for them.Annoyance #1: the wired cord that comes with the headphones do not lock into place like they should; the pin does not actually align with the slot where you twist to lock.Annoyance #2: the button hold to go into voice command only occasionally works. I hardly use it though.All in all, if you're about the sound at an affordable price this is a good option. If you just want a high quality product this is not for you.",3.0 out of 5 stars,"Great sound, quality a bit off"
