,Date,How Helpful,Review Contents,Score,Title
12,"on October 23, 2017",,sound is flawless...,5.0 out of 5 stars,sennheiser is the best...
13,"on November 3, 2017","
      One person found this helpful.
    ",As expected the wireless headphone sytem worked well but interference from nearby TV can be annoying.,4.0 out of 5 stars,... worked well but interference from nearby TV can be annoying.
14,"on November 3, 2017",,"This product is fine as long as the user can keep their head still and upright all the time. bending forward just a little and these ear phones wind up on the floor! Very poor fit, very poor design. Other than than, sound quality and wireless feature is great.",2.0 out of 5 stars,This product is fine as long as the user can keep their head ...
15,"on August 20, 2017",,"Great, easy to connect and charge",5.0 out of 5 stars,great
16,"on January 22, 2018",,Works great with my Roku 2 at bed time much better than ear plugs.,5.0 out of 5 stars,Five Stars
17,"on October 4, 2016","
      4 people found this helpful.
    ","when it works, it's great. But, many times I can't get the tuner to hit on the right waves to provide sound through the earphones, or it starts out OK, then goes to static, and I have to search for the sound again.",3.0 out of 5 stars,Did not have the best of luck
18,"on October 27, 2017",,Long recharge life and respectable clarity.,4.0 out of 5 stars,Four Stars
19,"on March 5, 2018",,Great product.,5.0 out of 5 stars,Five Stars
20,"on May 16, 2016","
      6 people found this helpful.
    ","These headphones sound great.  They replaced a set of wired headphones and they sound better, are more comfortable and obviously less cumbersome with out the wire.",5.0 out of 5 stars,Great wireless headphones
21,"on June 3, 2017",,These do work but they have an eratating clicling noise periodically,2.0 out of 5 stars,Clicking noise
22,"on June 23, 2016","
      3 people found this helpful.
    ",I have a little trouble with the sound being as good as I expected.  I had a Sony that was better a few years ago.,3.0 out of 5 stars,... have a little trouble with the sound being as good as I expected
23,"on July 21, 2016","
      2 people found this helpful.
    ",This is the best wireless headphone system we have ever purchased.  The headset is so much lighter in weight than the previous ones.,5.0 out of 5 stars,Great wireless headset
24,"on October 26, 2016","
      5 people found this helpful.
    ","Great reception, even out on the property.  Headphones a bit uncomfortable, but not bad.  These headphones have better sound than my older set of Sennheiser (15 yrs old and still working great, by the way) and are half the price of my older ones.  Could be technology upgrades thru the last decade or so.  Bottom line, great set of headphones that compare with higher priced sets.",4.0 out of 5 stars,These are definitely a good buy
25,"on June 5, 2016","
      3 people found this helpful.
    ",VER NICE I CAN HEAR NOW,5.0 out of 5 stars,Five Stars
26,"on December 28, 2016","
      One person found this helpful.
    ",Headphones are nice. There was a delay in declining my transaction but I am not sure if that was the fault of other companies included on the order.,5.0 out of 5 stars,"Product works as promised, good gift idea."
27,"on July 4, 2016","
      7 people found this helpful.
    ","Pros:-Good quality sound.-I love the chargeable feature and stand.Cons:-UNCOMFORTABLE on my ears- They lay flat and hurt.- In order to have these sit right (less uncomfortable) on your ears, the tuner wheels are towards the back. If you lay back on anything that touches the wheels, they get out of tune or the volumes is changed. PITA.-DISLIKE the ""tuning"". I had some that were auto-tuned and liked them better.-They crackle at times.-They get serious static if you pause your program for very long.I am returning them and I tried to like them for a month. I really tried.",3.0 out of 5 stars,Mixed feelings- But I am returning them.
28,"on May 1, 2017",,the same,5.0 out of 5 stars,Five Stars
29,"on July 26, 2016","
      One person found this helpful.
    ","Awesome...easy hook up, great sound, tv is on second floor headphones work great on the first floor and the third, as if they were by the tv...Great value",5.0 out of 5 stars,Great Value - Flawless performance
30,"on December 14, 2016","
      One person found this helpful.
    ",Enjoying these headphones.  Sound quality not bad for $100.,4.0 out of 5 stars,Sound quality not bad for $100
31,"on March 9, 2017",,"Well made, easy to use and assemble - Volume is great.",5.0 out of 5 stars,Headphone is great!
32,"on January 15, 2017",,"Good quality product...patch cord could be just a bit longer, otherwise would have given it 5 stars.",4.0 out of 5 stars,Four Stars
33,"on September 12, 2016","
      6 people found this helpful.
    ",I think these are great and I highly recommend them.  I would of given them a five if the controls were at the front of the earpiece.  Sometimes the tuning dial gets unintentionally adjusted by contact with my chair.  A bit annoying......It's now December and they no longer work.  I can tune to white noise or silence.  They were good while they lasted.  Will try Sony for my next pair as I really enjoyed the benefits of cordless headphones.,2.0 out of 5 stars,I think these are great and I highly recommend them
34,"on March 15, 2017",,Great headphones. Solid range...,5.0 out of 5 stars,Five Stars
35,"on January 10, 2017",,Very good sound,5.0 out of 5 stars,Five Stars
36,"on January 9, 2017",,perfection,4.0 out of 5 stars,Four Stars
37,"on March 9, 2017","
      2 people found this helpful.
    ",When opening the box the headphones looked used and were all dusty. The ear piece fell apart and there was dust in there as well. Not satisfied at all.,1.0 out of 5 stars,Not satisfied
38,"on July 20, 2016","
      One person found this helpful.
    ","Headphones are great,especially with our base system! Only issue I have is wish they were more adjustable for people like me who have small heads!!",5.0 out of 5 stars,Great product!!
39,"on January 9, 2017",,"These hook up very easy and sound great, but they are loose on your head if you are walking around.",4.0 out of 5 stars,These hook up very easy and sound great
40,"on July 21, 2016","
      One person found this helpful.
    ",Great headphones and a reasonable price.,4.0 out of 5 stars,Four Stars
41,"on November 10, 2016","
      One person found this helpful.
    ",Easy to attach and charge lasts a long tine. Too much base that cannot be adjusted. Excellent price.,4.0 out of 5 stars,Ears to you
42,"on February 27, 2017","
      One person found this helpful.
    ",This product does not consistently make a charging connection when placed on the charger and thus is always un charged when it is needed!! Very frustrating!!,2.0 out of 5 stars,This product does not consistently make a charging connection when ...
43,"on August 27, 2016","
      3 people found this helpful.
    ","I bought this wireless headset in order to better hear my television.  However, I had nothing but interference when connected to my TV's audio socket, even when I increased the distance from the TV with a 20 foot audio extension cable.  The interference was definitely coming over the audio connection, which works fine with a wired headset.  When I checked the headphones by plugging the transmitter into my PC's audio system, the reception was clear as a bell.  So I figured out a work-around - I plugged the transmitter into my stereo amplifier, which is also connected to the satellite TV receiver.  Reception was OK, but I had a background 60 cycle hum which I could minimize by careful tuning, but could not completely eliminate.The listening experience was quite underwhelming.  The open design of the headset allows you to hear the normal TV audio speakers, unless you really turn up the volume on the headset to drown out of the background.  The normal audio interferes with the headset audio, causing an unpleasant echo effect because of the transmission delay to the headset..  My wife could also hear the echo from the headset from across the room, and complained that it was very distracting.  Also, the reception volume was rather erratic at times.  During a newscast, it seemed like it would amplify certain news presenters more than others, especially those doing a remote broadcast.  This could not be heard over the normal audio speakers.I am returning the product, and going back to my wired headset and long extension cable.",2.0 out of 5 stars,I bought this wireless headset in order to better hear my television
44,"on January 19, 2017",,headphones are very large (wide) and keep falling off my head. there is no way to make them any narrower.,2.0 out of 5 stars,headphones are very large (wide) and keep falling off my ...
45,"on May 10, 2016","
      15 people found this helpful.
    ","I purchased these for my 85 year old dad in florida after reading some of the stellar reviews on line. For years he has been wearing headphones while watching TV late after my mom goes to bed but has never had a quality pair. All I can say is that he is absolutely ecstatic!He cannot get over how simple they were to set up, how light and comfortable they are, and most of all how clear and accurate the sound is! He loves watching his favorite movies and hearing sounds he never noticed before!Great purchase! Outstanding headphones!",5.0 out of 5 stars,Excellent sound!! Easy to set up and use!!
46,"on July 28, 2016","
      6 people found this helpful.
    ",I am a huge fan of Sennheiser headphones. But not these. They wireless transmitter built in China (as many things are) was poorly designed and very intermittent on a good day. I cannot recommend these.,1.0 out of 5 stars,They wireless transmitter built in China (as many things are) was poorly designed and very intermittent on a good day. I cannot
47,"on August 4, 2017","
      One person found this helpful.
    ","Until I bought these headphones I had trouble hearing the tv so they helped me a lot. On top of that, I can mute the TV and listen to it through the headphones so I do not disturb anyone else! The design is excellent and the headphones are comfortable.",5.0 out of 5 stars,Helpful!
48,"on October 8, 2016","
      4 people found this helpful.
    ",Sound quality is great when it's tuned-but it doesn't stay tuned ( thought they had auto tuning).  The head phones are huge if you have an average size head. Unfortunately the window to return them came and went. will try to sell them on e bay.,1.0 out of 5 stars,Doesn't stay tuned
49,"on September 14, 2016","
      3 people found this helpful.
    ",My husband has a hearing problem.  These head phones are the only ones that he can use and be able to hear the TV.  Not to much base.,5.0 out of 5 stars,My husband has a hearing problem. These head phones ...
50,"on January 31, 2018",,I bought these to replace an old wireless Sennheiser headset and they work great!!! thanks,5.0 out of 5 stars,... replace an old wireless Sennheiser headset and they work great!!
51,"on November 13, 2016","
      One person found this helpful.
    ","These headphones produce a pretty solid sound quality.  Probably not high quality enough for an audiophile, but more than good enough to listen to the television while the husband is working.  The problem is that they DO NOT stay on my head -- or my husband's head for that matter (i.e., they will probably fall off of any person's head unless one has a giant head).  Although the sound engineer may have gotten it right, the industrial design engineer really failed.  If I tip my neck forward just a smidge, the headphones slide forward. God forbid I lean over to pick something up from the floor, the headphones clatter to the floor EVERY TIME.  This is my second pair of Sennheiser headphones and the first pair did not have this issue.  Despite the nice sound quality, I'd be willing to pay double for a pair of headphones that stays on my head and would reconsider another Sennheiser purchase.",3.0 out of 5 stars,These headphones produce a pretty solid sound quality
52,"on April 26, 2017",,Works great but I like the earphones on the previous model better.,4.0 out of 5 stars,Save your marriage
53,"on April 25, 2016","
      One person found this helpful.
    ",It works for awhile then shuts of whate a while and it comes back on and makes a crackling sound not very happy,3.0 out of 5 stars,It works for awhile then shuts of whate a while ...
